# source: Dr. Duke's Phytochemical & Ethnobotanical Database (COMMON_NAMES.csv joined to FNFTAX.csv via FNFNUM)
# retrieved/processed: 2026-08-18
organism_id	scientific_name	duke_common_name	all_duke_common_names
Organism_1742	Lantana viburnoides sp viburnoides var kisi		
Plant_Lanurocerasus_officinalis	Lanurocerasus officinalis		
Plant_Laportea_ovalifolia	Laportea ovalifolia		
Organism_20545	Laretia acaulis (Cav.) Gill et Hook		
Plant_Large_milkweed_bug	Large milkweed bug		
Plant_Larix_spp.	Larix spp.		
Plant_Lathyrus_gmelinii	Lathyrus gmelinii		
Organism_12256	Lathyrus montanus		
Organism_11304	Launaea asplenifolia		
Plant_Leandra_subseriata	Leandra subseriata		
Organism_11859	Ledebouriella seseloides		
Plant_Ledum_decumbens	Ledum decumbens		
Plant_Leontice_darvasica_Rgl.	Leontice darvasica Rgl.		
Organism_17974	Leontice ewersmannii		
Plant_Leontodon_saxatilis	Leontodon saxatilis		
Plant_Lepidium_sp.	Lepidium sp.		
Plant_Lepidosperma_lineare	Lepidosperma lineare		
Plant_Lepidothamnus_spp.	Lepidothamnus spp.		
Organism_1632	Leptadenia arborea		
Plant_Leptaulus_citroides	Leptaulus citroides		
Organism_26765	Leptocarpha rivularis		
Plant_Leptolejeunea_elliptica	Leptolejeunea elliptica		
Plant_Leptopus_cordifolius	Leptopus cordifolius		
Organism_13377	Leptostomum macrocarpum		
Plant_Leuzea_rhaponticoides	Leuzea rhaponticoides		
Plant_Ligaria_cuneifolia	Ligaria cuneifolia		
Plant_Ligularia_f_ischeri	Ligularia f ischeri		
Organism_54539	Ligularia thomsonii		
Plant_Ligularia_tsangchanensis	Ligularia tsangchanensis		
Organism_10241	Ligusticum elatum		
Plant_Ligusticum_spp.	Ligusticum spp.		
Plant_Lilium_sp.	Lilium sp.		
Plant_Limadendron_amazonicum	Limadendron amazonicum		
Organism_26049	Limonium latifolium		
Plant_Limonium_sp.	Limonium sp.		
Organism_55762	Linum sativum		
Organism_53896	Lippia americana		
Plant_Lipschitziella_heteromalla	Lipschitziella heteromalla		
Organism_2137	Litsea gardneri		
Organism_11389	Litsea laeta		
Plant_Litsea_umbellata	Litsea umbellata		
Plant_Llex_chinensis	Llex chinensis		
Plant_Loasa_heterophylla	Loasa heterophylla		
Plant_Loasa_triloba	Loasa triloba		
Plant_Lobivia_bachenbergii	Lobivia bachenbergii		
Organism_15289	Lobivia binghamiana		
Organism_15291	Lobivia pentlandii		
Organism_29642	Lomatia ferruginea		
Organism_13598	Lonchocarpus spp.		
Plant_Lophocolea_subporosa	Lophocolea subporosa		
Plant_Lophopetalum_rigidum	Lophopetalum rigidum		
Organism_35373	Lorostemon coelhoi		
Organism_6809	Lotononis alpina		
Organism_6812	Lotononis carinata		
Organism_6815	Lotononis divaricata		
Organism_6816	Lotononis eriantha		
Organism_6818	Lotononis listii		
Organism_6823	Lotononis meyeri		
Plant_Lotus_graecus	Lotus graecus		
Plant_Lotus_herbaceus	Lotus herbaceus		
Plant_Lourteigia_ballotifolia	Lourteigia ballotifolia		
Organism_12376	Lupinus aschenbornii		
Organism_20806	Lupinus graecus		
Plant_Lychnophora_antillana	Lychnophora antillana		
Plant_Lychnophora_trichocarpha	Lychnophora trichocarpha		
Organism_13510	Lycopodium alopecuroides		
Organism_56609	Lycopodium platyrhizoma		
Plant_Lysichitum_camtschatcense	Lysichitum camtschatcense		
Plant_Lysimachia_sp.	Lysimachia sp.		
Plant_Maackia_sp.	Maackia sp.		
Organism_30191	Mackinlaya		
Plant_Mackinlaya_schlechteri	Mackinlaya schlechteri		
Organism_10874	Macroptilium martii		
Plant_Macrosolen_globosus	Macrosolen globosus		
Organism_25654	Maerua aethiopica		
Organism_12753	Maerua ovalifolia		
Plant_Magnolia_gloriensis	Magnolia gloriensis		
Plant_Magnolia_lacei	Magnolia lacei		
Plant_Magnolia_vovidessi_M._vovidessi	Magnolia vovidessi M. vovidessi		
Plant_Mahonia_fargesii	Mahonia fargesii		
Organism_12465	Mahonia leschenaultii		
Plant_Mahonia_polyodonta	Mahonia polyodonta		
Plant_Mahonia_sheridaniana	Mahonia sheridaniana		
Plant_Malcomia_littorea	Malcomia littorea		
Plant_Malleastrum	Malleastrum		
Plant_Malleastrum_boivinianum	Malleastrum boivinianum		
Plant_Malleastrum_sp.	Malleastrum sp.		
Plant_Mannia_subpilosa	Mannia subpilosa		
Plant_Mappia_nimmoniana	Mappia nimmoniana		
Plant_Marchantia_sp.	Marchantia sp.		
Organism_21886	Marchantia tosana		
Organism_21080	Mariscus psilostachys		
Organism_21377	Marsdenia oreophila		
Plant_Martinella_iquitoensis	Martinella iquitoensis		
Plant_Massa_hanshi_fermentata	Massa hanshi fermentata		
Organism_55989	Maximowiczia sonorae		
Organism_21532	Maytenus catingarum		
Organism_56817	Maytenus ebenifolia		
Plant_Maytenus_ovatus_Loes.	Maytenus ovatus Loes.		
Plant_Melampyrum_chlorostachyum	Melampyrum chlorostachyum		
Plant_Melanopsidium_nigrum	Melanopsidium nigrum		
Organism_5746	Melastoma intermedium		
Organism_55164	Meniscium simplex		
Organism_54753	Menispermum fenestratum		
Plant_Mentzelia_scabra	Mentzelia scabra		
Plant_Mesosphaerum_urticoides	Mesosphaerum urticoides		
Plant_Mespilodaphne_bullata	Mespilodaphne bullata		
Plant_Mespilodaphne_corymbosa	Mespilodaphne corymbosa		
Plant_Mespilodaphne_macrophylla	Mespilodaphne macrophylla		
Plant_Mespilodaphne_pulchella	Mespilodaphne pulchella		
Organism_21740	Messerschmidia argentea		
Organism_13074	Michelia baillonii		
Plant_Microglossa_zeylandica	Microglossa zeylandica		
Plant_Microlepia_substrigosa	Microlepia substrigosa		
Plant_Micromeria_spp.	Micromeria spp.		
Organism_11023	Microplumeria anomala		
Organism_55704	Mikania laevigata		
Organism_25943	Mikania saltensis		
Organism_15929	Mildbraediodendron excelsum		
Plant_Millettia_sp.	Millettia sp.		
Plant_Millettia_versicolor	Millettia versicolor		
Organism_18699	Mimosa sp.		
Plant_Mimulus_pilosus	Mimulus pilosus		
Organism_3046	Mitragyna brunonis Craib		
Plant_Mitragyna_rubrostipulata	Mitragyna rubrostipulata		
Plant_Mitrephora_cf._maingayi	Mitrephora cf. maingayi		
Organism_22525	Mollinedia gilgiana		
Plant_Monanthotaxis_capea	Monanthotaxis capea		
Plant_Monoon_barnesii	Monoon barnesii		
Plant_Monosis_travancorica	Monosis travancorica		
Plant_Monteverdia_loeseneri	Monteverdia loeseneri		
Organism_8757	Moricandia baetica		
Plant_Moringa_concanensis	Moringa concanensis		
Plant_Moringa_sp.	Moringa sp.		
Plant_Mortonia_diffusa	Mortonia diffusa		
Organism_46759	Mosla grosseserrata		
Plant_Moussonia_Deppeana	Moussonia Deppeana		
Organism_10395	Mucuna poggei		
Organism_55985	Munchausia speciosa		
Organism_18082	Munnozia maronii		
Plant_Muriellopsis	Muriellopsis		
Organism_14550	Musa spp.		
Organism_17091	Mussaenda shikokiana		
Plant_Mutisia_retrorsa	Mutisia retrorsa		
Organism_29522	Myoporum crassifolium		
Organism_52752	Myosotis krylovii		
Plant_Myrcia_tylophylla	Myrcia tylophylla		
Plant_Myrianthus_libericus	Myrianthus libericus		
Organism_56534	Myrioneuron tonkinensis		
Plant_Myrrhis_sp.	Myrrhis sp.		
Plant_Myrsine_laetevirens	Myrsine laetevirens		
Organism_55046	Myrsine semiserrata		
Plant_Myrsine_umbellata	Myrsine umbellata		
Plant_Narcissus_munozii-garmendiae	Narcissus munozii-garmendiae		
Organism_17620	Narcissus requienii Roem.		
Plant_Narcissus_tortuosus	Narcissus tortuosus		
Organism_57521	Nardophyllum bryoides		
Plant_Nardostachys_sp.	Nardostachys sp.		
Plant_Nasa_weberbaueri	Nasa weberbaueri		
Plant_Nassauvia_sp.	Nassauvia sp.		
Organism_57058	Natural products		
Organism_17376	Nauclea cadamba ROXB.		
Organism_35418	Naucleopsis caloneura		
Plant_Neamatoloma_fasciculare	Neamatoloma fasciculare		
Organism_14642	Nectandra sinuata		
Plant_Neissosperma_glomerata	Neissosperma glomerata		
Plant_Nemuaron_vaillardii	Nemuaron vaillardii		
Plant_Neobeguea_leandreana	Neobeguea leandreana		
Organism_7760	Neolitsea fischeri		
Organism_54726	Nepeta aragonensis		
Plant_Nepeta_cilicia	Nepeta cilicia	Cilician Catmint	Cilician Catmint
Plant_Nepeta_prattii	Nepeta prattii		
Organism_8578	Nidorella agria		
Plant_Nitrosalsola_micranthera	Nitrosalsola micranthera		
Organism_19920	Notholaena ekmanii		
Plant_Notholaena_rosei	Notholaena rosei		
Plant_Nymphaea_gardneriana	Nymphaea gardneriana		
Organism_2932	Ochna macrocalyx		
Plant_Ochrocapus_odoratus	Ochrocapus odoratus		
Plant_Ochrosia_silvatica	Ochrosia silvatica		
Organism_15302	Ocimum lamiifolium		
Organism_12648	Ocotea insularis		
Plant_Ocotea_magnilimba	Ocotea magnilimba		
Organism_23495	Ocotea meziana		
Plant_Oenothera_multicaulis	Oenothera multicaulis		
Plant_Oioscorea_parviflora	Oioscorea parviflora		
Organism_53545	Omphacomeria acerba		
Plant_Onionis_viscosa_ssp._breviflora	Onionis viscosa ssp. breviflora		
Organism_25708	Onobrychis biebersteinii		
Plant_Onobrychis_chlorassanica	Onobrychis chlorassanica		
Plant_Onobrychis_chorassanica	Onobrychis chorassanica		
Plant_Onobrychis_saravschanica	Onobrychis saravschanica		
Plant_Onobrychis_seravschanica	Onobrychis seravschanica		
Plant_Onobrychis_vassiltschenkoi	Onobrychis vassiltschenkoi		
Organism_10399	Ononis biflora		
Organism_10403	Ononis hispida		
Organism_10405	Ononis minutissima		
Organism_10408	Ononis oligophylla		
Organism_10410	Ononis pinnata		
Organism_10411	Ononis subspicata		
Plant_Onopordum_carmanicum	Onopordum carmanicum		
Plant_Onopordum_cyrenaicum	Onopordum cyrenaicum		
Organism_9905	Onychium auratum		
Plant_Ophiorrhiza_ferruginea	Ophiorrhiza ferruginea		
Plant_Ophryosporus	Ophryosporus		
Plant_Oreobolus_distichus	Oreobolus distichus		
Plant_Oreocnide_rubescens	Oreocnide rubescens		
Organism_1027	Origanum glandulosum		
Plant_Origanum_spp.	Origanum spp.		
Plant_Ormopteris_gleichenioides	Ormopteris gleichenioides		
Plant_Ormopteris_pinnata	Ormopteris pinnata		
Plant_Ormopteris_riedelii	Ormopteris riedelii		
Organism_56363	Ornithogalum tenuifolium		
Organism_55884	Orthocarpus densiflorus		
Plant_Osteospermum_barberiae	Osteospermum barberiae		
Organism_57729	Osteospermum caulescens		
Plant_Ostericum_viridiflorum	Ostericum viridiflorum		
Organism_24224	Otholobium candicans		
Organism_18185	Otholobium obliquum		
Organism_18190	Otholobium stachyerum		
Organism_17880	Otholobium uncinatum		
Organism_18192	Otholobium zeyheri		
Plant_Othonna_leptodactyla	Othonna leptodactyla		
Plant_Otochilus_fuscus	Otochilus fuscus		
Organism_15067	Otochilus porrectus		
Organism_54369	Oxalis erythrorhiza		
Plant_Oxandra_asbeckii	Oxandra asbeckii		
Plant_Oxycoccus_quadripetalis	Oxycoccus quadripetalis		
Organism_18530	Oxyspora hispida		
Organism_5997	Oxystigma oxyphyllum		
Organism_15696	Oxytropis puberula		
Plant_Oxytropis_sp.	Oxytropis sp.		
Organism_29887	Pachygone pubescens		
Organism_17999	Paesia anfractuosa		
Organism_54622	Palicourea fendleri		
Organism_52008	Pancratium longiflorum		
Plant_Papaver_albiflora	Papaver albiflora		
Organism_20554	Papaver album		
Plant_Papaver_canescens	Papaver canescens		
Plant_Papaver_dahlianum	Papaver dahlianum		
Organism_19581	Papaver feddei Schwz.		
Plant_Papaver_laevigatum	Papaver laevigatum		
Organism_19587	Papaver litwinowii		
Plant_Papaver_ssp._hyperboreum_Nordhagen	Papaver ssp. hyperboreum Nordhagen		
Organism_15239	Papaver trinifolium		
Organism_17316	Parageum montanum		
Plant_Paramacrolobium_coeruleum	Paramacrolobium coeruleum		
Organism_56686	Paramignya trimera		
Organism_12075	Paraquilegia anemonoides		
Organism_55451	Paraquilegia microphylla		
Plant_Parinari_cardiophylla	Parinari cardiophylla		
Plant_Parinari_costata	Parinari costata		
Plant_Parinari_klugii	Parinari klugii		
Plant_Parinari_obtusifolia	Parinari obtusifolia		
Plant_Parinari_parilis	Parinari parilis		
Plant_Parinari_sumatrana	Parinari sumatrana		
Plant_Parthenium_spp.	Parthenium spp.		
Plant_Passiflora_adenopoda	Passiflora adenopoda		
Plant_Passiflora_ambigua	Passiflora ambigua		
Plant_Passiflora_jorullensis	Passiflora jorullensis		
Plant_Passiflora_talamancensis	Passiflora talamancensis		
Plant_Passiflora_trisecta	Passiflora trisecta		
Plant_Passiflora_xiikzodz	Passiflora xiikzodz		
Organism_48232	Pauridiantha callicarpoides		
Plant_Pauridiantha_lyallii	Pauridiantha lyallii		
Organism_52451	Pausinystalia pachyceras		
Plant_Pearsonia_metallifera	Pearsonia metallifera		
Organism_55926	Peddiea fischeri		
Organism_12970	Peltiphyllum peltatum		
Organism_55491	Peltophorum dasyrachis		
Organism_94	Pentalinon andrieuxii		
Plant_Pentas_suswaensis	Pentas suswaensis		
Plant_Pentzia_spp.	Pentzia spp.		
Plant_Peperomia_circinnata	Peperomia circinnata		
Plant_Peperomia_filiformis	Peperomia filiformis		
Plant_Perezia_linearis	Perezia linearis		
Plant_Perezia_megalantha	Perezia megalantha		
Plant_Perezia_pilifera	Perezia pilifera		
Plant_Perezia_pinnatifida	Perezia pinnatifida		
Plant_Perganum_harmala	Perganum harmala		
Plant_Persicaria_spectabilis	Persicaria spectabilis		
Plant_Petalostigma	Petalostigma		
Organism_19764	Peucedanum baicalense		
Organism_18405	Peucedanum bourgaei		
Organism_10765	Peucedanum grande		
Organism_13794	Phaeanthus ebracteolatus		
Plant_Phaeanthus_ophthalmicus	Phaeanthus ophthalmicus		
Plant_Phaeanthus_splendens	Phaeanthus splendens		
Organism_21353	Phellodendron wilsonii		
Plant_Philotheca_trachyphylla	Philotheca trachyphylla		
Plant_Philotheca_wonganensis	Philotheca wonganensis		
Plant_Phlegmariurus_cancellatus	Phlegmariurus cancellatus		
Organism_53119	Phlomis amanica		
Organism_4967	Phlomis betonicoides		
Plant_Phlomis_bovei	Phlomis bovei		
Organism_13571	Phlomis lanceolata		
Plant_Phlomoides_glabra	Phlomoides glabra		
Plant_Phlomoides_loasifolia	Phlomoides loasifolia		
Plant_Phoenix_tomentosa	Phoenix tomentosa		
Plant_Phoradendron_wattii	Phoradendron wattii		
Organism_29833	Phrygilanthus celastroides		
Organism_15439	Phyllagathis tuberculata		
Plant_Phyllanthus_ruber	Phyllanthus ruber		
Plant_Physematium_manchuriense	Physematium manchuriense		
Organism_55554	Physochlaina infundibularis		
Plant_Physopsis_viscida	Physopsis viscida		
Organism_10421	Picralima klaineana		
Organism_48630	Picramnia lindeniana		
Organism_47847	Picrolemma sprucei		
Plant_Pierreodendron_africanum	Pierreodendron africanum		
Organism_29914	Pimelea		
Organism_14363	Pimenta acris		
Plant_Pinellia_sp.	Pinellia sp.		
Plant_Pinguicula_sp.	Pinguicula sp.		
Plant_Pinus_masoni	Pinus masoni		
Organism_16907	Pinus pentaphylla		
Plant_Pinus_pithyusa	Pinus pithyusa		
Plant_Pinus_sativum	Pinus sativum		
Organism_56606	Piper aurantiacum		
Organism_55278	Piper banksii		
Plant_Piper_eucalyptifolium	Piper eucalyptifolium		
Plant_Piper_guanacostense	Piper guanacostense		
Organism_51104	Piper hamiltonii		
Plant_Piper_khasiana	Piper khasiana		
Plant_Piper_melanocladum	Piper melanocladum		
Organism_51162	Piper permucronatum		
Plant_Piper_pseudofuligineum	Piper pseudofuligineum		
Organism_25274	Piper ridleyi		
Organism_17367	Piptocalyx moorei		
Plant_Piptostigma_fasciculatum	Piptostigma fasciculatum		
Organism_26249	Pityrogramma pallida		
Plant_Plagiochila_jamesonii	Plagiochila jamesonii		
Plant_Planchonella_thyrsoidea	Planchonella thyrsoidea		
Plant_Plantago_albicans	Plantago albicans		
Plant_Plantago_crassifolia	Plantago crassifolia		
Plant_Plantago_spp.	Plantago spp.		
Plant_Platycodon_sp.	Platycodon sp.		
Plant_Plumiera	Plumiera		
Plant_Poacynum_armenum	Poacynum armenum		
Plant_Podalyria_argentea	Podalyria argentea		
Plant_Podalyria_biflora	Podalyria biflora		
Plant_Podalyria_glauca	Podalyria glauca		
Plant_Podalyria_retzii	Podalyria retzii		
Organism_56562	Podocarpium podocarpum		
Plant_Podocarpus_sellowin	Podocarpus sellowin		
Organism_11387	Podocarpus sp.		
Plant_Podocarpus_spinulosus	Podocarpus spinulosus		
Organism_19992	Poecilanthe amazonica		
Organism_14593	Pogostemon patchouli Pellet.		
Plant_Pogostemon_sp.	Pogostemon sp.		
Plant_Poinsettia_spp.	Poinsettia spp.		
Plant_Polaskia_chichipe	Polaskia chichipe		
Plant_Polyalthia_bullata	Polyalthia bullata		
Plant_Polyalthia_sinclairiana	Polyalthia sinclairiana		
Organism_53305	Polyanthina nemorosa		
Plant_Polyblepharides_amylifera	Polyblepharides amylifera		
Plant_Polygonatum_sp.	Polygonatum sp.		
Organism_11036	Polygonum ferrugineum		
Organism_51851	Polygonum spectabile		
Organism_6871	Polygonum viscosum		
Organism_13554	Polymnia fruticosa		
Organism_8952	Populus hopeiensis		
Plant_Poranopsis_discifera	Poranopsis discifera		
Organism_19959	Porella caespitans var. setigera		
Organism_10802	Porella japonica		
Organism_26043	Portea petropolitana		
Plant_Portenschlagiella_ramosissima	Portenschlagiella ramosissima		
Plant_Potentilla_spp.	Potentilla spp.		
Organism_17390	Potentilla viscosa		
Plant_Prangos_trifida	Prangos trifida		
Plant_Premna_flavescens	Premna flavescens		
Plant_Premna_mollissima	Premna mollissima		
Plant_Presliophytum_arequipense	Presliophytum arequipense		
Plant_Presliophytum_arequipensis	Presliophytum arequipensis		
Plant_Priestleya	Priestleya		
Plant_Prioria_oxyphylla	Prioria oxyphylla		
Plant_Pristimera_celastroides	Pristimera celastroides		
Plant_Proclema_pendula	Proclema pendula		
Plant_Prosopis_alpataco	Prosopis alpataco		
Plant_Protium_kleinii	Protium kleinii		
Organism_55272	Protium opacum		
Plant_Psephellus_declinatus	Psephellus declinatus		
Plant_Psephellus_hypoleucus	Psephellus hypoleucus		
Plant_Pseudognaphalium_heterotrichum	Pseudognaphalium heterotrichum		
Plant_Pseudognaphalium_oxyphyllum	Pseudognaphalium oxyphyllum		
Plant_Pseudohandelia_umbellifera	Pseudohandelia umbellifera		
Plant_Pseudolarix_sp.	Pseudolarix sp.		
Organism_15293	Pseudolobivia kermesina		
Organism_44967	Pseudophegopteris bukoensis		
Plant_Pseudophegopteris_microstegia	Pseudophegopteris microstegia		
Organism_12089	Pseudopiptadenia contorta		
Plant_Psidium_sp.	Psidium sp.		
Organism_947	Psiloxylon mauritianum		
Plant_Psoralea_exile	Psoralea exile		
Plant_Psoralea_spp.	Psoralea spp.		
Plant_Psychotria_asiatica	Psychotria asiatica		
Organism_56009	Psychotria leptothyrsa		
Plant_Psydrax_schimperiana	Psydrax schimperiana		
Plant_Ptelea_sp.	Ptelea sp.		
Plant_Pteris_kiushinensis	Pteris kiushinensis		
Plant_Pterocephalus_perennis	Pterocephalus perennis		
Plant_Pterodon_obliquum	Pterodon obliquum		
Plant_Ptilostemon_gnaphaloides	Ptilostemon gnaphaloides		
Plant_Puya_venusta	Puya venusta		
Organism_55641	Pycnocoma cornuta		
Plant_Pycnocycla_spinosa	Pycnocycla spinosa		
Organism_15598	Pyrethrum pyrethroides		
Plant_Pyrethrum_santalinoides	Pyrethrum santalinoides		
Plant_Pyrola_spp.	Pyrola spp.		
Plant_Quercus_obtusata	Quercus obtusata		
Organism_53756	Quercus occidentalis		
Organism_3518	Rabdosia japonica		
Organism_43950	Rabdosia rosthornii		
Plant_Radula_laxiramea	Radula laxiramea		
Plant_Radula_marginata	Radula marginata		
Organism_7644	Radula tokiensis		
Organism_18984	Randia dumetorum		
Organism_54566	Raputia alba		
Organism_4895	Rauvolfia confertiflora		
Organism_14235	Rauvolfia reflexa		
Plant_Rauwolfia_cambodiana_pierre_ex_Pitard	Rauwolfia cambodiana pierre ex Pitard		
Organism_12583	Reichardia crystallina (Sch.Bip.ex Webb & Berthault) Bramwell		
Plant_Renealmia_chrysotrycha	Renealmia chrysotrycha		
Plant_Renealmia_icolaioides	Renealmia icolaioides		
Plant_Reseda_sp.	Reseda sp.		
Plant_Rhaponticum_chinense	Rhaponticum chinense		
Plant_Rhaponticum_lyratum	Rhaponticum lyratum		
Plant_Rheum_hybridum	Rheum hybridum		
Organism_3468	Rhodiola gelida		
Plant_Rhododendron_baileyi	Rhododendron baileyi		
Plant_Rhododendron_ciliatum	Rhododendron ciliatum		
Plant_Rhododendron_cuneatum	Rhododendron cuneatum		
Organism_49938	Rhododendron fulgens		
Plant_Rhododendron_hypoleucum	Rhododendron hypoleucum		
Organism_54763	Rhododendron linearifolium		
Plant_Rhododendron_moupinense	Rhododendron moupinense		
Plant_Rhododendron_niveum	Rhododendron niveum		
Organism_10794	Rhododendron obtusum		
Organism_49669	Rhododendron veitchianum		
Plant_Rhododendron_zaleucum	Rhododendron zaleucum		
Organism_1005	Rhus natalensis		
Organism_12853	Rhynchosia hirsuta		
Organism_13741	Richea angustifolia		
Organism_13742	Richea scoparia		
Plant_Rindera_sp.	Rindera sp.		
Plant_Rinorea_anguifera	Rinorea anguifera		
Organism_25656	Ritchiea albersii		
Plant_Robdosia_coetsa	Robdosia coetsa		
Plant_Robinia_sp.	Robinia sp.		
Plant_Robinsonia_gayana	Robinsonia gayana		
Organism_45603	Roemeria dodecandra		
Organism_53418	Rohdea aurantiaca		
Organism_47731	Roldana ehrenbergiana		
Plant_Roldana_sundbergii	Roldana sundbergii		
Organism_23467	Rollinia exsucca		
Organism_23469	Rollinia pittieri		
Plant_Rosenbergiodendron_longiflorum	Rosenbergiodendron longiflorum		
Plant_Rotala_verticillaris	Rotala verticillaris		
Organism_22595	Rourea santaloides		
Organism_7076	Roylea calycina		
Plant_Rubus_pseudochingii	Rubus pseudochingii		
Organism_55053	Rumohra miqueliana		
Plant_Rupicapnos_africana	Rupicapnos africana		
Plant_Rutaceae_sp.	Rutaceae sp.		
Plant_Rutaceae_spp.	Rutaceae spp.		
Organism_8767	Rytidocarpus moricandioides		
Plant_Sabia_parviflora	Sabia parviflora		
Plant_Saccharum_granorum	Saccharum granorum		
Organism_22423	Saccharum sp.		
Organism_56021	Saccopetalum tomentosum		
Plant_Salsola_longifolia	Salsola longifolia		
Organism_56711	Salvia decora		
Plant_Salvia_karwinskii	Salvia karwinskii		
Plant_Salvia_lachnostachys	Salvia lachnostachys		
Organism_11204	Salvia multiorrhiza		
Plant_Salvia_sapinae	Salvia sapinae		
Organism_57111	Sandwithia guyanensis		
Plant_Sanguinaria_spp.	Sanguinaria spp.		
Plant_Sanicula_sp.	Sanicula sp.		
Organism_17625	Saprosma fragrans		
Plant_Saurauia_excelsa	Saurauia excelsa		
Plant_Saussurea_lipschitzii	Saussurea lipschitzii		
Plant_Scandix_stellata	Scandix stellata		
Plant_Scaphyglotti_Livida	Scaphyglotti Livida		
Organism_10151	Sceletium anatomicum		
Organism_10153	Sceletium expansum		
Organism_10154	Sceletium namaquense		
Plant_Sceletium_stricum	Sceletium stricum		
Plant_Schinopsis_spp.	Schinopsis spp.		
Plant_Schistochila_acuminata	Schistochila acuminata		
Plant_Schizonepeta_temuifolia	Schizonepeta temuifolia		
Organism_13519	Schkuhria anthemoides		
Plant_Schlumbergera_bridgesii	Schlumbergera bridgesii		
Organism_55071	Schnabelia terniflora		
Plant_Schoenia_ramosissima	Schoenia ramosissima		
Plant_Schoenocaulon_sp.	Schoenocaulon sp.		
Plant_Schoenus_bifidus	Schoenus bifidus		
Plant_Schoenus_clandestinus	Schoenus clandestinus		
Plant_Schoenus_hexandrus	Schoenus hexandrus		
Plant_Schoenus_sesquispicula	Schoenus sesquispicula		
Plant_Schoenus_sesquispiculus	Schoenus sesquispiculus		
Plant_Schoenus_unispiculatus	Schoenus unispiculatus		
Plant_Schoepfia_californica	Schoepfia californica		
Plant_Schouwia_thebica	Schouwia thebica		
Plant_Schusterella_chevalieri	Schusterella chevalieri		
Organism_14096	Sciadotenia eichleriana Miers		
Organism_50471	Scirpus kysoor		
Organism_47535	Scirpus tuberosus		
Plant_Sclerocarpus_sessilifolius	Sclerocarpus sessilifolius		
Organism_16581	Scorzoneroides crocea (Haenke) Holub		
Organism_16585	Scorzoneroides montana (Lam.) Holub		
Organism_16586	Scorzoneroides montaniformis (Widder) Gutermann		
Plant_Scrophularia_crypthophila	Scrophularia crypthophila		
Plant_Scrophularia_spicata	Scrophularia spicata		
Organism_16490	Scutellaria creticola		
Plant_Scutellaria_epilobifolia	Scutellaria epilobifolia		
Plant_Scutellaria_haematochlora	Scutellaria haematochlora		
Organism_8865	Scutellaria oxystegia		
Organism_19298	Securinega virosa		
Plant_Sedum_lancerottense	Sedum lancerottense		
Plant_Sedum_sp.	Sedum sp.		
Organism_7	Selaginella nothohybrida		
Plant_Sempervivum_borissovae	Sempervivum borissovae		
Plant_Sempervivum_cantabricum	Sempervivum cantabricum		
Plant_Sempervivum_dzhavachischvilii	Sempervivum dzhavachischvilii		
Plant_Sempervivum_furseorum	Sempervivum furseorum		
Plant_Sempervivum_ingwersenii	Sempervivum ingwersenii		
Plant_Sempervivum_kindingeri	Sempervivum kindingeri		
Plant_Sempervivum_leucanthum	Sempervivum leucanthum		
Plant_Sempervivum_ossetiense	Sempervivum ossetiense		
Organism_22223	Senecio affinis		
Plant_Senecio_almeidae	Senecio almeidae		
Organism_55113	Senecio ambavilla		
Organism_1265	Senecio ambiguus		
Plant_Senecio_colaminus	Senecio colaminus		
Plant_Senecio_covasii	Senecio covasii		
Organism_57469	Senecio erosus		
Plant_Senecio_fistulosus	Senecio fistulosus		
Organism_24752	Senecio franchetii		
Plant_Senecio_gillesiano	Senecio gillesiano		
Plant_Senecio_glabellum	Senecio glabellum		
Organism_980	Senecio gnaphalodes		
Plant_Senecio_hadiensis	Senecio hadiensis		
Plant_Senecio_helodes	Senecio helodes		
Organism_17985	Senecio humillimus		
Organism_19641	Senecio madrensis		
Plant_Senecio_nevadensis	Senecio nevadensis		
Plant_Senecio_pachyphyllos	Senecio pachyphyllos		
Plant_Senecio_patagonicus	Senecio patagonicus		
Plant_Senecio_paucicazyculatus	Senecio paucicazyculatus		
Organism_19646	Senecio polypodioides		
Plant_Senecio_prionopterus	Senecio prionopterus		
Organism_35	Senecio salignus		
Organism_1648	Senecio schweinfurthii		
Organism_44778	Senecio swaziensis		
Organism_51794	Senecio tournefortii		
Plant_Senegalia_torta	Senegalia torta		
Organism_55679	Senna nomame		
Plant_Sesamoides_interrupta	Sesamoides interrupta		
Organism_21891	Sesbania rostrata		
Organism_50299	Sesbania speciosa		
Organism_11580	Seseli campestre		
Plant_Seseli_coronatum	Seseli coronatum		
Plant_Seseli_iliense	Seseli iliense		
Plant_Seseli_spp.	Seseli spp.		
Plant_Sida_szechuensis	Sida szechuensis		
Organism_15000	Sideritis catillaris		
Organism_54892	Sideritis distans		
Plant_Sideritis_funkiana	Sideritis funkiana		
Plant_Sideritis_gossypina	Sideritis gossypina		
Plant_Sideritis_niveotomentosa	Sideritis niveotomentosa		
Plant_Sideritis_ochroleuca	Sideritis ochroleuca		
Plant_Sideritis_spinulosa	Sideritis spinulosa		
Plant_Sideritis_stachydioides	Sideritis stachydioides		
Plant_Sideritis_villosa	Sideritis villosa		
Organism_13411	Silene scabrifolia		
Organism_24047	Silene supina		
Plant_Silene_tachtensis	Silene tachtensis		
Organism_51928	Silene tunicoides		
Organism_50473	Silene viscidula		
