# source: Dr. Duke's Phytochemical & Ethnobotanical Database (COMMON_NAMES.csv joined to FNFTAX.csv via FNFNUM)
# retrieved/processed: 2026-08-18
organism_id	scientific_name	duke_common_name	all_duke_common_names
Plant_Aristolochia_didyma	Aristolochia didyma		
Organism_2872	Artemisia lanata		
Organism_52072	Artemisia lehmanniana		
Organism_48759	Artemisia ordosica		
Organism_49463	Artemisia schischkinii		
Organism_10778	Artemisia xanthochroa		
Organism_16497	Astragalus adsurgens		
Organism_16244	Astragalus arguricus		
Organism_6938	Astragalus galegiformis		
Organism_3084	Astragalus kahiricus		
Organism_9524	Astragalus tomentosus		
Organism_55548	Astragalus trigonus		
Organism_20237	Astragalus verrucosus		
Organism_52460	Astragalus wiedemannianus		
Organism_51639	Athroisma gracile		
Plant_Baccharis_gnidiifolia	Baccharis gnidiifolia		
Organism_26768	Baccharis quitensis		
Organism_25658	Baptisia minor		
Organism_11887	Berberis empetrifolia Lam.		
Organism_7667	Berchemia formosana		
Organism_17019	Betula sp.		
Organism_53475	Blepharispermum zanguebaricum		
Organism_45492	Bombax oleagineum		
Organism_22016	Boronia bowmanii		
Organism_25552	Butea superba		
Organism_46827	Callitropsis funebris		
Organism_9756	Campylopus clavatus		
Organism_23059	Carica pennata		
Organism_2081	Cassia garrettiana		
Organism_27790	Caulerpa trifaria		
Organism_53352	Celaenodendron mexicanum		
Organism_1251	Centaurea incana		
Plant_Centipeda_Cunninghami	Centipeda Cunninghami		
Organism_43721	Chionographis japonica		
Plant_Chrysolaena_verbascifolia	Chrysolaena verbascifolia		
Organism_25967	Clematis stans		
Organism_12258	Clerodendrum mandarinorum Diels		
Organism_4647	Clibadium surinamense		
Organism_10044	Clibadium terebinthinaceum		
Plant_Clinopodium_laxiflorum	Clinopodium laxiflorum		
Organism_14135	Clusia grandiflora		
Plant_Commiphora_rostrata	Commiphora rostrata		
Organism_10652	Copaifera duckei		
Organism_50390	Corydalis ambigua var. amurensis		
Organism_4320	Coussarea brevicaulis		
Organism_52131	Crambe fruticosa		
Organism_872	Croton megalocarpoides		
Organism_52132	Cryptocarya canelilla		
Organism_52612	Dacrycarpus vieillardii		
Organism_22643	Dalbergia congestiflora		
Organism_4393	Daphne sericea		
Organism_45745	Davallia orientalis		
Organism_15943	Decachaeta scabrella		
Organism_4724	Dehaasia triandra		
Organism_48370	Delphinium iliense		
Plant_Delphinium_stapeliosum	Delphinium stapeliosum		
Organism_18031	Dendrobium wardianum		
Plant_Dendroviguiera_sylvatica	Dendroviguiera sylvatica		
Organism_13921	Dichrocephala bicolor		
Organism_47227	Dimerostemma lippioides		
Organism_2049	Dioncophyllum thollonii		
Organism_50082	Dorstenia convexa		
Organism_13421	Dorstenia zenkeri		
Organism_47650	Dracocephalum forrestii		
Organism_6279	Duguetia flagellaris		
Organism_167	Dunaliella salina		
Organism_8950	Echinodorus macrophyllus		
Plant_Eremogone_kansuensis	Eremogone kansuensis		
Organism_16192	Erythroxylum argentinum O.E.Schulz		
Organism_9687	Erythroxylum moonii		
Organism_4239	Eucryphia glutinosa		
Organism_924	Euphorbia bupleuroides		
Organism_7019	Euphorbia larica		
Organism_21253	Euryops imbricatus		
Organism_6095	Fagaropsis glabra		
Organism_12625	Ferreyranthus fruticosus		
Organism_44517	Ferulago sylvatica		
Organism_48637	Ficus benghalensis var. krishnae		
Plant_Fraxinus_oxycarba	Fraxinus oxycarba		
Organism_51364	Fraxinus sp.		
Organism_11775	Fritillaria anhuiensis		
Plant_Fructus_hippophae	Fructus hippophae		
Organism_14876	Garcinia nervosa		
Organism_8247	Gentiana lactea		
Organism_52560	Givotia madagascariensis		
Organism_6339	Glycosmis cochinchinensis		
Plant_Gnetum_edule	Gnetum edule		
Organism_5121	Gnetum pendulum C.Y.		
Plant_Gochnatia_vernonioides	Gochnatia vernonioides		
Organism_4703	Guatteria goudotiana		
Organism_14227	Haplophyllum cappadocicum		
Organism_7588	Haplophyllum vulcanicum		
Organism_18245	Hedyotis capitellata var.molis		
Organism_51619	Helenium radiatum		
Organism_46657	Helianthopsis microphylla		
Organism_54780	Heliotropium ellipticum		
Organism_4433	Helleborus caucasicus		
Organism_13	Hintonia standleyana		
Plant_Hornstedtia_reticulata	Hornstedtia reticulata		
Organism_16022	Hypoestes serpens		
Organism_19524	Inula germanica		
Organism_3631	Iphigenia indica		
Organism_18978	Iryanthera ulei		
Organism_51563	Jacaranda racemosa		
Organism_51401	Jatropha grossidentata		
Organism_56840	Jodina rhombifolia		
Organism_15893	Kielmeyera petiolaris		
Organism_14161	Kopsia jasminiflora		
Organism_10389	Lathyrus roseus		
Organism_50985	Libanothamnus tamanus		
Organism_14353	Lindelofia stylosa		
Organism_4572	Linum flavum var. compactum		
Organism_13144	Lippia integrifolia		
Organism_16458	Lycopodium contiguum		
Organism_18594	Macaranga indica		
Organism_4653	Malus sp.		
Organism_7757	Mansonia altissima		
Plant_Maquira_coriacea	Maquira coriacea		
Organism_5600	Melodinus balansae		
Plant_Mikania_campanulata	Mikania campanulata		
Organism_48700	Monodora brevipes		
Organism_12556	Morus tinctoria		
Organism_11385	Neoraputia paraensis		
Organism_22167	Nepenthes thorelii		
Plant_Nidorella_welwitschii	Nidorella welwitschii		
Plant_Oenothera_erythrosepala	Oenothera erythrosepala		
Organism_14320	Onopordum alexandrinum		
Organism_16832	Oricia gabonensis		
Plant_Origanum_adanense	Origanum adanense		
Plant_Origanum_hypericifolium	Origanum hypericifolium		
Plant_Origanum_intercedens	Origanum intercedens		
Organism_46703	Ormosia elata		
Organism_52135	Orobanche caerulescens		
Organism_15633	Otoba parvifolia		
Organism_4193	Ozothamnus scutellifolius		
Organism_4217	Paederota lutea		
Organism_3071	Pandanus odoratissimus		
Plant_Papaver_Sommiferum	Papaver Sommiferum		
Organism_9357	Parepigynum funingense		
Organism_6848	Pearsonia obovata		
Plant_Persicaria_sp.	Persicaria sp.		
Plant_Pertya_triloba	Pertya triloba		
Plant_Peucedanum_Govanianum_Var._Bicolo	Peucedanum Govanianum Var. Bicolo		
Organism_8702	Phalaenopsis schilleriana		
Organism_55696	Picea sp.		
Organism_52118	Piper hancei		
Organism_11238	Piptanthus nanus		
Organism_51500	Pityrodia jamesii		
Organism_18313	Platymiscium floribundum		
Organism_49667	Pleiocarpa pycnantha var. tubicina		
Organism_5752	Pleodendron costaricense		
Organism_26955	Polygala sabulosa		
Organism_7971	Premna oligotricha		
Organism_44200	Premna schimperi		
Organism_8002	Primula viscosa		
Organism_51565	Prunus triflora		
Organism_49987	Pseudocinchona mayumbensis		
Organism_49989	Rabdosia forrestii		
Organism_45497	Rabdosia trichocarpa		
Organism_48196	Reichardia gaditana		
Plant_Rhanteriopsis_bombycina	Rhanteriopsis bombycina		
Organism_49813	Rhododendron ledebourii		
Organism_9643	Salvia dominica		
Organism_8209	Salvia hypoleuca		
Organism_50751	Salvia rhyacophila		
Organism_51250	Schizonepeta annua		
Plant_Senecio_alcicornis	Senecio alcicornis		
Plant_Senecio_duriaei	Senecio duriaei		
Organism_52156	Shorea uliginosa		
Plant_Sideritis_curvidens	Sideritis curvidens		
Organism_49063	Sideroxylon tomentosum		
Organism_49724	Solanum curtipes		
Plant_Solanum_sp.	Solanum sp.		
Organism_3890	Sorocea ilicifolia		
Organism_51498	Stachys tomentosa		
Organism_51034	Stephania micrantha		
Organism_52050	Stilpnopappus trichospiroides		
Organism_24888	Strychnos pseudoquina		
Organism_51762	Symphyopappus compressus		
Organism_44723	Tanaecium jaroba		
Organism_13140	Tephrosia pentaphylla		
Plant_Thapsia_asclepium	Thapsia asclepium		
Organism_53718	Ticorea pedicellata		
Organism_14616	Tovomita longifolia		
Organism_937	Tribulus alatus		
Organism_6798	Trichogonia grazielae		
Organism_13619	Trichogonia villosa		
Organism_7967	Uncaria lanosa		
Organism_2727	Uvaria acuminata		
Organism_52500	Varronia linnaei		
Organism_35300	Vellozia piresiana		
Organism_49142	Verbascum salviifolium		
Organism_2238	Vicoa indica		
Plant_Walsura_pinnata	Walsura pinnata		
Plant_Water_net	Water net		
Organism_1857	Widely distributed in plant		
Plant_cicely	cicely		
Plant_jungermannia_fauriana	jungermannia fauriana		
Organism_49314	synaptolepis retusa		
Organism_52322	trigonostemon flavidus		
Organism_47144	Acacia nelsonii		
Organism_25159	Achillea clusiana		
Plant_Achyrospermum_africanum	Achyrospermum africanum		
Organism_22714	Aconitum excelsum Reichb.		
Organism_3005	Aconitum yesoense var.macroyesoense		
Organism_26123	Aeonium lindleyi		
Organism_52758	Agathosma abrupta		
Organism_19425	Ageratina calophylla		
Organism_3798	Aglaia elliptifolia		
Organism_25000	Amoora rohituka		
Plant_Amphoricarpos_neumayerianus	Amphoricarpos neumayerianus		
Organism_51232	Anarrhinum pedatum		
Plant_Anarthrophyllum_cumingii	Anarthrophyllum cumingii		
Organism_7227	Ancistrocladus congolensis		
Organism_12938	Andrographis elongata		
Organism_21220	Aniba lancifolia		
Organism_45791	Anisothrix integra		
Organism_50266	Anthocercis albicans		
Organism_18231	Apium leptophyllum		
Plant_Aquarius_grandiflorus	Aquarius grandiflorus		
Plant_Arctium_sp.	Arctium sp.		
Organism_54021	Ardisia polycephala		
Organism_49750	Aria rostellata		
Organism_14727	Aristolochia arcuata		
Organism_14957	Aristolochia yunnanensis		
Organism_47073	Artemisia persica		
Organism_7144	Artemisia santolina		
Organism_48353	Arundo conspicua		
Organism_49659	Aspilia parvifolia		
Organism_13358	Asplenium viviparum		
Plant_Astragalus_condensatus	Astragalus condensatus		
Organism_24776	Baccharis heterophylla		
Organism_21691	Baccharis vaccinioides		
Plant_Baptisia_sp.	Baptisia sp.		
Organism_50103	Barleria acanthoides		
Plant_Barnardia_japonica_var._japonica	Barnardia japonica var. japonica		
Organism_4799	Bauhinia tarapotensis		
Organism_4191	Billbergia buchholtzii		
Organism_28363	Bontia bontioides		
Organism_54477	Bulbophyllum kwangtungense		
Plant_Bystropogon_canariensis	Bystropogon canariensis		
Organism_53556	Calea peckii		
Organism_11257	Calea subcordata		
Organism_12545	Canscora decussata		
Organism_10331	Caragana conferta		
Plant_Carex_unciniiformis	Carex unciniiformis		
Organism_50983	Carpolobia lutea		
Organism_13852	Cassia quinquangulata		
Plant_Cassia_sp.	Cassia sp.		
Plant_Castanea_sp.	Castanea sp.		
Plant_Casuarina_sp.	Casuarina sp.		
Organism_8836	Centaurea armena		
Organism_53454	Cereus validus		
Organism_2240	Cheiloclinium cognatum		
Organism_45843	Chrysanthemum przewalskii		
Organism_22653	Clausena pentaphylla (Roxb.)DC.		
Organism_48911	Corydalis densiflora		
Organism_31963	Corydalis intermedia (L.) Merat		
Plant_Corydalis_uniflora	Corydalis uniflora		
Plant_Corydalis_vernyi	Corydalis vernyi		
Organism_54694	Cotylelobium melanoxylon		
Organism_54972	Crepis pygmaea		
Plant_Cristonia_biloba	Cristonia biloba		
Organism_21007	Crotalaria naragutensis		
Organism_48803	Croton glabellus		
Plant_Curculigo_sinensis	Curculigo sinensis		
Organism_19939	Cynoglossum viridiflorum		
Organism_52865	Cyrtocymura cincta		
Organism_22231	Delphinium macrocentrum		
Organism_49905	Dorstenia excentrica		
Organism_11048	Drummondita calida		
Organism_13668	Drypetes inaequalis		
Plant_Echinopsis_latifolius	Echinopsis latifolius		
Plant_Elsholtzia_pilosa	Elsholtzia pilosa	Hairy Mint Shrub	Hairy Mint Shrub
Organism_10145	Entandrophragma delevoyi		
Organism_15443	Eremanthus bicolor		
Organism_47793	Eria acutifolia		
Organism_20954	Eriostemon tomentellus		
Organism_13873	Eucalyptus rostrata		
Organism_49707	Eupatorium inulifolium		
Plant_Euphorbia_macroclada	Euphorbia macroclada		
Organism_51803	Euphorbia sikkimensis		
Organism_55506	Excoecaria kawakamii		
Organism_12208	Flemingia wallichii		
Plant_Fritillaria_sewerzowii	Fritillaria sewerzowii		
Plant_Fructus_evodiae	Fructus evodiae		
Organism_15369	Galanthus plicatus spp.byzantinus		
Organism_10277	Galipea trifoliata		
Organism_5124	Garcinia merguensis		
Organism_46378	Geranium saxatile		
Plant_Geum_heterocarpum	Geum heterocarpum		
Organism_46590	Glycosmis craibii		
Organism_11787	Gnaphalium affine		
Organism_6923	Goniothalamus cardiopetalus		
Organism_13426	Goniothalamus donnaiensis		
Organism_46060	Goniothalamus sesquipedalis		
Organism_54768	Guarea kunthiana		
Plant_Guatteria_punctata	Guatteria punctata		
Organism_51134	Gueldenstaedtia verna subsp. multiflora		
Organism_53934	Guettarda angelica		
Organism_8598	Gymnopetalum integrifolium		
Plant_Gymnosporia_acuminata	Gymnosporia acuminata		
Plant_Gymnosporia_oxyphylla	Gymnosporia oxyphylla		
Plant_Hamamelis_sp.	Hamamelis sp.		
Organism_52923	Haplophyllum		
Organism_8942	Haplormosia monophylla		
Plant_Hedeoma_mandoniana	Hedeoma mandoniana		
Organism_43941	Heimia montana		
Organism_24366	Hemerocallis thunbergii		
Organism_51229	Hertia intermedia		
Organism_46727	Heterocondylus vitalbae		
Organism_15344	Heterostemma brownii		
Organism_1412	Hexalobus monopetalus		
Organism_51293	Hovenia trichocarpa		
Plant_Hydnocarpus_Wightiana	Hydnocarpus Wightiana	Hindi Chaulmoogra	Hindi Chaulmoogra
Plant_Hymenoxys_integrifolia	Hymenoxys integrifolia		
Organism_31933	Hypericum coris L.		
Organism_19015	Hypericum thasium		
Organism_53503	Hypericum yezoense		
Organism_46720	Hypoxis rooperi		
Organism_50036	Icacina trichantha		
Plant_Illicium_sp.	Illicium sp.		
Organism_13125	Ipomoea squamosa		
Organism_51021	Iris halophila		
Plant_Isodon_Inflexa	Isodon Inflexa		
Organism_52273	Jaborosa caulescens		
Organism_8989	Jungia stuebelii		
Organism_44345	Jurinea eriobasis		
Organism_102	Karwinskia parvifolia		
Organism_46957	Labisia pumila		
Organism_56358	Leucocyclus formosus		
Organism_50553	Libanothamnus occultus		
Organism_49799	Limonium aureum		
Organism_7984	Lindera lucida		
Organism_45270	Lipotriche scandens		
Organism_16028	Litsea akoensis		
Organism_44341	Litsea elliptica		
Organism_7955	Lonchocarpus guatemalensis		
Organism_6168	Lycopodium sieboldii		
Organism_48221	Macrotomia ugamensis		
Plant_Mallotus_macrostachyus	Mallotus macrostachyus		
Organism_21415	Manglietiastrum sinicum		
Organism_9925	Maytenus heterophylla		
Plant_Maytenus_woodsonii	Maytenus woodsonii		
Organism_30404	Melaleuca triumphalis		
Organism_2487	Melampodium americanum		
Organism_21131	Melicope confusa		
Organism_3636	Merendera raddeana		
Plant_Mespilodaphne_veraguensis	Mespilodaphne veraguensis		
Organism_44492	Metadina trichotoma		
Organism_15190	Millettia duchesnei		
Organism_20438	Millettia ichthyochtona		
Plant_Minthostachys_andina	Minthostachys andina		
Organism_47818	Mnium pseudopunctatum		
Organism_48819	Mollinedia costaricensis		
Organism_24380	Montanoa speciosa		
Plant_Mulgedium_pulchellum	Mulgedium pulchellum		
Plant_Myrcia_tricona	Myrcia tricona		
Organism_9169	Nitraria sibirica		
Organism_6872	Notholaena candida		
Organism_6383	Onobrychis ebenoides		
Organism_47596	Osteospermum thodei		
Organism_45444	Oyedaea buphthalmoides		
Organism_54216	Pamburus missionis		
Organism_3827	Papaver triniifolium		
Organism_45776	Parachlorella kessleri		
Organism_13204	Parthenium schottii		
Organism_20897	Pedicularis olgae		
Organism_45929	Pedicularis striata		
Organism_51638	Pentanema indicum		
Plant_Piper_cernuum	Piper cernuum		
Organism_50130	Piper montealegreanum		
Organism_48198	Piptanthus mongolicus		
Organism_50319	Plagius flosculosus		
Plant_Plantago_sp.	Plantago sp.		
Organism_53602	Plectranthus albidus		
Organism_13722	Pneumatopteris pennigera		
Organism_29602	Podolepis hieracioides		
Organism_13259	Podophyllum versipelle		
Organism_52647	Polyalthia acuminata		
Organism_45582	Polyalthia longifolia var. pendula		
Plant_Pontederia_africana	Pontederia africana		
Organism_28874	Populus italica		
Plant_Prangos_ferulacea	Prangos ferulacea		
Plant_Primulina_eburnea	Primulina eburnea		
Organism_15919	Psychotria brachyceras		
Plant_Punica_sp.	Punica sp.		
Organism_1509	Pyrethrum santolinoides		
Organism_26491	Rabdosia ternifolia		
Organism_5747	Radula kojana		
Organism_17739	Relhania acerosa		
Organism_47817	Rhododendron reticulatum		
Organism_44765	Rhodopentas bussei		
Plant_Rosa_spp.	Rosa spp.		
Organism_11817	Rothia hirsuta		
Plant_Salvia_Przewalskll	Salvia Przewalskll		
Plant_Salvia_palaefolia	Salvia palaefolia		
Organism_2222	Sandoricum indicum		
Organism_12810	Scabiosa rotata		
Plant_Scleropyrum_pentandrum	Scleropyrum pentandrum		
Plant_Scutellaria_comosa	Scutellaria comosa		
Organism_48635	Selaginella labordei		
Organism_1750	Senecio abrotanifolius		
Organism_51885	Senecio discolor		
Organism_51888	Senecio jacquemontianus		
Organism_53455	Senecio oxyodon		
Organism_53605	Senecio sundbergii		
Plant_Sideritis_paulii	Sideritis paulii		
Organism_51607	Sideritis serrata		
Organism_14607	Sideritis varoi subsp.oriensis.		
Organism_44734	Solanum tomatillo		
Plant_Sorocea_hilarii	Sorocea hilarii		
Organism_20426	Stachys spectabilis		
Organism_8396	Stemodia foliosa		
Organism_4227	Stemodia viscosa		
Organism_4346	Stemona cochinchinensis		
Organism_26264	Stevia paniculata		
Organism_54841	Stilpnopappus tomentosus		
Plant_Strobilanthes_pentstemonoides	Strobilanthes pentstemonoides		
Plant_Strobilanthes_psilostachys	Strobilanthes psilostachys		
Organism_47695	Strychnos hirsuta		
Organism_49845	Strychnos splendens		
Organism_1989	Swertia mileensis		
Organism_51353	Symplocos glomerata		
Plant_Tabernaemontana_solanifolia	Tabernaemontana solanifolia		
Organism_46044	Taraxacum obovatum		
Organism_6005	Teclea gerrardii		
Organism_50264	Tephrosia linearis		
Organism_51975	Teucrium carolipaui		
Organism_7605	Thalictrum squarrosum		
Organism_15057	Thalictrum strictum		
Organism_21906	Thryptomene kochii		
Plant_Tilesia_baccata	Tilesia baccata		
Organism_52363	Tragacantha stipulosa		
Organism_20162	Trichogonia santosii		
Organism_54192	Trixis pallida		
Organism_49201	Tupidanthus calyptratus		
Organism_1328	Turraea wakefieldii		
Organism_7024	Umtiza listerana		
Organism_50275	Verbascum laxum		
Organism_49947	Verbesina luetzelburgii		
Organism_19989	Vernonia chinensis		
Organism_48720	Vitex cauliflora		
Organism_3870	Waltheria americana	Raichie	Raichie
Plant_Xenophyllum_ciliolatum	Xenophyllum ciliolatum		
Plant_Xylopia_phloiodora	Xylopia phloiodora		
Organism_50998	Xylosma longifolia		
Organism_12437	Zanthoxylum budrunga		
Organism_3077	Zanthoxylum culantrillo		
Plant_Ziziphora_pedicellata	Ziziphora pedicellata		
Organism_47009	paepalanthus geniculatus		
Organism_30204	Acacia intertexta		
Organism_5468	Aconitum baicalense		
Organism_4783	Aconitum firmum		
Organism_53183	Aconitum koreanum		
Plant_Acritopappus_heterolepis	Acritopappus heterolepis		
Plant_Actaea_europaea	Actaea europaea		
Organism_24496	Adenocarpus commutatus		
Organism_14060	Adiantum malesianum		
Organism_10038	Aglaia leptantha		
Organism_46350	Alcantara ekmaniana		
Organism_1213	Aloe secundiflora		
Organism_965	Ammodaucus leucotrichus		
Organism_53059	Angylocalyx braunii		
Organism_14927	Anisodus luridus		
Organism_28873	Archangelica officinalis		
Organism_54264	Ardisia brevicaulis		
Plant_Artabotrys_lastoursvillensis	Artabotrys lastoursvillensis		
Organism_3642	Artemisia mexicana		
Organism_52576	Aster georgianus		
Organism_17416	Astragalus coluteocarpus		
Organism_48236	Astragalus zahlbruckneri		
Plant_Athamanta_macedonica	Athamanta macedonica		
Organism_928	Azolla nilotica		
Organism_16184	Baccharis alaternoides		
Organism_25842	Baccharis potosina		
Plant_Baccharis_sp.	Baccharis sp.		
Organism_4982	Baccharis trimera		
Plant_Bagassa_guianensis	Bagassa guianensis		
Organism_7089	Balanophora abbreviata B1		
Organism_48659	Barleria buxifolia		
Organism_52195	Bartlettina karwinskiana		
Organism_19000	Berberis laurina		
Organism_44570	Boehmeria excelsa		
Organism_23346	Bolbostemma paniculatum		
Organism_48893	Bothriocline eupatorioides		
Organism_50982	Boykinia watanabei		
Organism_54325	Brachanthemum gobicum		
Plant_Bupleurum_acutifolium	Bupleurum acutifolium		
Organism_47219	Bussea sakalava		
Organism_14162	Caiophora coronata		
Organism_53609	Callicarpa furfuracea		
Plant_Camellia_crassicolumna	Camellia crassicolumna		
Organism_44183	Camphora		
Organism_45102	Campsiandra guayanensis		
Organism_48925	Cassia kleinii		
Organism_21551	Castela polyandra		
Organism_55047	Centaurea attica ssp. attica		
Organism_14306	Centaurea sphaerocephala ssp. polyacantha		
Organism_10707	Cephalotaxus koreana		
Organism_5627	Cephalotaxus wilsoniana	Wilson's Plum Yew	Wilson's Plum Yew
Organism_46351	Cereus aethiops		
Organism_53062	Chavica betle		
Organism_20818	Chromolaena morii		
Organism_46069	Chrysanthemum myconis		
Organism_53064	Chrysocoma peduncularis		
Organism_4823	Cicer bijugum		
Plant_Cirsium_sp.	Cirsium sp.		
Organism_2074	Corsinia coriandrina		
Plant_Corydalis	Corydalis		
Organism_45469	Cotoneaster salicifolius var. henryanus		
Organism_3839	Crocus antalyensis		
Organism_21708	Crotalaria ferruginea		
Organism_52656	Croton haumanianus		
Organism_52141	Croton stellatopilosus		
Plant_Croton_tricolor	Croton tricolor		
Organism_6633	Cymbopogon distans		
Plant_Dacrydium_nausoriense	Dacrydium nausoriense		
Organism_5094	Dactylicapnos torulosa		
Organism_25075	Dalbergia assamica		
Organism_50875	Dalbergia velutina		
Plant_Delphinium_verdunense	Delphinium verdunense		
Organism_53594	Dendrobium amplum		
Plant_Dendronephtya_sp.	Dendronephtya sp.		
Organism_45483	Derris eriocarpa		
Organism_1112	Dicraeopetalum stipulare		
Organism_55263	Dioscorea antaly		
Organism_48708	Diplopterygium rufopilosum		
Organism_45947	Dryopteris abbreviata		
Plant_Epilobium_prantlii	Epilobium prantlii		
Organism_50018	Eria alba		
Organism_45950	Eria elata		
Organism_50008	Eria floribunda		
Organism_8649	Erycibe schmidtii		
Plant_Erythrina_eriotriocha	Erythrina eriotriocha		
Organism_10174	Erythroxylum lucidum		
Organism_50447	Euphorbia aellenii		
Organism_14101	Euphorbia stygiana		
Organism_26115	Fagara ailanthoides		
Organism_4472	Feretia apodanthera		
Organism_13837	Ferula elaeochytris		
Organism_7515	Ferula linkii		
Organism_52200	Ficus conraui		
Organism_55862	Foetidia africana		
Organism_13112	Frullania monocera		
Organism_50081	Gardenia sp.		
Organism_18122	Geigeria rigida		
Plant_Genista_cinerascens	Genista cinerascens		
Organism_13401	Gentiana depressa		
Organism_1986	Gentiana ramosa		
Organism_17145	Gentiana strictiflora		
Organism_47468	Geranium rectum		
Organism_10475	Glycosmis stenocarpa		
Organism_1003	Gnidia involucrata		
Organism_9995	Goniorrhachis marginata		
Plant_Gonzalezia_hypargyrea	Gonzalezia hypargyrea		
Organism_16803	Gossypium sturtianum var.nandewarence		
Organism_12070	Guatteria dielsiana		
Organism_26326	Guatteria ouregou Dun.		
Organism_15690	Guiera senegalensis		
Organism_51822	Gynocardia odorata		
Organism_29937	Haplostichanthus johnsonii		
Organism_49756	Hazunta membranacea		
Organism_23656	Helichrysum oxyphyllum		
Plant_Helietta_apiculata	Helietta apiculata		
Organism_52831	Hibiscus ficulneus		
Plant_Hoya_bandaensis	Hoya bandaensis		
Plant_Hoya_cinnamomifolia	Hoya cinnamomifolia		
Plant_Hoya_coronaria	Hoya coronaria		
Plant_Hoya_crassipes	Hoya crassipes		
Plant_Hoya_diversifolia	Hoya diversifolia		
Plant_Hoya_fraterna	Hoya fraterna		
Plant_Hoya_lacunosa	Hoya lacunosa		
Plant_Hoya_latifolia	Hoya latifolia		
Plant_Hoya_multiflora	Hoya multiflora		
Plant_Hoya_obovata	Hoya obovata		
Plant_Hoya_pseudolanceolata	Hoya pseudolanceolata		
Plant_Hoya_shepherdii	Hoya shepherdii		
Plant_Hoya_tsangii	Hoya tsangii		
Plant_Humulus_sp.	Humulus sp.		
Organism_26143	Hunteria eburnea Pichon.		
Organism_24209	Hyoscyamus pusillus		
Plant_Hyssopus_seravschanicus	Hyssopus seravschanicus		
Organism_50042	Ilex microdonta		
Organism_24269	Inula anatolica viscosa		
Organism_50085	Inulanthera nuda		
Plant_Isodon_excisoides	Isodon excisoides		
Organism_21398	Ixeris sonchifolia		
Organism_51963	Kielmeyera pumila		
Plant_Knema_pierrei	Knema pierrei		
Organism_3575	Kopsia tenuis		
Plant_Lachnanthes_tinctoria	Lachnanthes tinctoria	Redroot	Redroot
Organism_20373	Lamprolobium grandiflorum		
Plant_Launaea_aspleniifolia	Launaea aspleniifolia		
Organism_11619	Liabum eggersii		
Organism_56657	Libocedrus chevalieri		
Plant_Licania_carii	Licania carii		
Organism_4913	Lindera fruticosa		
Plant_Lindera_pulcherrima_var._hemsleyana	Lindera pulcherrima var. hemsleyana		
Plant_Linochilus_floribundus	Linochilus floribundus		
Organism_20360	Litsea grandis		
Organism_48662	Litsea guatemalensis		
Organism_47168	Litsea konishii		
Organism_23532	Litsea laurifolia		
Organism_53415	Loranthus pentandrus		
Organism_11141	Lunaria biennis		
Organism_16965	Lunasia costulata		
Organism_15957	Lupinus pubescens		
Organism_24553	Luxemburgia nobilis		
Organism_54767	Lycoris incarnata		
Organism_49328	Macaranga sampsonii		
Organism_52051	Machaerium incorruptibile		
Plant_Machilus_parviflora	Machilus parviflora		
Organism_10037	Magnolia fargesii	Hsin-I	Hsin-I; Xin-Yi
Plant_Malagasy_connaraceous	Malagasy connaraceous		
Plant_Maytenus_Chuchuhuasca	Maytenus Chuchuhuasca		
Organism_44566	Melochia umbellata var. deglabrata		
Organism_5905	Mikania mendocina		
Organism_51592	Mucuna prurita		
Organism_53221	Myristica gigantea		
Organism_53206	Nassauvia cumingii		
Organism_47826	Naucleopsis mello-barretoi		
Plant_Nepeta_trachonitica	Nepeta trachonitica		
Organism_7501	Nicotiana trigonophylla		
Organism_9168	Nitraria schoberi		
Organism_19753	Nolana rostrata		
Organism_45794	Notonia wightii		
Organism_12115	Onopordum laconicum		
Plant_Oreoseris_gossypina	Oreoseris gossypina		
Organism_6036	Ormosia indurata		
Organism_8315	Ouratea semiserrata		
Organism_8043	Ozothamnus lycopodioides		
Organism_14425	Papaver caucasicum Marsch.-Bieb.		
Organism_56833	Patrinia rupestris		
Plant_Petunia_inflata	Petunia inflata		
Organism_19694	Phaius mishmensis		
Organism_11711	Polylepis incana		
Organism_51588	Pometia ridleyi		
Plant_Prangos_uechtritzii	Prangos uechtritzii		
Plant_Premna_herbacea	Premna herbacea		
Plant_Psephellus_simplicicaulis	Psephellus simplicicaulis		
Organism_13608	Quercus sp.		
Organism_10924	Quintinia acutifolia		
Organism_1049	Reaumuria vermiculata		
Plant_Rhaponticoides_africana	Rhaponticoides africana		
Organism_5267	Rhododendron spp.		
Organism_9519	Robinsonecio gerberifolius		
Organism_56536	Rosa platyacantha		
Organism_8203	Rutidosis murchisonii		
Plant_Sanguisorba_sp.	Sanguisorba sp.		
Organism_52029	Sapindus emarginatus		
Organism_49763	Sapium discolor		
Organism_22404	Saussurea elegans		
Organism_19065	Saussurea parviflora		
Plant_Scrophularia_sp.	Scrophularia sp.		
Organism_17480	Senecio integrifolius subsp. aucheri		
Plant_Senecio_subsessilis	Senecio subsessilis		
Organism_50002	Sidastrum burrerense		
Plant_Sideritis_lasiantha	Sideritis lasiantha		
Plant_Sideritis_pungens	Sideritis pungens		
Plant_Sisyrinchium_palmifolium	Sisyrinchium palmifolium		
Organism_46358	Soja hispida		
Organism_29827	Solanum callium		
Plant_Solidago_sp.	Solidago sp.		
Organism_44269	Stemona phyllantha		
