# tiers: junk (structural non-taxon markers) | possible_plant (kept for review)
organism_id	scientific_name	tier	reason
Plant_korean_fermented_soypaste	korean fermented soypaste	possible_plant	
Plant_mahi-mahi	mahi-mahi	possible_plant	
Plant_mangrove_fungi_strain_No._K38_mangrove_fungi_strain_No._E33	mangrove fungi strain No. K38 + mangrove fungi strain No. E33	junk	non-plant/unknown marker ('fungi')
Organism_54708	red ginseng	possible_plant	
Plant_sarcuajmos_saetavensis	sarcuajmos saetavensis	possible_plant	
Plant_smooth_rupturewort	smooth rupturewort	possible_plant	
Plant_taiwanese_propolis	taiwanese propolis	junk	non-plant common-name token
Plant_Acidum_thymici	Acidum thymici	possible_plant	
Plant_Actinomycete_ATCC_39366	Actinomycete ATCC 39366	junk	contains digits (strain/catalog id)
Plant_Actinomycete_SANK_60684	Actinomycete SANK 60684	junk	contains digits (strain/catalog id)
Plant_Actinomycete_isolate_HKI_129-L	Actinomycete isolate HKI 129-L	junk	contains digits (strain/catalog id)
Organism_14577	Artemisis anna	possible_plant	
Plant_Atlantic_Spanish_mackerel	Atlantic Spanish mackerel	junk	non-plant common-name token
Plant_Avila_garcini	Avila  garcini	possible_plant	
Plant_Babreum_coscluea	Babreum coscluea	possible_plant	
Plant_Black-and-crimson_Oriole	Black-and-crimson Oriole	possible_plant	
Plant_Caparis_sp.	Caparis sp.	possible_plant	
Plant_Caraupa_densiflora	Caraupa densiflora	possible_plant	
Plant_Caro_caprae_seu_ovis	Caro caprae seu ovis	junk	Latin drug phrase (seu/et)
Plant_Castanosperma_australe	Castanosperma australe	possible_plant	
Plant_Caulis_mahoniae	Caulis mahoniae	junk	pharmacognosy part-name ('caulis')
Plant_Caulis_polygoni_multiflori	Caulis polygoni multiflori	junk	pharmacognosy part-name ('caulis')
Plant_Cephalis_ipecacuanha	Cephalis ipecacuanha	possible_plant	
Plant_Chomdsomyces_robustus	Chomdsomyces robustus	possible_plant	
Plant_Concha_cyclinae	Concha cyclinae	junk	pharmacognosy part-name ('concha')
Plant_Concha_margaritifera_usta	Concha margaritifera usta	junk	pharmacognosy part-name ('concha')
Plant_Concretio_silicea_bambusae	Concretio silicea bambusae	possible_plant	
Plant_Cortex_acanthopanacis_radicis	Cortex acanthopanacis radicis	junk	pharmacognosy part-name ('cortex')
Plant_Cortex_eucommiae	Cortex eucommiae	junk	pharmacognosy part-name ('cortex')
Plant_Crassum_intestinum_porci	Crassum intestinum porci	possible_plant	
Plant_Curcurbita_maxima	Curcurbita maxima	possible_plant	
Plant_Dakaira_subovoidea	Dakaira subovoidea	possible_plant	
Plant_Deathstalker_scorpion	Deathstalker scorpion	possible_plant	
Plant_Dehassia_tetrandra	Dehassia tetrandra	possible_plant	
Plant_Dinoflagellate_amphidinium	Dinoflagellate amphidinium	possible_plant	
Plant_Echinoderm_comanthus	Echinoderm comanthus	possible_plant	
Plant_Endophytic_MEXU_26343	Endophytic MEXU 26343	junk	contains digits (strain/catalog id)
Plant_Eopleuria_simplicissima	Eopleuria simplicissima	possible_plant	
Plant_Eschscholtzia	Eschscholtzia	possible_plant	
Organism_21334	Eschscholtzia california	possible_plant	
Plant_Essentia	Essentia	possible_plant	
Plant_Feathered_doto	Feathered doto	possible_plant	
Plant_Glomospora_sp._BAUA_2825	Glomospora sp. BAUA 2825	junk	contains digits (strain/catalog id)
Plant_Glypsophila_patrinii	Glypsophila patrinii	possible_plant	
Plant_Gorgoniae_suberogorgia	Gorgoniae suberogorgia	possible_plant	
Plant_Gynostemon_pentaphyllum	Gynostemon pentaphyllum	possible_plant	
Plant_HAM-240	HAM-240	junk	contains digits (strain/catalog id)
Plant_Herba_aconiti_navicularis	Herba aconiti navicularis	junk	pharmacognosy part-name ('herba')
Plant_Herba_belladonnae	Herba belladonnae	junk	pharmacognosy part-name ('herba')
Plant_Herba_sarcatidrae	Herba sarcatidrae	junk	pharmacognosy part-name ('herba')
Plant_Heterodendron_oleaefolium	Heterodendron oleaefolium	possible_plant	
Plant_Heterotropha_nipponca	Heterotropha nipponca	possible_plant	
Plant_Hoffmanosseggia_intricata	Hoffmanosseggia intricata	possible_plant	
Plant_Humboldt_squid	Humboldt squid	junk	non-plant common-name token
Plant_Hygroscopicus_sp._LP-93	Hygroscopicus sp. LP-93	junk	contains digits (strain/catalog id)
Plant_Lanthella_flabelliformis	Lanthella flabelliformis	possible_plant	
Plant_Leoniopadium_alpinum	Leoniopadium alpinum	possible_plant	
Plant_Leptoshaeria_sp.OUPS-4	Leptoshaeria sp.OUPS-4	junk	contains digits (strain/catalog id)
Plant_Lingzhi_mushroom	Lingzhi (mushroom)	junk	non-plant/unknown marker ('mushroom')
Plant_Manila_elemi	Manila elemi	possible_plant	
Organism_56543	Margarita	possible_plant	
Plant_Marginosporum_aberrans	Marginosporum aberrans	possible_plant	
Plant_Massa_medicata_fermentata	Massa medicata fermentata	possible_plant	
Plant_Mochinea_polymorpha	Mochinea polymorpha	possible_plant	
Plant_Mycales_sp.	Mycales sp.	possible_plant	
Plant_Neosartaria_fischeri	Neosartaria fischeri	possible_plant	
Plant_Nux_prinsepiae	Nux prinsepiae	possible_plant	
Plant_Oleum_aurantii	Oleum aurantii	junk	pharmacognosy part-name ('oleum')
Plant_Oleum_viticis_negundo	Oleum viticis negundo	junk	pharmacognosy part-name ('oleum')
Plant_Ophiosphate_gigaes	Ophiosphate gigaes	possible_plant	
Plant_Os_sepiae_seu_sepiellaezoological_name	Os sepiae seu sepiellaezoological name	junk	Latin drug phrase (seu/et)
Plant_Oscillataria_sp.	Oscillataria sp.	possible_plant	
Plant_Oscillatoriacean_sp.	Oscillatoriacean sp.	possible_plant	
Plant_Oxidation_of_lycopene_with_m-chloroperbenzoic_acid	Oxidation of lycopene with m-chloroperbenzoic acid	possible_plant	
Plant_Paracel_islands_agelas_Unclassified	Paracel islands agelas (Unclassified)	junk	non-plant/unknown marker ('unclassified')
Plant_Pericarpium_papaveris	Pericarpium papaveris	junk	pharmacognosy part-name ('pericarpium')
Plant_Physispornus_sanguinolentus	Physispornus sanguinolentus	possible_plant	
Plant_Pig_s_spinal_cord	Pig's spinal cord	possible_plant	
Plant_Planta_venenosa	Planta venenosa	possible_plant	
Plant_Plegmariurus_P._Taxifolius	Plegmariurus P. Taxifolius	possible_plant	
Plant_Puterula_sp._82168	Puterula sp. 82168	junk	contains digits (strain/catalog id)
Plant_Rhei_rhizoma	Rhei rhizoma	possible_plant	
Plant_Sanguisorbae_radix	Sanguisorbae radix	possible_plant	
Plant_Schizandra_sp.	Schizandra sp.	possible_plant	
Plant_Semen_euryales	Semen euryales	junk	pharmacognosy part-name ('semen')
Organism_53365	Semen lablab album	junk	pharmacognosy part-name ('semen')
Plant_Siete_cueros	Siete cueros	possible_plant	
Plant_Slanum_betacea	Slanum betacea	possible_plant	
Plant_Southern_blue-ringed_octopus	Southern blue-ringed octopus	junk	non-plant common-name token
Plant_Sparuna_apiosyce	Sparuna apiosyce	possible_plant	
Plant_Spongosprites_sp.	Spongosprites sp.	possible_plant	
Plant_Stelliosphaera_formicum	Stelliosphaera formicum	possible_plant	
Plant_Steptomyces_hygroscopicus	Steptomyces hygroscopicus	possible_plant	
Plant_Strachybotrys_alternans	Strachybotrys alternans	possible_plant	
Plant_Taxanes_producing_species_Unclassified	Taxanes producing species (Unclassified)	junk	non-plant/unknown marker ('unclassified')
Plant_Testis_et_penis_canis_familiaris	Testis et penis canis familiaris	junk	Latin drug phrase (seu/et)
Plant_Tevenotica_persica	Tevenotica persica	possible_plant	
Plant_Thalictri_herba	Thalictri herba	possible_plant	
Plant_Thoerectandra_sp._Kelly	Thoerectandra sp. (Kelly)	junk	contains brackets/parens (strain designation)
Plant_Thyreoid_sus_domestica	Thyreoid sus domestica	possible_plant	
Plant_West_Indian_Ocean_coelacanth	West Indian Ocean coelacanth	possible_plant	
Plant_Wonderboom_fig	Wonderboom fig	possible_plant	
Plant_YL-03713F	YL-03713F	junk	contains digits (strain/catalog id)
Plant_Yellow_striped_flounder	Yellow striped flounder	possible_plant	
Plant_actinomycete_saccharothrix_sp.	actinomycete saccharothrix sp.	possible_plant	
Organism_26363	assa-foetida	possible_plant	
Plant_basidiomycete_deconica_sp._471	basidiomycete deconica sp. 471	junk	contains digits (strain/catalog id)
Plant_bazzanianovae-zelandiae	bazzanianovae-zelandiae	possible_plant	
Plant_common_wintergreen	common wintergreen	possible_plant	
Plant_eDNA_clone_RM57	eDNA clone RM57	junk	contains digits (strain/catalog id)
Plant_f7524	f7524	junk	contains digits (strain/catalog id)
Organism_11686	family Thymelaeaceae spp.	possible_plant	
Plant_gleophyllum_lucidum	gleophyllum lucidum	possible_plant	
Plant_horse-chestnut_leaf_miner	horse-chestnut leaf miner	possible_plant	
Plant_laffaariella_variabilis	laffaariella variabilis	possible_plant	
Plant_madagascan_tunicate	madagascan tunicate	junk	non-plant common-name token
Plant_mangrove_endophytic_fungi_strain_Nos.3893_mangrove_endophytic_fungi_strain_Nos.1924	mangrove endophytic fungi strain Nos.3893 + mangrove endophytic fungi strain Nos.1924	junk	non-plant/unknown marker ('fungi')
Plant_micronesian_sponges	micronesian sponges	possible_plant	
Plant_penicillia_sp.	penicillia sp.	possible_plant	
Plant_pertrosia_sp.	pertrosia sp.	possible_plant	
Plant_red_eyelet_silk	red eyelet silk	possible_plant	
Plant_small-spotted_catshark	small-spotted catshark	possible_plant	
Plant_swollen_river_mussel	swollen river mussel	junk	non-plant common-name token
Plant_tricothecium_sp.	tricothecium sp.	possible_plant	
Organism_57323	tropical trees.	possible_plant	
Plant_two_Aspergillus_sp._strains	two Aspergillus sp. strains	possible_plant	
Plant_zh6-b1	zh6-b1	junk	contains digits (strain/catalog id)
Plant_ADS	ADS	possible_plant	
Plant_ARH1	ARH1]	junk	contains digits (strain/catalog id)
Plant_Ababaena_flos-aquae	Ababaena flos-aquae	possible_plant	
Plant_Abrosia_confertiflora	Abrosia confertiflora	possible_plant	
Plant_Abrusprecatorius	Abrusprecatorius	possible_plant	
Plant_Acinidia_rubricaulis_var.coriacea	Acinidia rubricaulis var.coriacea	possible_plant	
Plant_Acotinum_carmichaeli	Acotinum carmichaeli	possible_plant	
Plant_Acrophularia_lepidota	Acrophularia lepidota	possible_plant	
Plant_Actinida_polygana	Actinida polygana	possible_plant	
Plant_Actinomycete_KM-6054	Actinomycete KM-6054	junk	contains digits (strain/catalog id)
Plant_Actinomycete_MF931-A2	Actinomycete MF931-A2	junk	contains digits (strain/catalog id)
Plant_Actinomycete_MG848-hF6	Actinomycete MG848-hF6	junk	contains digits (strain/catalog id)
Plant_Actinomycete_MST-MA190	Actinomycete MST-MA190	junk	contains digits (strain/catalog id)
Plant_Actinomycete_TI-1	Actinomycete TI-1	junk	contains digits (strain/catalog id)
Plant_Actinomycete_UC_5762_NRRL_11111	Actinomycete UC 5762 NRRL 11111	junk	contains digits (strain/catalog id)
Plant_Actinomycete_WP_3688	Actinomycete WP 3688	junk	contains digits (strain/catalog id)
Plant_Actinomycete_X-14881	Actinomycete X-14881	junk	contains digits (strain/catalog id)
Plant_Actotis_artotoides	Actotis artotoides	possible_plant	
Plant_Agloonema_treubii	Agloonema treubii	possible_plant	
Plant_Airbreathing_catfish	Airbreathing catfish	possible_plant	
Plant_Alatus_striatus	Alatus striatus	possible_plant	
Plant_Allangium_lamarckii	Allangium lamarckii	possible_plant	
Plant_Amburama_sp.	Amburama sp.	possible_plant	
Plant_Aminopyrinum	Aminopyrinum	possible_plant	
Plant_Amitake_mushroom	Amitake mushroom	junk	non-plant/unknown marker ('mushroom')
Plant_Amona_bullata	Amona bullata	possible_plant	
Plant_Amona_squamosa	Amona squamosa	possible_plant	
Plant_Ampelosis_brevipedanculata	Ampelosis brevipedanculata	possible_plant	
Plant_Amsinkia_hispida	Amsinkia hispida	possible_plant	
Plant_Analginum	Analginum	possible_plant	
Organism_1854	Animal	possible_plant	
Plant_Animal_Propolis	Animal/Propolis	possible_plant	
Plant_Anthanasia_spp.	Anthanasia spp.	possible_plant	
Plant_Anthrophopleura_japonica	Anthrophopleura japonica	possible_plant	
Plant_Apocynumcannabinum	Apocynumcannabinum	possible_plant	
Plant_Arachioides_standsii	Arachioides standsii	possible_plant	
Plant_Archangelisia_spp.	Archangelisia spp.	possible_plant	
Plant_Asafetida_sp.	Asafetida sp.	possible_plant	
Plant_Ascidian_iic-197	Ascidian (iic-197)	junk	contains digits (strain/catalog id)
Plant_Atemisia_annua	Atemisia annua	possible_plant	
Organism_18920	Athamantha oreoselinum	possible_plant	
Plant_Avrainvillia_spp.	Avrainvillia spp.	possible_plant	
Plant_Azadiractia_indica	Azadiractia indica	possible_plant	
Plant_Balameanda_chinensis	Balameanda chinensis	possible_plant	
Plant_Baleria_lupulina	Baleria lupulina	possible_plant	
Plant_Bearded_fireworm	Bearded fireworm	possible_plant	
Plant_Berberisaristata	Berberisaristata	possible_plant	
Plant_Bilvospiralis_sp._nov._strain_AB634D-177	Bilvospiralis sp. nov. strain AB634D-177	junk	contains digits (strain/catalog id)
Plant_Binapsis_arvense	Binapsis arvense	possible_plant	
Plant_Biodata_orientalis	Biodata orientalis	possible_plant	
Plant_Bitter_milkwort	Bitter milkwort	possible_plant	
Plant_Blue-legged_mantella	Blue-legged mantella	possible_plant	
Plant_Bonnettia_spp.	Bonnettia spp.	possible_plant	
Plant_Brasilia_serjana	Brasilia serjana	possible_plant	
Plant_Brettanomuces_sp.	Brettanomuces sp.	possible_plant	
Plant_Brown_mantella	Brown mantella	possible_plant	
Plant_C-1027_overproducing_recombinant_strains_SgcR	C-1027 overproducing recombinant strains [SgcR	junk	contains digits (strain/catalog id)
Plant_CL47745	CL47745	junk	contains digits (strain/catalog id)
Plant_CYP81Q1	CYP81Q1]	junk	contains digits (strain/catalog id)
Plant_Calcitum	Calcitum	possible_plant	
Plant_Camaecytisus_pygmaeus	Camaecytisus pygmaeus	possible_plant	
Organism_1795	Camelliasinensis	possible_plant	
Plant_Camylotropis_sp.	Camylotropis sp.	possible_plant	
Plant_Candidatus_Entomycale_ignis	Candidatus Entomycale ignis	possible_plant	
Plant_Carapia_inophyllum	Carapia inophyllum	possible_plant	
Plant_Caro_verci	Caro verci	possible_plant	
Plant_Carthamustinctorius	Carthamustinctorius	possible_plant	
Plant_Carydalis_ochroleuca	Carydalis ochroleuca	possible_plant	
Plant_Caryoteris_sp.	Caryoteris sp.	possible_plant	
Plant_Cathartic_principle	Cathartic principle	possible_plant	
Plant_Centiana_bavarica	Centiana bavarica	possible_plant	
Plant_Centipedaminima	Centipedaminima	possible_plant	
Plant_Centraria_nivalis	Centraria nivalis	possible_plant	
Plant_Cephalosporum_crotigenum	Cephalosporum crotigenum	possible_plant	
Plant_Cerberta_dilatata	Cerberta dilatata	possible_plant	
Plant_CfRFE	CfRFE]	junk	contains brackets/parens (strain designation)
Plant_Chemotaxonomic_unclassified	Chemotaxonomic unclassified	junk	non-plant/unknown marker ('unclassified')
Plant_Chicorum_endiva	Chicorum endiva	possible_plant	
Plant_Chicorum_intybus	Chicorum intybus	possible_plant	
Plant_Chinese_sage	Chinese sage	possible_plant	
Plant_Chlomydomonas_spp.	Chlomydomonas spp.	possible_plant	
Plant_Chlorpheniramini_maleas	Chlorpheniramini maleas	possible_plant	
Plant_Chondramides_crocatus	Chondramides crocatus	possible_plant	
Plant_Chryasanthemum_sp.	Chryasanthemum sp.	possible_plant	
Plant_Ciazona_chinensis	Ciazona chinensis	possible_plant	
Plant_Cinicus_benedictu	Cinicus benedictu	possible_plant	
Plant_Citr	Citr	possible_plant	
Plant_Clabicepitaceae	Clabicepitaceae	possible_plant	
Plant_Clarisa_spp.	Clarisa spp.	possible_plant	
Plant_Cleistanthuscollinus	Cleistanthuscollinus	possible_plant	
Plant_Coast_Douglas-fir	Coast Douglas-fir	possible_plant	
Plant_Coccifera_plurota	Coccifera plurota	possible_plant	
Plant_Colladonium_triquestra	Colladonium triquestra	possible_plant	
Plant_Concha_arcae	Concha arcae	junk	pharmacognosy part-name ('concha')
Plant_Cones_liquidamber_styraciflua	Cones liquidamber styraciflua	possible_plant	
Plant_Coprimus_rotundus	Coprimus rotundus	possible_plant	
Plant_Coronnilla_sp.	Coronnilla sp.	possible_plant	
Plant_Crategus_sp.	Crategus sp.	possible_plant	
Plant_Crinan_oliganthum	Crinan oliganthum	possible_plant	
Plant_CrtB	CrtB	possible_plant	
Plant_CrtI	CrtI]	junk	contains brackets/parens (strain designation)
Plant_Crydalis_solida_L_Swartz	Crydalis solida (L) Swartz	junk	contains brackets/parens (strain designation)
Plant_Cuajacum_officinale	Cuajacum officinale	possible_plant	
Plant_Curcurbitaceae	Curcurbitaceae	possible_plant	
Plant_Cycliomorpha_solmsii	Cycliomorpha solmsii	possible_plant	
Plant_Cyrodalis_sp.	Cyrodalis sp.	possible_plant	
Plant_Cytomium_spp.	Cytomium spp.	possible_plant	
Plant_Dactynosporangium_matsuzakiense_SF-2052	Dactynosporangium matsuzakiense SF-2052	junk	contains digits (strain/catalog id)
Plant_Dendrostillbella_sp.	Dendrostillbella sp.	possible_plant	
Plant_Desert_truffle	Desert truffle	possible_plant	
Plant_DhRFE	DhRFE	possible_plant	
Plant_Dihelerispora_chlamycosporia	Dihelerispora chlamycosporia	possible_plant	
Plant_Diophus_okamurae	Diophus okamurae	possible_plant	
Plant_Dioscora_parviflora	Dioscora parviflora	possible_plant	
Plant_Dridmaria_diandra	Dridmaria diandra	possible_plant	
Plant_Dryanobulanops	Dryanobulanops	possible_plant	
Plant_Dryanobulanops_spp.	Dryanobulanops spp.	possible_plant	
Plant_Drypteris_spp.	Drypteris spp.	possible_plant	
Plant_EAS	EAS]	junk	contains brackets/parens (strain designation)
Plant_Ecliptaalba	Ecliptaalba	possible_plant	
Plant_Edulisin_III	Edulisin III	possible_plant	
Plant_Elephanthus_nudatus	Elephanthus nudatus	possible_plant	
Plant_Emblicaofficinalis	Emblicaofficinalis	possible_plant	
Plant_Ericostemma_litorale	Ericostemma litorale	possible_plant	
Plant_Eryus_sp.	Eryus sp.	possible_plant	
Organism_22838	European cranberry	possible_plant	
Plant_FPS	FPS]	junk	contains brackets/parens (strain designation)
Plant_Fel_gallus	Fel gallus	possible_plant	
Plant_Fel_serpentis	Fel serpentis	possible_plant	
Organism_19117	First Ruta graveolens	possible_plant	
Plant_Flatycapnos_saxicola	Flatycapnos saxicola	possible_plant	
Organism_22685	Flavouring ingredient	possible_plant	
Plant_Fransera_ambrosioides	Fransera ambrosioides	possible_plant	
Plant_Fuschia_spp.	Fuschia spp.	possible_plant	
Plant_G._battiscombei	G. battiscombei	possible_plant	
Plant_GPS	GPS]	junk	contains brackets/parens (strain designation)
Plant_Gabneria_fulgens	Gabneria fulgens	possible_plant	
Plant_Gardeniae_fructus	Gardeniae fructus	possible_plant	
Plant_Geaea_viscida	Geaea viscida	possible_plant	
Plant_Gelsium_elegans	Gelsium elegans	possible_plant	
Plant_Genera_protomyces	Genera protomyces	possible_plant	
Plant_Giant_banjo_frog	Giant banjo frog	possible_plant	
Plant_Glomospora	Glomospora	possible_plant	
Plant_Glucosum	Glucosum	possible_plant	
Plant_Glypsophila_pacifica	Glypsophila pacifica	possible_plant	
Plant_Gossypiumarboreum	Gossypiumarboreum	possible_plant	
Plant_Grifolia_confluens	Grifolia confluens	possible_plant	
Plant_Guavaberry	Guavaberry	possible_plant	
Plant_Gurjun_balsam	Gurjun balsam	possible_plant	
Plant_Gymandenia_albida	Gymandenia albida	possible_plant	
Plant_Gymnostroma_missouriensis	Gymnostroma missouriensis	possible_plant	
Plant_Haemotoxylum_sp.	Haemotoxylum sp.	possible_plant	
Plant_Halitum	Halitum	possible_plant	
Plant_Halophilic_coccus_strain_SE20-4	Halophilic coccus strain SE20-4	junk	contains digits (strain/catalog id)
Plant_Haplochlatra_leiantha	Haplochlatra leiantha	possible_plant	
Plant_Hawaiian_marine_mollusk	Hawaiian marine mollusk	junk	non-plant common-name token
Plant_Helieta_parviflora	Helieta parviflora	possible_plant	
Plant_Hemerocailis_sp	Hemerocailis sp	possible_plant	
Plant_Hemiaria_glabra	Hemiaria glabra	possible_plant	
Plant_Herba_chrysosplenii	Herba chrysosplenii	junk	pharmacognosy part-name ('herba')
Plant_Herba_elephantopi_scaberis	Herba elephantopi scaberis	junk	pharmacognosy part-name ('herba')
Plant_Herba_gnaphalii_affinis	Herba gnaphalii affinis	junk	pharmacognosy part-name ('herba')
Plant_Herba_inulae	Herba inulae	junk	pharmacognosy part-name ('herba')
Plant_Hetarrhizium_anisopliae	Hetarrhizium anisopliae	possible_plant	
Plant_Hijikia_fusiformis	Hijikia fusiformis	possible_plant	
Plant_Hollandica_tuberous	Hollandica tuberous	possible_plant	
Plant_Horsfilidea_superba	Horsfilidea superba	possible_plant	
Plant_Hymeniocidon_sp.	Hymeniocidon sp.	possible_plant	
Plant_Hytios_reticulatus	Hytios reticulatus	possible_plant	
Plant_Impatiensbalsamina	Impatiensbalsamina	possible_plant	
Plant_Japanese_fire_belly_newt	Japanese fire belly newt	possible_plant	
Plant_Jasmine_secco	Jasmine secco	possible_plant	
Plant_Joannisea_sp.	Joannisea sp.	possible_plant	
Organism_6535	Juniper	possible_plant	
Plant_K169B-91	K169B-91	junk	contains digits (strain/catalog id)
Plant_KC84-AG_13	KC84-AG 13	junk	contains digits (strain/catalog id)
Plant_Kaponia_glutinosa	Kaponia glutinosa	possible_plant	
Organism_1693	Kenya aloe	possible_plant	
Plant_Keucascandra_caveolata	Keucascandra caveolata	possible_plant	
Plant_LMS	LMS	possible_plant	
Plant_LS	LS]	junk	contains brackets/parens (strain designation)
Plant_Lactucarium_germanicum	Lactucarium germanicum	possible_plant	
Organism_25136	Laetrea thelypteris	possible_plant	
Plant_Lamii_albi	Lamii albi	possible_plant	
Plant_Lanicera_Alpigena	Lanicera Alpigena	possible_plant	
Plant_Lanthella_sp.	Lanthella sp.	possible_plant	
Plant_Lathrism_latifolius	Lathrism latifolius	possible_plant	
Plant_Lathrism_sylvestris	Lathrism sylvestris	possible_plant	
Plant_Ligum_cinnamomi_camphorae	Ligum cinnamomi camphorae	possible_plant	
Plant_Linder_strychnifolia	Linder strychnifolia	possible_plant	
Organism_8843	Lnema globularia	possible_plant	
Plant_Lopatherum_sp.	Lopatherum sp.	possible_plant	
Plant_Lopophora_sp.	Lopophora sp.	possible_plant	
Plant_Lovandin_abrialis	Lovandin abrialis	possible_plant	
Plant_Lsatis_indigotica	Lsatis indigotica	possible_plant	
Plant_Lumbriconeis_heteropoda	Lumbriconeis heteropoda	possible_plant	
Plant_Lycogola_epidendron	Lycogola epidendron	possible_plant	
Plant_MP	MP]	junk	contains brackets/parens (strain designation)
Plant_Maguey_canasto	Maguey canasto	possible_plant	
Plant_Maguey_canon_de_abra	Maguey canon de abra	possible_plant	
Plant_Maguey_cenisto	Maguey cenisto	possible_plant	
Plant_Maguey_cimmaron	Maguey cimmaron	possible_plant	
Plant_Maguey_cochabamba	Maguey cochabamba	possible_plant	
Plant_Maguey_el_ojital	Maguey el ojital	possible_plant	
Plant_Maguey_espadin	Maguey espadin	possible_plant	
Plant_Maguey_tequilla_manso	Maguey tequilla manso	possible_plant	
Plant_Mandrogora_offinarum	Mandrogora offinarum	possible_plant	
Plant_Marine_crinoi	Marine crinoi	possible_plant	
Plant_Marismius_conigenus	Marismius conigenus	possible_plant	
Plant_Maroon_oriole	Maroon oriole	possible_plant	
Organism_12149	Marsh grapefruit	possible_plant	
Plant_Mentholum	Mentholum	possible_plant	
Plant_Micheliachampaca	Micheliachampaca	possible_plant	
Plant_Microchazete_loktakensis	Microchazete loktakensis	possible_plant	
Plant_Micromonospeciesra	Micromonospeciesra	possible_plant	
Plant_Microporous_flabelliformis	Microporous flabelliformis	possible_plant	
Plant_Mochia_velutina	Mochia velutina	possible_plant	
Plant_Monodoro_sp.	Monodoro sp.	possible_plant	
Plant_Montanao_sp.	Montanao sp.	possible_plant	
Plant_Morindacitrifolia	Morindacitrifolia	possible_plant	
Plant_Moroxydini_hydrochloridum	Moroxydini hydrochloridum	possible_plant	
Plant_Mutant_strains_of_Streptomyces_sp._U121_genome_shuffling_of_Streptomyces_sp._U121	Mutant strains of Streptomyces sp. U121 [genome shuffling of Streptomyces sp. U121]	junk	contains digits (strain/catalog id)
Plant_Nelumbinis_rhizomatis	Nelumbinis rhizomatis	possible_plant	
Plant_Nephteis_fasicularis	Nephteis fasicularis	possible_plant	
Plant_Nerolaena_spp.	Nerolaena spp.	possible_plant	
Plant_Northern_Banjo_Frog	Northern Banjo Frog	possible_plant	
Plant_Ochrocarpus_spp.	Ochrocarpus spp.	possible_plant	
Organism_48601	Officinal magnolia	possible_plant	
Plant_Oleum_camelliae	Oleum camelliae	junk	pharmacognosy part-name ('oleum')
Plant_Oleum_caryophylli	Oleum caryophylli	junk	pharmacognosy part-name ('oleum')
Plant_Oleum_dalbergiae_odoriferae	Oleum dalbergiae odoriferae	junk	pharmacognosy part-name ('oleum')
Plant_Oleum_eucalypti	Oleum eucalypti	junk	pharmacognosy part-name ('oleum')
Plant_Oleum_folii	Oleum folii	junk	pharmacognosy part-name ('oleum')
Plant_Oleum_rhododendri_daurici	Oleum rhododendri daurici	junk	pharmacognosy part-name ('oleum')
Organism_55442	Oleum storax	junk	pharmacognosy part-name ('oleum')
Plant_Ophicalcitum	Ophicalcitum	possible_plant	
Plant_Opiorrhiza_sp.	Opiorrhiza sp.	possible_plant	
Plant_Orsellinic_acid	Orsellinic acid	possible_plant	
Plant_Os_corallii	Os corallii	possible_plant	
Plant_Os_draconis	Os draconis	possible_plant	
Plant_Paeoniae_radix	Paeoniae radix	possible_plant	
Plant_Papularia_sp._M-204036	Papularia sp. M-204036	junk	contains digits (strain/catalog id)
Plant_Patriniae_scabiosaefoliae	Patriniae scabiosaefoliae	possible_plant	
Plant_Peaenia_albiflora	Peaenia albiflora	possible_plant	
Plant_Pekilocerus_bufonius	Pekilocerus bufonius	possible_plant	
Plant_Peruraria_lobata	Peruraria lobata	possible_plant	
Plant_Pestaloriopsis_spp.	Pestaloriopsis spp.	possible_plant	
Plant_Phacellis_fusca	Phacellis fusca	possible_plant	
Plant_Phalhinhaea_cernua	Phalhinhaea cernua	possible_plant	
Plant_Phelinus_sp.	Phelinus sp.	possible_plant	
Plant_Pherethima_aspergillum	Pherethima aspergillum	possible_plant	
Plant_Pheum_palmatum	Pheum palmatum	possible_plant	
Plant_Phizobium	Phizobium	possible_plant	
Plant_Phlebalium_nudum	Phlebalium nudum	possible_plant	
Plant_Phomu_sp.	Phomu sp.	possible_plant	
Plant_Phytolocca_esculenta	Phytolocca esculenta	possible_plant	
Plant_Picrorrhiza_scrophulariaeflora	Picrorrhiza scrophulariaeflora	possible_plant	
Plant_Pierriera_madagascariensis	Pierriera madagascariensis	possible_plant	
Plant_Pine_Processionary	Pine Processionary	possible_plant	
Plant_Pipotrix_areolare	Pipotrix areolare	possible_plant	
Plant_Piquiera_trinerva	Piquiera trinerva	possible_plant	
Plant_Pirola_sp.	Pirola sp.	possible_plant	
Plant_Plantitenia_absinthifolia	Plantitenia absinthifolia	possible_plant	
Plant_Pletasites_laevigatus	Pletasites laevigatus	possible_plant	
Plant_Pollen_typhae	Pollen typhae	junk	pharmacognosy part-name ('pollen')
Plant_Pond_loach_Misgurnus_anguillicaudatus	Pond loach (Misgurnus anguillicaudatus)	junk	contains brackets/parens (strain designation)
Plant_Pondranea_ricasoliana	Pondranea ricasoliana	possible_plant	
Plant_Possible_product_of_ozonolysis	Possible product of ozonolysis	possible_plant	
Organism_24883	Postegmon patchouli	possible_plant	
Plant_Potential_nutraceutical	Potential nutraceutical	possible_plant	
Plant_Pricramnia_P._Antidesma	Pricramnia P. Antidesma	possible_plant	
