# source: Wikidata (P1843 taxon common name, then item label/alias); matched by P225 scientific name
# langs: en   retrieved: 2026-08-18
organism_id	scientific_name	wikidata_qid	wikidata_common_name	source_field	all_p1843
Organism_54758	Ruilopezia jahnii	Q15550638			
Plant_Rumex_aegyptiacus	Rumex aegyptiacus	Q18078049			
Plant_Rumex_bequaerrii	Rumex bequaerrii				
Plant_Rumex_Rheum_spp.	Rumex,Rheum spp.				
Organism_4252	Ruscus hyrcanus	Q4197378			
Organism_23325	Ruspolia hypocrateriformis	Q15357962			
Plant_Ruta_wallichiana	Ruta wallichiana				
Organism_30405	Ryparosa kurrangii	Q17565367			
Plant_Sabina_spp.	Sabina spp.				
Organism_23571	Sabina vulgaris	Q19833789			
Plant_Saccarothrix_sp.	Saccarothrix sp.				
Organism_56937	Saccopetalum prolificum	Q5464016			
Plant_Safran	Safran	Q21447244			
Plant_Safran_naturalis	Safran naturalis				
Plant_Sageretia_filiformia	Sageretia filiformia				
Organism_57074	Sal				
Plant_Salix_caucasica	Salix caucasica				
Organism_21062	Salix hultenii var. angustifolia				
Plant_Salix_kochiana	Salix kochiana	Q15230891			
Plant_Salix_saxatilis	Salix saxatilis	Q4195492			
Plant_Salmalia_malabaricum	Salmalia malabaricum				
Organism_7707	Salpichroa spp.				
Plant_Salsola_arbuscula	Salsola arbuscula	Q11093001			
Organism_24952	Salsola richteri	Q9339272			
Organism_31775	Salsola ruthenica Iljin				
Plant_Salsola_schweinfurthii	Salsola schweinfurthii	Q15554749			
Organism_5920	Salsola subaphylla	Q28112858	Halothamnus subaphyllus	alias	
Organism_15318	Salvertia convallariodora	Q21303861			
Plant_Salvia_bracteta	Salvia bracteta				
Organism_26859	Salvia carnosa	Q796247	purple sage	P1843	purple sage
Plant_Salvia_folium	Salvia folium				
Organism_26947	Salvia gilliesii	Q39091724			
Plant_Salvia_heldrichiana	Salvia heldrichiana				
Plant_Salvia_korolkowi	Salvia korolkowi	Q15360469	Salvia korolkovii	label	
Plant_Salvia_mirzayani	Salvia mirzayani	Q15360162	Salvia mirzayanii	label	
Plant_Salvia_mitorrhiza	Salvia mitorrhiza				
Organism_51261	Salvia przewalskii var. mandarinorum	Q25120674			
Plant_Salvia_xanthocheila	Salvia xanthocheila	Q15362466			
Plant_Sambucus_simponii	Sambucus simponii				
Plant_Sambucus_spp.	Sambucus spp.				
Plant_Samuela_carnoserana	Samuela carnoserana				
Plant_Sanbaria_stellipila	Sanbaria stellipila				
Plant_Sanicula_spp.	Sanicula spp.				
Organism_1647	Sanrafaelia ruffonammari	Q17137018			
Plant_Sansevieria_sp.	Sansevieria sp.				
Organism_30283	Santalum preissianum	Q65947813			
Plant_Santalum_sp.	Santalum sp.				
Organism_18330	Santolina viscosa	Q44355698			
Plant_Sapium_baccatum	Sapium baccatum	Q11148083			
Plant_Sapium_eugniaefolium	Sapium eugniaefolium				
Organism_23722	Sapium japonicum	Q15247862			
Plant_Saponaria_sp.	Saponaria sp.				
Plant_Sarcomelicope_leicarpa	Sarcomelicope leicarpa				
Organism_30211	Sarcostemma australe	Q65947869			
Plant_Sarcostemma_sp.	Sarcostemma sp.				
Organism_17621	Sarothamnus catalaunicus Webb.				
Plant_Sarothamnus_spp.	Sarothamnus spp.				
Plant_Sarracenia_spp.	Sarracenia spp.				
Plant_Sasa_albo-marginata	Sasa albo-marginata				
Organism_2154	Sassafras	Q131532	sassafras	P1843	sassafras
Organism_25438	Satureja calamintha	Q59420149			
Plant_Satureja_khuzistanica	Satureja khuzistanica	Q15364490			
Organism_24787	Satureja obovata	Q15363821			
Plant_Sauromatun_guttatum	Sauromatun guttatum				
Plant_Sauropus_sp.	Sauropus sp.				
Organism_14978	Saussurea affinis	Q109716020			
Plant_Saussurea_eriostemon	Saussurea eriostemon	Q24851415			
Plant_Saussurea_iappa	Saussurea iappa				
Plant_Saussurea_nepalensis	Saussurea nepalensis	Q15247850			
Organism_23869	Saussurea phaeantha	Q15226971			
Plant_Saussurea_puchella	Saussurea puchella				
Plant_Saussurea_salsa	Saussurea salsa	Q3474279			
Plant_Saussurea_simpsoniana	Saussurea simpsoniana	Q10959263			
Organism_25690	Saussurea tridactyla var.maidugonla				
Plant_Savignya_parvifloria	Savignya parvifloria				
Organism_21291	Saxifraga aizoon	Q159367	Livelong Saxifrage	P1843	Livelong Saxifrage; White Mountain saxifrage
Organism_21855	Saxifraga caespitosa	Q25701658	Tufted saxifrage	P1843	Tufted saxifrage; tufted alpine saxifrage
Organism_21672	Saxifraga ligulata				
Plant_Scabiosa_micrantha	Scabiosa micrantha	Q15396768			
Plant_Scabiosa_spp.	Scabiosa spp.				
Plant_Scadiopitys_verticillata	Scadiopitys verticillata				
Organism_55628	Scandix balansae	Q17137116			
Organism_11850	Scapania nemorosa	Q49427588			
Plant_Scapania_parvitexta	Scapania parvitexta	Q15314707			
Plant_Scaveola_namaquense	Scaveola namaquense				
Organism_26611	Schinopsis sp.				
Organism_17814	Schismatoglottis concinna	Q65947967			
Plant_Schismocarpus_matudai	Schismocarpus matudai	Q105028237			
Plant_Schistochila_blumei	Schistochila blumei	Q15315281			
Plant_Schistochila_pinnatifolia	Schistochila pinnatifolia	Q49616086			
Plant_Schizonepeta	Schizonepeta	Q1947403			
Plant_Schizozygia	Schizozygia	Q9075122			
Plant_Schkuhia_spp.	Schkuhia spp.				
Organism_57083	Schkuhria virgata	Q15558538			
Plant_Schlegel_s_Japanese_gecko	Schlegel's Japanese gecko	Q1077651	Schlegel's Japanese Gecko	P1843	Schlegel's Japanese Gecko
Plant_Schlerochiton_ilicifolius	Schlerochiton ilicifolius				
Plant_Schoenocoulon_officinale	Schoenocoulon officinale				
Plant_Schoenus_brevisetis	Schoenus brevisetis	Q15558821			
Plant_Scholtzia_capitata	Scholtzia capitata	Q15380542			
Plant_Scholtzia_parviflora	Scholtzia parviflora	Q15381943			
Organism_25426	Schumacheria castaneifolia	Q18356017	Schumacheria castanaefolia	label	
Plant_Sciadopitys_spp.	Sciadopitys spp.				
Plant_Scientific_name	Scientific name				
Plant_Scilla_madeirensis	Scilla madeirensis	Q15504260			
Organism_24255	Scilla natalensis	Q7433894			
Plant_Sciodaphyllum_reticulatum	Sciodaphyllum reticulatum				
Plant_Sclerocarya_afra	Sclerocarya afra	Q38423621			
Plant_Scleromitrion_verticillatum	Scleromitrion verticillatum	Q91471124			
Plant_Sclerotina_fruticola	Sclerotina fruticola				
Organism_7692	Scolopendrium vulgare	Q17168315			
Plant_Scorzonera_sp.	Scorzonera sp.				
Plant_Scorzonera_tau-saghyz	Scorzonera tau-saghyz	Q6704642			
Organism_19677	Scorzoneroides cichoracea (Ten.) Greuter				
Plant_Scozonera_pseudodivaricata_Lipsch.	Scozonera pseudodivaricata Lipsch.				
Plant_Scrophularia_chrysantha	Scrophularia chrysantha	Q10510514			
Organism_7686	Scrophularia lateriflora	Q17746186			
Plant_Scutellalia_discolor_COLEBR.	Scutellalia discolor COLEBR.				
Plant_Scutellaria_hirta	Scutellaria hirta				
Plant_Scutellaria_immaculate	Scutellaria immaculate				
Plant_Scutellaria_irzewalskii	Scutellaria irzewalskii				
Plant_Scutellaria_karjagini	Scutellaria karjagini				
Plant_Scutellaria_karjaginii	Scutellaria karjaginii	Q15364341			
Organism_16739	Scutellaria ocellata	Q15365008			
Plant_Scutellaria_peregrina	Scutellaria peregrina	Q21877380			
Plant_Scutellaria_scrzonerifolium	Scutellaria scrzonerifolium				
Plant_Sebastiania	Sebastiania	Q5220377	Sebastian-bush	P1843	Sebastian-bush
Organism_29835	Sechium	Q139044	sechium	P1843	sechium
Plant_Sechium_pittieri	Sechium pittieri	Q15536925			
Organism_26280	Securigera orientalis	Q15535244			
Plant_Securinega_sp.	Securinega sp.				
Organism_20579	Sedum crassipes	Q87587140			
Plant_Sedum_nudum	Sedum nudum	Q17773598			
Organism_25084	Sedum populifolium	Q15485965			
Organism_24727	Sedum selskianum	Q481685			
Plant_Sedum_tuberiferum	Sedum tuberiferum	Q15488562			
Organism_21102	Selaginella davidii	Q17024094			
Plant_Selaginella_diffusa	Selaginella diffusa	Q17024085			
Plant_Selaginella_jungermannioides	Selaginella jungermannioides	Q17024437			
Organism_21104	Selaginella omeiensis	Q17256472			
Organism_6885	Selinum monnieri	Q38432819			
Plant_Selinum_spp.	Selinum spp.				
Plant_Semecarpus_sp.	Semecarpus sp.				
Plant_Semenovia_suffruticosa	Semenovia suffruticosa	Q17132757			
Plant_Semenovia_thomsonii	Semenovia thomsonii	Q17132774			
Plant_Semiaquilegia_sp.	Semiaquilegia sp.				
Organism_18295	Semnostachya menglaensis	Q15251790			
Plant_Sempervivum_nevadense	Sempervivum nevadense	Q6124825			
Plant_Senecio_aegypticus	Senecio aegypticus				
Organism_17910	Senecio ambrosioides	Q83812639			
Organism_14618	Senecio aucheri	Q109676397			
Organism_24441	Senecio auricula	Q50973349	Senecio auriculatissimus	label	
Plant_Senecio_bellidifolius	Senecio bellidifolius	Q38763321			
Organism_23746	Senecio borysthenicus				
Organism_55090	Senecio brachychaetus				
Plant_Senecio_burkartii	Senecio burkartii	Q15594549			
Organism_1637	Senecio carniolicus	Q9344516			
Plant_Senecio_carnosulus	Senecio carnosulus	Q15591308			
Plant_Senecio_crucifolia	Senecio crucifolia				
Plant_Senecio_culcitioides	Senecio culcitioides	Q15602954			
Organism_17262	Senecio cymosus	Q15595170			
Organism_24751	Senecio deformis	Q15598410			
Organism_1127	Senecio delphinifolius	Q38745136			
Organism_19620	Senecio doratophyllus	Q15594813			
Plant_Senecio_erechthitoides	Senecio erechthitoides	Q109728778			
Plant_Senecio_erechtitioides	Senecio erechtitioides	Q15596806	Senecio erechthithoides	label	
Organism_54455	Senecio floridanus	Q109678182			
Plant_Senecio_garnieri	Senecio garnieri	Q98117731			
Organism_56913	Senecio glaber	Q15599060			
Plant_Senecio_glaberrimus	Senecio glaberrimus	Q15599571			
Plant_Senecio_incarnus	Senecio incarnus				
Organism_54541	Senecio kleinia	Q1386312			
Organism_23748	Senecio kubensis	Q38743719			
Plant_Senecio_lyratus	Senecio lyratus	Q15599076			
Plant_Senecio_memorensis	Senecio memorensis				
Plant_Senecio_odontophyllus	Senecio odontophyllus	Q80692281			
Plant_Senecio_petraeus	Senecio petraeus	Q15600145			
Organism_3572	Senecio runcinatus	Q15602401			
Plant_Senecio_sarracinus	Senecio sarracinus				
Plant_Senecio_scleratus	Senecio scleratus				
Plant_Senecio_seratophiloides	Senecio seratophiloides				
Organism_23752	Senecio stenocephalus	Q38755601			
Organism_23753	Senecio subalpinus	Q9344514			
Organism_21390	Senecio tomentosus	Q38764155			
Plant_Senecio_zapahuirensis	Senecio zapahuirensis	Q15601924			
Plant_Senna_rugosa	Senna rugosa	Q15536729			
Plant_Sequoiadendron_species	Sequoiadendron species				
Plant_Serapias_spp.	Serapias spp.				
Organism_49944	Seris integrifolia				
Plant_Serjania_confertiflora	Serjania confertiflora	Q18080191			
Plant_Serpocaulon_dissimile	Serpocaulon dissimile	Q15347866			
Plant_Serpocaulon_sessilifolium	Serpocaulon sessilifolium	Q15346794			
Organism_14331	Serratula quinquefolia	Q96078563			
Organism_14333	Serratula radiata	Q21297307			
Plant_Sesbania_macrocarpa	Sesbania macrocarpa	Q39176774			
Plant_Seseli_diffusum	Seseli diffusum	Q17132913			
Plant_Seseli_ericephalum	Seseli ericephalum				
Organism_22196	Seseli incanum	Q134451469			
Plant_Seseli_korovinii	Seseli korovinii	Q15593497			
Plant_Seseli_meirei	Seseli meirei				
Plant_Seseli_pallasii	Seseli pallasii	Q17133415			
Plant_Seseli_resinosum	Seseli resinosum	Q17133683			
Plant_Seseli_sp	Seseli sp	Q17133726	Seseli sprengelii	label	
Plant_Seseli_varium	Seseli varium	Q15591569			
Plant_Seselllndicum	Seselllndicum				
Plant_Setaceous_Hebrew_character	Setaceous Hebrew character	Q2094340	setaceous hebrew character	P1843	setaceous hebrew character
Plant_Shefflera_venulosa	Shefflera venulosa				
Plant_Shorea_congestiflora	Shorea congestiflora	Q5490464			
Plant_Shorea_maxwelliana	Shorea maxwelliana	Q5479034			
Plant_Shorea_meranti	Shorea meranti				
Plant_Shorea_spp.	Shorea spp.				
Organism_22263	Shorea talura	Q59264291			
Organism_19547	Shorea vulgaris				
Organism_17868	Sickingia tinctoria				
Organism_55245	Sideritis biflora				
Plant_Sideritis_flavovitens	Sideritis flavovitens				
Plant_Sideritis_galatica	Sideritis galatica	Q15366739			
Plant_Sideritis_glauca	Sideritis glauca	Q15367086			
Organism_54766	Sideritis ilicifolia	Q2281761			
Organism_26383	Sideritis massoniana	Q98118849			
Organism_21024	Sideritis theezans	Q110075088			
Organism_9849	Sideritis tomentosa	Q2281765	Sideritis hirsuta	label	
Plant_Silaum_spp.	Silaum spp.				
Plant_Silene_multijida	Silene multijida				
Plant_Silene_nemoralis	Silene nemoralis				
Plant_Silene_pratense	Silene pratense				
Plant_Simaba_cf.orinocensis	Simaba cf.orinocensis				
Organism_57711	Simaba ferruginea	Q18080787			
Plant_Simaba_polyphylla	Simaba polyphylla	Q15525450			
Plant_Simarubaceae	Simarubaceae	Q33135986			
Plant_Sindora_spp.	Sindora spp.				
Plant_Sinomalus_sieboldii	Sinomalus sieboldii	Q95988557			
Plant_Sinomenium	Sinomenium	Q9298409			
Plant_Sinsia_dombeyana	Sinsia dombeyana				
Organism_56717	Siparuna andina	Q112041219			
Plant_Siphonoglossa	Siphonoglossa	Q10371977	tube tongue	P1843	tube tongue; tube-tongue
Organism_13915	Siphonoglossa canbyi	Q15367215			
Plant_Siphonoglossa_spp.	Siphonoglossa spp.				
Organism_23326	Sisymbrium alliaria	Q87609542			
Organism_25940	Sisymbrium confertum	Q15549159			
Organism_23328	Sisymbrium sophia	Q21877470			
Organism_20266	Sisyrinchium spp.				
Organism_24729	Sium latijugum	Q17134678			
Organism_8492	Skytanthus acutus	Q6130340			
Plant_Smallanthus_pyramidalis	Smallanthus pyramidalis	Q15565972			
Organism_20642	Smilacina atropurpurea	Q15227040			
Organism_16161	Smilacina stellata	Q32858669			
Plant_Smilax_nigrescens	Smilax nigrescens	Q11178932			
Plant_Smilax_vaginata	Smilax vaginata	Q15245095			
Organism_16162	Smilax zeylanica L.				
Organism_6888	Smyrniopsis armena				
Plant_Snecio_squalidus	Snecio squalidus				
Plant_Sobina_chinensis	Sobina chinensis				
Organism_9107	Solandra hartwegii N.Br.				
Organism_18752	Solanum adoense	Q17400484			
Organism_9551	Solanum ajanhuiri	Q15532852			
Plant_Solanum_annuum	Solanum annuum	Q2298237			
Organism_16163	Solanum aurantiacobaccatum	Q98119130			
Plant_Solanum_berthautii	Solanum berthautii				
Plant_Solanum_bonariense	Solanum bonariense	Q6131407			
Plant_Solanum_caavurana	Solanum caavurana	Q15533766			
Plant_Solanum_cartilobum	Solanum cartilobum				
Plant_Solanum_caudatum	Solanum caudatum	Q15534677			
Plant_Solanum_clarum	Solanum clarum	Q15534798			
Plant_Solanum_corymbosum	Solanum corymbosum	Q15534275			
Plant_Solanum_decemlineata	Solanum decemlineata				
Plant_Solanum_deporum	Solanum deporum				
Organism_19927	Solanum frutescens	Q110538965			
Plant_Solanum_horoviteii	Solanum horoviteii				
Plant_Solanum_jabrense	Solanum jabrense	Q17400884			
Plant_Solanum_laxissimum	Solanum laxissimum	Q15536011			
Plant_Solanum_luteoalbum	Solanum luteoalbum	Q7555752			
Plant_Solanum_lycopersicoides	Solanum lycopersicoides	Q15535617			
Plant_Solanum_obliquum	Solanum obliquum	Q17400805			
Plant_Solanum_oblongifolium	Solanum oblongifolium	Q15537243			
Plant_Solanum_ochranthum	Solanum ochranthum	Q15536283			
Plant_Solanum_okadae	Solanum okadae	Q15536450			
Plant_Solanum_palustre	Solanum palustre	Q15537040			
Plant_Solanum_pinnatum	Solanum pinnatum	Q15536494			
Plant_Solanum_pittosporifolium	Solanum pittosporifolium	Q10539637			
Organism_12835	Solanum soukupii	Q50862860			
Plant_Solanum_tetramerum	Solanum tetramerum	Q17401107			
Plant_Solanum_varbascifolium	Solanum varbascifolium				
Plant_Solanum_xylocarpum	Solanum xylocarpum				
Plant_Solanum_chaucha_red	Solanum_chaucha (red)				
Plant_Soldanella_alpina	Soldanella alpina	Q159373	Alpine snowbell	P1843	Alpine snowbell; Blue moonwort
Plant_Solenanthus_circinnatus	Solenanthus circinnatus	Q15225868			
Plant_Solidago_spp.	Solidago spp.				
Organism_674	Some marine animals				
Plant_Sonchus	Sonchus	Q830049	sowthistle	P1843	sowthistle
Plant_Sonchus_Jacquini	Sonchus Jacquini	Q98119616	Sonchus jacquinii	label	
Organism_17184	Sonchus jacquinii DC.				
Plant_Sonchus_spp.	Sonchus spp.				
Organism_15367	Sonchus tuberifer	Q15569792			
Organism_47606	Sophora denudata	Q3377284			
Organism_9085	Sophora glauca				
Plant_Sophora_praetorulosa	Sophora praetorulosa	Q15236773			
Organism_24708	Sophora speciosa	Q109876470			
Organism_23840	Sorbaria stellipila				
Plant_Sorbus_ambigua	Sorbus ambigua	Q17241279			
Plant_Sorbus_hostii	Sorbus hostii	Q17243652			
Plant_Sorbus_margittaiana	Sorbus margittaiana	Q12767842			
Organism_22495	Sorbus quercifolia				
Plant_Sorbus_sudetica	Sorbus sudetica	Q12024679			
Organism_11943	Sorghum durra	Q9339670			
Plant_Sorghum_spp.	Sorghum spp.				
Plant_Sparanskia_tuberculata	Sparanskia tuberculata				
Plant_Sparattosperma_leucanthum	Sparattosperma leucanthum	Q9697619			
Organism_3300	Sparattosperma vernicosum				
Plant_Sparaxis_sp	Sparaxis sp				
Plant_Sparaxis_spp.	Sparaxis spp.				
Plant_Spatholobi_sp.	Spatholobi sp.				
Plant_Spatholobus_harmandii	Spatholobus harmandii	Q10890124			
Plant_Spatholobus_parviflorus	Spatholobus parviflorus	Q15539726			
Plant_Sphaeropsidales_spp.	Sphaeropsidales spp.				
Plant_Sphaeropteris_glauca	Sphaeropteris glauca	Q15578753			
Plant_Sphaerostephanos_heterocarpus	Sphaerostephanos heterocarpus	Q17196569			
Plant_Sphagnum_megallanicum	Sphagnum megallanicum				
Plant_Spicantopsis_niponica	Spicantopsis niponica	Q90153627			
Plant_Spilanthes_pallida	Spilanthes pallida	Q104998649			
Organism_55629	Spiraea japonica var. acuta	Q25126310			
Plant_Spiraea_spp.	Spiraea spp.				
Plant_Spirodela_spp.	Spirodela spp.				
Plant_Spotted_lady_beetle	Spotted lady beetle	Q2241974	Spotted Lady Beetle	P1843	Spotted Lady Beetle
Organism_26727	Stachys betoniciflora	Q15368383			
Organism_26728	Stachys betonicifolia				
Organism_20422	Stachys grossheimii				
Organism_26731	Stachys hissarica				
Plant_Stachys_neglecta	Stachys neglecta				
Plant_Stachys_tubifer	Stachys tubifer				
Plant_Stachytarpheta_glabra	Stachytarpheta glabra	Q15436516			
Plant_Stapelia_spp.	Stapelia spp.				
Plant_Staphylea_arguta	Staphylea arguta	Q89250389			
Plant_Staphylea_formosana	Staphylea formosana	Q89250429			
Organism_26701	Statice gmelinii	Q39529426	Statice gmelini	alias	
Plant_Stauntonia_latifolia	Stauntonia latifolia	Q4499521			
Plant_Stauntonia_sp.	Stauntonia sp.				
Organism_12997	Stellera dichotoma var.lanceolata				
Organism_18059	Stemmadenia donnell-smithii	Q9079781	huevos de caballo	alias	
Organism_55871	Stemmadenia minima	Q55960110			
Plant_Stemmadenia_spp.	Stemmadenia spp.				
Organism_22178	Stemonoporus cordifolius	Q7607357			
Organism_22179	Stemonoporus lancifolius	Q5491141			
Organism_22902	Stenocalyx michelii				
Plant_Stenoccereus_stellatus	Stenoccereus stellatus				
Plant_Stenocephalum_megapotamicum	Stenocephalum megapotamicum	Q15553505			
Plant_Stenocereus_eichlamii	Stenocereus eichlamii	Q1463457			
Plant_Stenocereus_laevigatus	Stenocereus laevigatus	Q1373221			
Organism_23336	Stenoloma chusanum	Q50868533			
Plant_Stephania_cephalanta_Hayata	Stephania cephalanta Hayata				
Plant_Stephania_epigeae_H.S.Lo.	Stephania epigeae H.S.Lo.				
Organism_16036	Stephania longipes H.S.Lo				
Plant_Stephanina_aculeata	Stephanina aculeata				
Plant_Stephanina_bancroftii	Stephanina bancroftii				
Plant_Sterculia_balanghas	Sterculia balanghas	Q17579180			
Organism_22508	Sterculia colorata	Q39239162			
Organism_8129	Steriphoma paradoxum	Q15544832			
Plant_Stevia_breviarietata	Stevia breviarietata				
Organism_21660	Stevia rhombifolia	Q109632111			
Plant_Stevia_somaipatensis	Stevia somaipatensis				
Plant_Stevia_soratensis	Stevia soratensis	Q104851647			
Plant_Stilbe	Stilbe	Q147352			
Plant_Stilbe_spp.	Stilbe spp.				
Plant_Stilpnopappus_spp.	Stilpnopappus spp.				
Organism_13490	Stipa lemmonii	Q15505504			
Organism_14513	Stipa robusta	Q24700775			
Plant_Stomanthes_africanus	Stomanthes africanus				
Plant_Strachybotrys_atra	Strachybotrys atra				
Plant_Stramentopappus_poolae	Stramentopappus poolae	Q90732083			
Plant_Streblus_elongatus	Streblus elongatus	Q17244180			
Organism_11352	Streptanthus arizonicus	Q38544069			
Plant_Streptmoces_sp.	Streptmoces sp.				
Organism_23981	Streptocalyx poeppigii	Q32858715			
Organism_21026	Streptocarpus pole-evansii	Q17708915			
Plant_Streptoglossa_decurrens	Streptoglossa decurrens	Q15554555			
Organism_22453	Striga aspera	Q1347084			
Plant_Striped_bark_scorpion	Striped bark scorpion	Q3023831	Striped Bark Scorpion	P1843	Striped Bark Scorpion
Plant_Strobilanthes_crispa	Strobilanthes crispa	Q2261805			
Plant_Strobocalyx_esculenta	Strobocalyx esculenta	Q92858121			
