# per-organism common-name source; precedence gbif/ncbi > wikidata > duke
organism_id	scientific_name	common_name	source
Organism_17616	Taraxacum disseminatum	Golden-fruited Dandelion	gbif
Organism_51647	Trichodesma zeylanicum	Late Weed	gbif
Organism_25777	Trifolium caucasicum	Caucasian clover	gbif
Organism_51949	Trigonella corniculata	cultivated fenugreek	wikidata
Plant_Tripleurospermum_inodorum	Tripleurospermum inodorum	Scentless Mayweed	gbif
Organism_5184	Tripora divaricata	Odor bluebeard	gbif
Organism_19227	Vaccinium uliginosum	Bog Bilberry	gbif
Organism_26926	Viola odorata	English violet	gbif
Organism_3303	Vitex lucens	Puriri	wikidata
Organism_3169	Wachendorfia thyrsiflora	Blood root	gbif
Organism_18474	Zanthoxylum fagara	Lime Pricklyash	gbif
Organism_50939	Zanthoxylum macrophyllum	Hercules' club	wikidata
Organism_2537	Acacia baileyana	Bailey's Acacia	gbif
Organism_3476	Acacia nilotica	gum arabic tree	gbif
Organism_2612	Achillea clavennae	Silvery Yarrow	gbif
Organism_17306	Adiantum monochlamys	Mono-sorus maidenhair fern	gbif
Organism_50739	Aesculus indica	Indian Horse-chestnut	gbif
Organism_53598	Agnorhiza ovata	southern mule's ears	gbif
Organism_11640	Ainsliaea acerifolia	Maple-leaf ainsliaea	gbif
Organism_25937	Allamanda schottii	Bush Allamanda	gbif
Plant_Allium	Allium	Onion	wikidata
Organism_50470	Alnus formosana	Formosan Alder	gbif
Organism_10050	Alstonia constricta	Australian feverbark-tree	gbif
Organism_53261	Alstroemeria aurea	Peruvian Lily	gbif
Organism_13137	Amorpha canescens	Downy False Indigo	gbif
Plant_Antidesma_montanum_var._montanum	Antidesma montanum var. montanum	Antidesma montanum montanum	wikidata
Organism_11281	Araucaria columnaris	Cook's Pine	gbif
Organism_12245	Ardisia humilis	Low shoebutton	gbif
Organism_29649	Aristotelia australasica	Mountain Wineberry	gbif
Organism_25303	Artemisia suksdorfii	coastal wormwood	gbif
Organism_9538	Artocarpus lakoocha	monkeyfruit	ncbi
Organism_13544	Asteriscus sericeus	Canary Island Daisy	gbif
Organism_13663	Astilbe thunbergii	Ostrich Plume	gbif
Organism_49873	Astragalus oxyphysus	Diablo locoweed	gbif
Organism_22184	Baccharis pteronioides	yerba de pasmo	gbif
Organism_11149	Bauhinia racemosa	Bidi leaf tree	gbif
Organism_5567	Brickellia dentata	Gravelbar Brickellbush	gbif
Organism_13832	Bryum pseudotriquetrum	Common Green Bryum	gbif
Organism_44849	Buxus natalensis	Box Wattle	gbif
Organism_47131	Campanula pyramidalis	Chimney Bellflower	gbif
Organism_50407	Caroxylon imbricatum	Salsola imbricata	wikidata
Organism_45027	Carya cathayensis	Cathay hickory	gbif
Organism_53047	Castanopsis sieboldii	Itajii	gbif
Organism_29745	Centaurea nigra	black knapweed	gbif
Plant_Centaurea_triumfettii	Centaurea triumfettii	squarrose knapweed	gbif
Plant_Centaurea_urvillei	Centaurea urvillei	d'Urville's Star-thistle	gbif
Organism_3054	Chaerophyllum hirsutum	Hairy Chervil	gbif
Organism_5706	Chrysactinia mexicana	damianita	gbif
Organism_1351	Combretum molle	Velvet bushwillow	wikidata
Organism_51683	Coreopsis verticillata	Whorled Tickseed	gbif
Plant_Cornutia_pyramidata	Cornutia pyramidata	Azulejo	gbif
Organism_6418	Crithmum maritimum	Rock Samphire	gbif
Organism_12952	Crotalaria assamica	Assam crotalaria	gbif
Organism_13383	Crotalaria medicaginea	trefoil rattlepod	gbif
Organism_25504	Crotalaria retusa	Big Yellow Popbush	gbif
Organism_21897	Croton draco	weeping blood	gbif
Organism_47449	Cryptocarya triplinervis	Brown Laurel	gbif
Organism_52657	Cyathobasis fruticulosa	Girgensohnia fruticulosa	wikidata
Organism_9971	Desmodium incanum	Creeping Beggarweed	gbif
Plant_Dollar_spot	Dollar spot	Sclerotinia homoeocarpa	wikidata
Organism_47145	Dracocephalum moldavica	Moldavian Dragon-head	gbif
Organism_45706	Dryopteris sacrosancta	Baby buckler fern	gbif
Organism_14456	Dysoxylum malabaricum	White Cedar	gbif
Organism_52265	Eliokarmos thyrsoides	chinkerinchee	ncbi
Plant_Epimedium_davidi	Epimedium davidi	Epimedium davidii	wikidata
Plant_Epipremnum_pinnatum	Epipremnum pinnatum	Centipede tongavine	gbif
Organism_16164	Eranthis hyemalis	Winter Aconite	gbif
Plant_Euphorbia_hyssopifolia	Euphorbia hyssopifolia	Hyssopleaf Sandmat	gbif
Organism_46681	Euphorbia leuconeura	Madagascar jewel	gbif
Plant_Fatoua_villosa	Fatoua villosa	Hairy Crabweed	gbif
Organism_5346	Ferula foetida	asafetida	gbif
Organism_7884	Flaveria bidentis	Speedy-weed	gbif
Organism_6924	Flindersia bennettiana	Bennett's-ash	gbif
Plant_Gelasia_psychrophila	Gelasia psychrophila	Cold-loving Salsify	gbif
Plant_Gentianopsis_crinita	Gentianopsis crinita	greater fringed-gentian	gbif
Organism_5734	Geranium pratense	Meadow Crane's-bill	gbif
Organism_32083	Globularia bisnagarica L.	Common Globularia	gbif
Organism_16872	Halfordia kendack	Saffronheart	gbif
Organism_26753	Helianthus angustifolius	Swamp Sunflower	gbif
Organism_5288	Helianthus argophyllus	Silver-leaf Sunflower	gbif
Organism_8711	Hirschfeldia incana	Hoary Mustard	gbif
Plant_Hydnocarpus_venenata	Hydnocarpus venenata	Hydnocarpus venenatus	wikidata
Organism_1062	Hyparrhenia hirta	Coolatai grass	gbif
Plant_Hyuganatsu	Hyuganatsu	hyuganatsu	ncbi
Plant_Iochroma_gesnerioides	Iochroma gesnerioides	Red Bells	gbif
Organism_9428	Isodon shikokianus var. intermedius	Takakuma Teacost	gbif
Plant_Jeweled_distaff_thistle	Jeweled distaff thistle	Jeweled distaff thistle	wikidata
Organism_5200	Lactuca quercina L.	Oak-leaved Lettuce	gbif
Organism_12833	Leptarrhena pyrolifolia	leather-leaved saxifrage	gbif
Organism_46772	Liatris microcephala	small-head gayfeather	gbif
Organism_18345	Liatris squarrosa	scaly blazing star	gbif
Organism_31825	Lilium auratum Lindl.	Asiatic Lily	gbif
Organism_5408	Limnanthes douglasii	Douglas' meadowfoam	gbif
Organism_1061	Livistona australis	Cabbage Tree Palm	gbif
Organism_6974	Lolium temulentum	Darnel	gbif
Organism_6824	Lupinus arboreus	Tree Lupin	gbif
Plant_Machilus_macrantha	Machilus macrantha	Machilus macranthus	wikidata
Organism_23924	Macrotyloma uniflorum	Madras gram	gbif
Plant_Malvaviscus_arboreus	Malvaviscus arboreus	Turk's cap	gbif
Organism_46528	Maranta arundinacea	Arrowroot	gbif
Organism_17401	Medicago scutellata	Snail Medic	gbif
Organism_4579	Melampodium cinereum	Hoary blackfoot	gbif
Organism_49890	Meliosma simplicifolia	Simple-Leaved Meliosma	wikidata
Organism_17731	Mosla dianthera	Miniature beefsteakplant	gbif
Plant_Mukdenia_rossii	Mukdenia rossii	Maple-leaf mukdenia	gbif
Organism_2145	Neolitsea konishii	Konishi's Newlitse	gbif
Organism_3658	Nicotiana langsdorffii	fumo-bravo	ncbi
Organism_3724	Nigella damascena	Love-in-a-mist	gbif
Plant_Origanum_dubium	Origanum dubium	sweet marjoram	ncbi
Organism_13629	Osmunda japonica	Asian royal fern	gbif
Organism_46353	Osteospermum rigidum	Stinky Boneseed	gbif
Organism_15695	Oxytropis muricata	Crazyweed muricate	gbif
Organism_49252	Packera anonyma	Appalachian groundsel	gbif
Plant_Paeonia_anomala	Paeonia anomala	anomalous peony	gbif
Organism_9632	Parthenium incanum	mariola	gbif
Organism_22874	Perezia multiflora	Perezia	gbif
Organism_55402	Physalis viscosa	Stellate Ground-cherry	gbif
Organism_17820	Phytolacca thyrsiflora	Brazilian Pokeweed	gbif
Plant_Piper_peltatum	Piper peltatum	Cowheel Bush	gbif
Organism_52161	Pittosporum eugenioides	Lemonwood	gbif
Plant_Plantanus_orientalis	Plantanus orientalis	Oriental Plane	gbif
Organism_3383	Platanus acerifolia	London planetree	gbif
Organism_12784	Plumbago auriculata	Quaker	gbif
Plant_Prunus_salcina_Lindl._Blackamber_Friar	Prunus salcina Lindl. (Blackamber,Friar)	Asian Plum	gbif
Organism_46340	Psacalium peltatum	Caxanes	wikidata
Organism_51651	Pseudobersama mossambicensis	False Bersama	gbif
Organism_44438	Rhapis humilis	rattan palm	gbif
Organism_14755	Salix viminalis	Common Osier Willow	gbif
Organism_8214	Salvia moorcroftiana	Ladakhi Sage	gbif
Organism_13816	Scutellaria strigillosa	Sandy skullcap	gbif
Organism_31593	Securigera varia (L.) Lassen	Crown Vetch	gbif
Plant_Selenicereus_undatus	Selenicereus undatus	Nightblooming Cactus	gbif
Organism_16282	Senna alata	Christmas Candle	gbif
Plant_Senna_petersiana	Senna petersiana	Dwarf Cassia	gbif
Organism_12048	Siphonostegia chinensis	Asian siphonostegia	gbif
Organism_53420	Solanum cleistogamum	Shy Nightshade	gbif
Organism_53956	Solidago missouriensis	Missouri goldenrod	gbif
Plant_Spanish_dancer	Spanish dancer	Spanish dancer	wikidata
Organism_8965	Stenochlaena palustris	Climbing Swamp fern	gbif
Organism_29742	Stevia eupatoria	Stevia	gbif
Plant_Stuckenia_pectinata	Stuckenia pectinata	Fennel Pondweed	gbif
Organism_15670	Swertia chirayita	Swertia chirata	wikidata
Organism_31	Swietenia humilis	Honduras Mahogany	gbif
Organism_51462	Taxillus yadoriki	Silverberry-like taxillus	gbif
Organism_8237	Teucrium marum	Cat Thyme	gbif
Organism_7372	Thalictrum alpinum	Alpine Meadow-rue	gbif
Organism_22172	Thalictrum fendleri	Fendler's meadow-rue	gbif
Organism_3344	Thea sinensis	black tea	ncbi
Organism_29433	Tribulus cistoides	Cockle Corn	gbif
Organism_50623	Tylosema esculentum	Gemsbok Bean	gbif
Organism_47157	Ugni molinae	Chilean Guava	gbif
Organism_26403	Ulmus pumila	Siberian Elm	gbif
Organism_54295	Ursinia eckloniana	Yellow Swamp Daisy	gbif
Organism_6427	Valeriana officinalis	Common Valerian	gbif
Organism_17543	Vicia hirsuta	Hairy Tare	gbif
Plant_Vigna_umbeuata	Vigna umbeuata	Oriental-bean	gbif
Organism_24945	Vitis labrusca	Northern Fox Grape	gbif
Organism_45133	gentianella amarella ssp. acuta	Marsh Gentian	gbif
Organism_46949	Abies forrestii	Forrest's Fir	gbif
Organism_29935	Acacia myrtifolia	myrtle wattle	gbif
Organism_16508	Achillea alpina	Siberian yarrow	gbif
Plant_Achillea_ptarmica	Achillea ptarmica	Sneezeweed Yarrow	gbif
Plant_Actinodium_cunninghamii	Actinodium cunninghamii	albany daisy	gbif
Organism_23087	Aeollanthus buchnerianus	Radiant Rocksage	gbif
Organism_26814	Aeonium goochiae	Mrs. Goochs Aeonium	gbif
Organism_8130	Agathis australis	New Zealand Kauri	gbif
Organism_8011	Agrostemma githago	Corncockle	gbif
Plant_Albizia_lebbeck	Albizia lebbeck	Indian Siris	gbif
Organism_8400	Alphitonia excelsa Boiss.	Cooper's-wood	gbif
Organism_2758	Alstonia congensis	alstonia	gbif
Organism_6389	Amyris balsamifera	West Indian rosewood	gbif
Organism_6371	Artemisia gorgonum	Cape Verde Sagebrush	gbif
Organism_55208	Artemisia rubripes	Red-foot wormwood	gbif
Plant_Artemisia_vallesciaca_All.	Artemisia vallesciaca All.	Swiss wormwood	gbif
Organism_45559	Aster conspicuus	western showy aster	ncbi
Organism_56398	Averrhoa bilimbi	Bilimbi	gbif
Organism_8658	Baptisia lanceolata	gopherweed	gbif
Organism_10550	Baptisia lecontei	pineland wild indigo	gbif
Organism_46775	Beilschmiedia tooram	Tooram walnut	gbif
Organism_16078	Berberis buxifolia Lam.	Box-leaved Barberry	gbif
Plant_Betula_fruticosa	Betula fruticosa	Japanese Bog Birch	gbif
Organism_46690	Brosimum alicastrum	Breadnut	gbif
Organism_15319	Brunfelsia grandiflora D.DON	largeflower brunfelsia	gbif
Organism_50320	Calystegia hederacea	ivy-leaved false bindweed	gbif
Organism_9222	Campanula glomerata	Clustered Bellflower	gbif
Organism_1933	Celastraceae	bittersweet family	ncbi
Organism_4317	Cephaelis acuminata	ipecac	ncbi
Organism_56574	Chrysothamnus stylosus	Pillar False Gumweed	gbif
Plant_Clinopodium_brevifolium	Clinopodium brevifolium	Grey Calamint	gbif
Plant_Clinopodium_thymifolium	Clinopodium thymifolium	Micromeria thymifolia	wikidata
Organism_7614	Coelogyne ovalis	Oval Coelogyne	wikidata
Organism_24911	Coleus forskohlii (WILLD.) BRIQ.	Forskohl's Coleus	duke
Plant_Conyza_sumatrensis	Conyza sumatrensis	Tall fleabane	wikidata
Organism_51719	Coprosma lucida	Shining Karamū	gbif
Organism_44794	Corydalis clavicula	Corydalis claviculata	wikidata
Organism_51737	Corynocarpus laevigatus	New Zealand laurel	gbif
Plant_Cota_austriaca	Cota austriaca	Austrian chamomile	gbif
Organism_21157	Crepis mollis	Northern Hawk's-beard	gbif
Organism_45911	Crinodendron patagua	lily-of-the-valley-tree	gbif
Organism_15865	Crotalaria juncea	Indian-hemp	gbif
Organism_29803	Cryptocarya	cryptocarya	wikidata
Organism_31632	Cyclamen hederifolium Aiton	Hardy Cyclamen	gbif
Organism_52623	Cyclopia subternata	Honey-Tea	gbif
Plant_Cyperus_conglomeratus	Cyperus conglomeratus	Sedge	wikidata
Organism_11570	Damnacanthus indicus	Indian damnacanthus	gbif
Organism_29738	Delairea odorata	German-ivy	gbif
Plant_Delphinium	Delphinium	larkspur	wikidata
Plant_Delphinium_pubescens	Delphinium pubescens	Hairy Knight's-Spur	gbif
Plant_Dendrobium_longicornu	Dendrobium longicornu	Long-horned Dendrobium	wikidata
Plant_Didymocarpus_pedicellata	Didymocarpus pedicellata	Didymocarpus pedicellatus	wikidata
Organism_8218	Diospyros argentea	Silver-leaved Ebony	gbif
Plant_Dolichandra_unguis-cati	Dolichandra unguis-cati	Cat Claw	gbif
Organism_46831	Echinops setifer	Purple globe thistle	gbif
Organism_48189	Echinopsis spachiana	golden column	gbif
Organism_49754	Echium pininana	Giant Viper's-bugloss	gbif
Plant_Enteromorpha_intestinalis	Enteromorpha intestinalis	hollow green seaweed	ncbi
Organism_29397	Eucalyptus cloeziana	Gympie Messmate	gbif
Organism_29499	Eucalyptus dunnii	Dunn's White Gum	gbif
Organism_6644	Eupatorium formosanum	ground qalanis	gbif
Organism_2531	Eupatorium mikanioides	semaphore thoroughwort	gbif
Organism_32017	Euphorbia seguieriana Neck. s.str.	steppe spurge	gbif
Organism_25302	Evolvulus nummularius	Dwarf Morning Glory	gbif
Plant_Ferula_ferulaeoides	Ferula ferulaeoides	kurai	gbif
Organism_19279	Ficus glumosa	Hairy Rock Fig	gbif
Organism_45205	Fossombronia pusilla	Common Frillwort	gbif
Organism_51657	Frangula purshiana	Cascara Buckthorn	gbif
Plant_Fraxinus_longicuspis	Fraxinus longicuspis	Japanese ash	gbif
Organism_5505	Fritillaria camtschatcensis	black sarana	ncbi
Organism_50164	Glycyrrhiza	licorice	ncbi
Organism_6159	Grindelia squarrosa	Curly-cup Gumweed	gbif
Organism_29620	Helianthus debilis	Weak Sunflower	gbif
Organism_9132	Helichrysum bracteatum	Strawflower	gbif
Organism_51728	Helleborus odorus	Sweet-scented Hellebore	gbif
Organism_22444	Hemidesmus indicus R.Br.	Indian sarsaparilla	ncbi
Organism_1582	Hypecoum procumbens	procumbent hypecoum	gbif
Organism_8557	Hypericum tetrapterum Fries	Square-stalked St John's-wort	gbif
Organism_31644	Iberis umbellata L.	Garden Candytuft	gbif
Organism_43965	Ibervillea sonorae	wareque	gbif
Plant_Iris_pseudopumila	Iris pseudopumila	Southern Dwarf-iris	gbif
Organism_1706	Juniperus procera	African Pencil Cedar	gbif
Plant_Kalanchoe_integra	Kalanchoe integra	Neverdie	gbif
Organism_24444	Lantana trifolia	Threeleaf Shrubverbena	gbif
Organism_50950	Leptolobium panamense	Billy Webb	gbif
Organism_19599	Liatris pycnostachya	prairie blazing-star	gbif
Organism_5944	Ligularia fischeri	Fischer Goldenray	gbif
Organism_12530	Lilium regale	Royal Lily	gbif
Plant_Limonium_gmelini	Limonium gmelini	Siberian Statice	gbif
Plant_Litsea_glaucescens	Litsea glaucescens	Mexican bay leaf	wikidata
Plant_Lotus_tenuis	Lotus tenuis	Narrow-leaved Bird's-foot-trefoil	gbif
Organism_28714	Lumnitzera racemosa	White-flowered black mangrove	gbif
Organism_24222	Lupinus nanus	Orean blue lupin	gbif
Organism_7674	Lycopodium fastigiatum	alpine club moss	wikidata
Organism_2071	Lysimachia nummularia	Creeping Yellow Loosestrife	gbif
Organism_52114	Macrozamia riedlei	Zamia	gbif
Plant_Marah_macrocarpa	Marah macrocarpa	Chilicothe	gbif
Organism_53815	Marsdenia tinctoria	climbing-indigo	gbif
Plant_Micromeria_croatica	Micromeria croatica	Croatian Whitweed	gbif
Organism_1900	Moraceae	mulberry family	ncbi
Organism_25832	Moringa pterygosperma	horseradish tree	ncbi
Plant_Muscari_comosum	Muscari comosum	Tassel Hyacinth	gbif
Organism_55846	Myrothamnus flabellifolia	Resurrection Bush	gbif
Organism_7438	Nicotiana glauca	Tree Tobacco	gbif
Organism_13833	Ochrosia elliptica Labill.	Bloodhorn	gbif
Organism_17691	Olea capensis	Black Ironwood	gbif
Organism_2648	Oncosiphon grandiflorum	Swollen-flowered Maywood	gbif
Plant_Osbornia_octodonta	Osbornia octodonta	myrtle mangrove	gbif
Organism_8889	Osmitopsis asteriscoides	Mountain Daisy	wikidata
Plant_Osmunda_regalis	Osmunda regalis	Royal Fern	gbif
Organism_4126	Petersianthus macrocarpus	essia	gbif
Organism_44802	Phyla canescens	carpet-grass	gbif
Organism_14802	Physocarpus opulifolius	Eastern Ninebark	gbif
Organism_14889	Phytolacca dioica	Belhambra Treee	gbif
Organism_29574	Picris echioides	Bristly Oxtongue	gbif
Organism_31197	Pistacia Weinmannifolia	Pistacia weinmanniifolia	wikidata
Organism_5986	Plantago arenaria	Branched Plantain	gbif
Organism_49322	Pluchea lanceolata	pluchea	gbif
Organism_2117	Podocarpus totara	totara	gbif
Organism_2033	Polygonum bistorta	meadow bistort	wikidata
Organism_3226	Polygonum salicifolium	willow-weed	ncbi
Organism_16461	Porella navicularis	Tree Ruffle Liverwort	gbif
Organism_49337	Primulina dryas	Chinese Chirita	gbif
Organism_51002	Prunus maximowiczii	Korean Cherry	gbif
Organism_56069	Prunus zippeliana	big leaf cherry	wikidata
Plant_Pseudelephantopus_spicatus	Pseudelephantopus spicatus	dog's-tongue	wikidata
Organism_47996	Pseudocinchona pachyceras	false yohimbe	gbif
Organism_49784	Pulmonaria officinalis	Lungwort	gbif
Plant_Quercus_myrsinaefolia	Quercus myrsinaefolia	shira-kashi	ncbi
Organism_54061	Ravensara aromatica	Ravensara	duke
Organism_31751	Rhododendron catawbiense Michx.	Catawba rhododendron	gbif
Organism_12012	Riccardia multifida subsp. Decrescens	Comb Liverwort	gbif
Plant_Rosa	Rosa	rose	wikidata
Organism_6903	Salix fragilis	Hybrid White Willow	gbif
Organism_8969	Salix herbacea	Dwarf Willow	gbif
Organism_28	Salvia ballotiflora	shrubby blue sage	gbif
Organism_10672	Sansevieria ehrenbergii	Blue Sansevieria	wikidata
Organism_29554	Sansevieria trifasciata	African bowstring-hemp	gbif
Plant_Satureja_spicigera	Satureja spicigera	creeping savory	wikidata
Organism_12169	Schizanthus grahamii	bright pink Chilean butterfly flower	gbif
Plant_Schizocarphus_nervosus	Schizocarphus nervosus	Scilla	gbif
Organism_18718	Schoenocaulon officinale	sabadilla	ncbi
Organism_52650	Scutellaria cypria	Cyprus Skullcap	gbif
Organism_29781	Silene vulgaris	Bladder Campion	gbif
Plant_Solanum_asperolanatum	Solanum asperolanatum	devil's-fig	gbif
Organism_25299	Stachys sylvatica L.	Hedge Woundwort	gbif
Organism_53643	Sterculia setigera	Karaya gum tree	gbif
Organism_50012	Striga lutea	Asiatic witchweed	gbif
Organism_2379	Styrax japonica	Japanese snowbell	gbif
Plant_Tabernaemontana_alternifolia	Tabernaemontana alternifolia	alternate-leaved crape jasmine	gbif
Organism_48156	Targionia hypophylla	Orobus-seed Liverwort	gbif
Organism_11935	Tecomella undulata	Desert Teak	gbif
Organism_52970	Tigridia pavonia	Mexican shellflower	gbif
Organism_10467	Ulex parviflorus	Small-flowered Gorse	gbif
Plant_Vahlia_capensis	Vahlia capensis	Toiing	gbif
Organism_3347	Viburnum furcatum	Forked Viburnum	gbif
Organism_29415	Wollemia nobilis	Wollemi Pine	gbif
Organism_29505	Ximenia americana	Hog plum	gbif
Plant_artocarpus_rigida	artocarpus rigida	monkey Jack	gbif
Organism_46751	liverworts	common liverwort	ncbi
Organism_50899	Acacia leptostachya	Townsville Wattle	gbif
Organism_6741	Acalypha hispida	Philippine-medusa	gbif
Organism_31850	Acer negundo L.	Ashleaf Maple	gbif
Organism_47171	Acer tataricum subsp. ginnala	Amur Maple	gbif
Plant_Acer_truncatum	Acer truncatum	Shantung Maple	gbif
Plant_Achillea_ageratifolia	Achillea ageratifolia	yarrow	wikidata
Organism_21971	Aconitum pendulum	Pendulous Monkshood	gbif
Organism_9286	Aconitum talassicum	Tala Monkshood	gbif
Organism_16212	Actinidia eriantha	velvetvine	gbif
Organism_8375	Adansonia digitata	Baobab Tree	gbif
Organism_20729	Aesculus californica	California buckeye	gbif
Organism_25265	Agathis lanceolata	Koghis Kauri	gbif
Organism_54489	Agathosma capensis	Cape Buchu	gbif
Organism_12023	Ajuga pyramidalis	Pyramidal Bugle	gbif
Plant_Allium_karataviense	Allium karataviense	Turkestan onion	gbif
Organism_45050	Amphilophium crucigerum	Monkey comb	gbif
Organism_13537	Andromeda polifolia	Bog-rosemary	gbif
Organism_44245	Annona ambotay	Karaxmia	wikidata
Organism_14634	Anthyllis hermanniae	Yellow Kidney-Vetch	gbif
Plant_Archontophoenix_alexandrae	Archontophoenix alexandrae	Alexander Palm	gbif
Organism_16445	Arctotis aspera	Rough African Daisy	gbif
Plant_Artemisia_hugueti	Artemisia hugueti	Artemisia huguetii	wikidata
