# sources (priority): gbif,ncbi
# gbif: https://api.gbif.org/v1 (species/match + vernacularNames); langs=eng
# ncbi: NCBI Taxonomy taxdump (https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdmp.zip)
# retrieved: 2026-08-18
organism_id	scientific_name	chosen_source	display_common_name	gbif_accepted_name	gbif_usageKey	gbif_rank	gbif_matchType	ncbi_taxid	all_common_names
Organism_17939	Astragalus canadensis var. mortonii	gbif	Morton's Canada milk-vetch	Astragalus canadensis var. mortonii (Nutt.) S.Watson	5345440	VARIETY	EXACT	3144681	gbif:eng:Morton's Canada milk-vetch; gbif:eng:Morton's Canadian Milkvetch; gbif:eng:Morton's Canadian milk-vetch; gbif:eng:Morton's Canadian milkvetch; gbif:eng:Morton's milk-vetch; gbif:eng:Morton's Canada milk-vetch; gbif:eng:Morton's Canadian milk-vetch; gbif:eng:Morton's milk-vetch
Organism_20478	Astragalus cephalotes var. brevicalyx	none		Astragalus cephalotes var. brevicalyx Eig	7749988	VARIETY	EXACT	1302571	
Organism_14738	Astragalus cephalotes var.brevicalyx	none		Astragalus cephalotes var. brevicalyx Eig	7749988	VARIETY	EXACT	1302571	
Organism_17399	Asystasia gangetica L.	gbif	Primrose	Asystasia gangetica (L.) T.Anderson	3173254	SPECIES	EXACT	141292	gbif:eng:Asian Coromandel; gbif:eng:Asystasia; gbif:eng:Chinese violet; gbif:eng:Chinese violet; gbif:eng:Chinese violet, Coromandel, Creeping foxglove, Ganges primrose, Asystasia; gbif:eng:Creeping Foxglove; gbif:eng:Ganges primrose; gbif:eng:Ganges primrose; gbif:eng:Philippine violet; gbif:eng:Primrose; gbif:eng:Primrose; gbif:eng:Chinese Violet
Organism_17983	Atriplex spongiosa	gbif	Pop Saltbush	Atriplex spongiosa F.Muell.	6035812	SPECIES	EXACT	151219	gbif:eng:Pop Saltbush; gbif:eng:annual saltbush; gbif:eng:annual saltbush; gbif:eng:pop saltbush; gbif:eng:pop saltbush; gbif:eng:spongy saltbush; gbif:eng:spongy saltbush; gbif:eng:Pop Saltbush
Organism_32122	Atropa bella-donna L.	gbif	Deadly Nightshade	Atropa belladonna L.	3802655	SPECIES	FUZZY	24609	gbif:eng:Belladonna; gbif:eng:Deadly Nightshade; gbif:eng:Dwale; gbif:eng:Naughty-man's Cherries; gbif:eng:belladonna; gbif:eng:belladonna; gbif:eng:belladonna; gbif:eng:deadly nightshade; gbif:eng:deadly nightshade; gbif:eng:deadly-nightshade; gbif:eng:deadly-nightshade; gbif:eng:Deadly Nightshade; gbif:eng:deadly nightshade; gbif:eng:belladonna
Organism_23982	Atropa belladonna L.	gbif	Deadly Nightshade	Atropa belladonna L.	3802655	SPECIES	EXACT	33113	gbif:eng:Belladonna; gbif:eng:Deadly Nightshade; gbif:eng:Dwale; gbif:eng:Naughty-man's Cherries; gbif:eng:belladonna; gbif:eng:belladonna; gbif:eng:belladonna; gbif:eng:deadly nightshade; gbif:eng:deadly nightshade; gbif:eng:deadly-nightshade; gbif:eng:deadly-nightshade; gbif:eng:Deadly Nightshade; gbif:eng:deadly nightshade; gbif:eng:belladonna; ncbi:-:belladonna; ncbi:-:deadly nightshade
Organism_32116	Aucuba japonica Thunb.	gbif	Spotted-laurel	Aucuba japonica Thunb.	3033077	SPECIES	EXACT	16901	gbif:eng:Japanese acuba; gbif:eng:Japanese aucuba; gbif:eng:Japanese aucuba; gbif:eng:Japanese laurel; gbif:eng:Japanese laurel; gbif:eng:Japanese-laurel; gbif:eng:Japanese-laurel; gbif:eng:Spotted Laurel; gbif:eng:Spotted laurel; gbif:eng:Spotted-Laurel; gbif:eng:Spotted-laurel; gbif:eng:Spotted-laurel; gbif:eng:spotted-laurel; gbif:eng:Spotted-laurel; gbif:eng:Spotted Laurel; gbif:eng:Spotted-Laurel
Organism_24302	Austrobaileya scandens C.T.White.	gbif	Austrobaileya	Austrobaileya scandens C.T.White	4197027	SPECIES	EXACT	13351	gbif:eng:Austrobaileya
Organism_30125	Austromyrtus	none		Austromyrtus (Nied.) Burret	3177337	GENUS	EXACT	375211	
Organism_49731	Austroplenckia populnea	none		Austroplenckia populnea (Reissek) Lundell	3794051	SPECIES	EXACT		
Organism_23358	Austroplenckia populnea var.ovata	none		Austroplenckia populnea (Reissek) Lundell	3794051	SPECIES	HIGHERRANK		
Organism_7403	Avena sativa L.	gbif	Cultivated Oats	Avena sativa L.	2705290	SPECIES	EXACT	4498	gbif:eng:Algerian Oat; gbif:eng:Algerian Oat; gbif:eng:Common Oat; gbif:eng:Common Oat; gbif:eng:Common Oats; gbif:eng:Common oat; gbif:eng:Common oat; gbif:eng:Common oat; gbif:eng:Cultivated Oat; gbif:eng:Oat; gbif:eng:Oat; gbif:eng:Oat; gbif:eng:Oats; gbif:eng:Oats; gbif:eng:Red Oat; gbif:eng:Sativa Oats; gbif:eng:Side Oat; gbif:eng:Tree Oat; gbif:eng:cultivated oats; gbif:eng:naked oats; gbif:eng:oat; gbif:eng:oat; gbif:eng:oats; gbif:eng:red oat; gbif:eng:red oat; gbif:eng:side oat; gbif:eng:side oat; gbif:eng:tree oat; gbif:eng:tree oat; gbif:eng:Cultivated Oats; gbif:eng:Oat; gbif:eng:cultivated oats; gbif:eng:Common Oats; gbif:eng:Cultivated Oat; gbif:eng:Cultivated Oat; gbif:eng:Naked Oats; gbif:eng:naked oats; gbif:eng:oats; ncbi:-:cultivated oat; ncbi:-:cultivated oats; ncbi:-:oats
Organism_20378	Averrhoa carambola L.	gbif	Starfruit	Averrhoa carambola L.	2891641	SPECIES	EXACT	28974	gbif:eng:Carambola; gbif:eng:blimbing; gbif:eng:blimbing; gbif:eng:caramba; gbif:eng:caramba; gbif:eng:carambola; gbif:eng:carambola; gbif:eng:five-corner; gbif:eng:five-corner; gbif:eng:starfruit; gbif:eng:Starfruit
Organism_22982	Avicennia officinalis L.	gbif	Indian Mangrove	Avicennia officinalis L.	6413451	SPECIES	EXACT	1134458	gbif:eng:Indian Mangrove; gbif:eng:baen; gbif:eng:baen; gbif:eng:bina; gbif:eng:bina; gbif:eng:white mangrovetree; gbif:eng:white mangrovetree
Organism_2266	Baccharis dracunculifolia DC.	none		Baccharis dracunculifolia DC.	3129176	SPECIES	EXACT	72900	
Organism_9833	Baccharis gaudichaudiana DC	none		Baccharis gaudichaudiana DC.	3129528	SPECIES	EXACT	41487	
Organism_3893	Bacopa monniera WETTST.	gbif	Water Hyssop	Bacopa monnieri (L.) Wettst.	7836060	SPECIES	FUZZY	263974	gbif:eng:Coastal Waterhyssop; gbif:eng:Water Hyssop; gbif:eng:Coastal Water Hyssop; gbif:eng:Herb-of-grace
Organism_5765	Baeckea frutescens L.	gbif	Shrubby Baeckea	Baeckea frutescens L.	3187799	SPECIES	EXACT	199392	gbif:eng:Shrubby Baeckea; gbif:eng:Weeping Baeckea; gbif:eng:Weeping Myrtle; gbif:eng:baeckea
Organism_7726	Baileya multiradiata Harb.et Gray.	gbif	Showy Desert-marigold	Baileya multiradiata Harv. & A.Gray ex Torr.	8347815	SPECIES	EXACT	128805	gbif:eng:Showy Desert-marigold; gbif:eng:Wild Desert-marigold; gbif:eng:desert-marigold; gbif:eng:desert-marigold; gbif:eng:Desert marigold
Organism_25266	Banisteriopsis caapi	gbif	Mariri	Banisteriopsis caapi (Spruce ex Griseb.) C.V.Morton	3191340	SPECIES	EXACT	577683	gbif:eng:Mariri; gbif:eng:ayahuasca; gbif:eng:soulvine; gbif:eng:soulvine
Organism_24699	Baptisia tinctoria R.Br.	gbif	Wild Indigo	Baptisia tinctoria (L.) R.Br.	7943262	SPECIES	EXACT	49797	gbif:eng:Horseflyweed; gbif:eng:Horseflyweed; gbif:eng:Indigo-broom; gbif:eng:Indigo-broom; gbif:eng:Rattleweed; gbif:eng:Rattleweed; gbif:eng:Wild Indigo; gbif:eng:Wild Indigo; gbif:eng:Wild Indigo; gbif:eng:Wild-indigo; gbif:eng:Yellow Wild Indigo; gbif:eng:Yellow Wild Indigo; gbif:eng:Yellow-broom; gbif:eng:Yellow-broom; gbif:eng:horseflyweed; gbif:eng:horseflyweed; gbif:eng:indigo-broom; gbif:eng:indigo-broom; gbif:eng:rattleweed; gbif:eng:rattleweed; gbif:eng:wild indigo; gbif:eng:yellow false indigo; gbif:eng:yellow wild indigo; gbif:eng:yellow wild indigo; gbif:eng:yellow-broom; gbif:eng:yellow-broom; gbif:eng:Wild Indigo; gbif:eng:yellow wild indigo; gbif:eng:Horsefly Weed; gbif:eng:Horsefly Weed; gbif:eng:Wild-indigo; gbif:eng:Yellow False Indigo; gbif:eng:Yellow False Indigo; gbif:eng:yellow false indigo; ncbi:-:Eastern wild indigo; ncbi:-:horseflyweed; ncbi:-:rattleweed
Organism_12296	Barbarea vulgaris	gbif	Bitter Wintercress	Barbarea vulgaris (L.) W.T.Aiton	5708780	SPECIES	EXACT	50459	gbif:eng:Bittercress; gbif:eng:Bittercress; gbif:eng:Common Winter-Cress; gbif:eng:Cressy-greens; gbif:eng:Cressy-greens; gbif:eng:Garden Yellow Rocket; gbif:eng:Garden Yellow Rocket; gbif:eng:Garden Yellowrocket; gbif:eng:Garden Yellowrocket; gbif:eng:Garden yellowrocket; gbif:eng:Herb-barbaras; gbif:eng:Herb-barbaras; gbif:eng:Rocket Cress; gbif:eng:Rocket Cress; gbif:eng:Upland Cress; gbif:eng:Upland Cress; gbif:eng:Winter Cress; gbif:eng:Winter Cress; gbif:eng:Winter Cress; gbif:eng:Winter-Cress; gbif:eng:Winter-cress; gbif:eng:Wintercress; gbif:eng:Wintercress; gbif:eng:Yellow Rocket; gbif:eng:Yellow Rocket; gbif:eng:Yellow rocket; gbif:eng:bitter wintercress; gbif:eng:bittercress; gbif:eng:bittercress; gbif:eng:cress; gbif:eng:cressy-greens; gbif:eng:cressy-greens; gbif:eng:garden yellow rocket; gbif:eng:garden yellow-rocket; gbif:eng:garden yellowrocket; gbif:eng:herb-Barbaras; gbif:eng:herb-Barbaras; gbif:eng:rocket cress; gbif:eng:rocket cress; gbif:eng:upland cress; gbif:eng:upland cress; gbif:eng:winter cress; gbif:eng:wintercress; gbif:eng:yellow rocket; gbif:eng:yellow rocket; gbif:eng:yellow rocket; gbif:eng:yellow-rocket; gbif:eng:Bitter Wintercress; gbif:eng:Bitter Wintercress; gbif:eng:Winter-cress; gbif:eng:bitter wintercress; gbif:eng:Common Winter-Cress; gbif:eng:Common Winter-cress; gbif:eng:Common Winter-cress; gbif:eng:Common Wintercress; gbif:eng:Common Wintercress; gbif:eng:Cress; gbif:eng:Cress; gbif:eng:Winter Cress; gbif:eng:Winter-Cress; gbif:eng:cress; gbif:eng:cressy-greens; gbif:eng:garden yellow-rocket; gbif:eng:yellow-rocket; ncbi:-:upland cress; ncbi:-:winter cress; ncbi:-:yellow rocket
Organism_8883	Basella rubra	gbif	Pui Shak	Basella rubra L.	3083505	SPECIES	EXACT	3686529	gbif:eng:Pui Shak
Organism_31702	Bassia scoparia (L.) Voss	gbif	Summer-cypress	Bassia scoparia (L.) Voss	7852603	SPECIES	EXACT	83154	gbif:eng:Summer-cypress; gbif:eng:Summer-cypress; gbif:eng:Summer-Cypress; ncbi:-:summer cypress
Organism_23715	Bauerella simplicifolia ssp.neo-scotica	none		Bauerella simplicifolia subsp. neoscotica (P.S.Green) T.G.Hartley	5593474	SUBSPECIES	FUZZY		
Organism_44805	Bauhinia forficata subsp. pruinosa	none		Bauhinia forficata subsp. pruinosa (Vogel) Fortunato & Wunderlin	2953864	SUBSPECIES	EXACT	72379	
Organism_53932	Bauhinia malabarica	none		Bauhinia malabarica Roxb.	2953202	SPECIES	EXACT	1288007	
Organism_6276	Bauhinia purpurea L.	gbif	Butterfly Orchid Tree	Bauhinia purpurea L.	2953871	SPECIES	EXACT	3806	gbif:eng:Butterfly Orchid Tree; gbif:eng:Butterfly Tree; gbif:eng:Butterfly tree; gbif:eng:Butterfly-tree; gbif:eng:Hawaiian Orchid Tree; gbif:eng:Hong Kong Orchid Tree; gbif:eng:Pink Butterfly Tree; gbif:eng:Purple Camel's Foot; gbif:eng:butterfly tree; gbif:eng:butterfly tree; gbif:eng:butterfly-orchid-tree; gbif:eng:butterfly-orchid-tree; gbif:eng:butterfly-tree; gbif:eng:camel's-foot; gbif:eng:camel's-foot; gbif:eng:orchidtree; gbif:eng:orchidtree; gbif:eng:purple bauhinia; gbif:eng:purple bauhinia; gbif:eng:Butterfly-tree; gbif:eng:Hawaiian Orchid Tree; gbif:eng:Hong Kong Orchid Tree; gbif:eng:Purple Camel's Foot; ncbi:-:camel's foot tree
Organism_8354	Bauhinia vahlii L.	none		Phanera Lour.	7278390	GENUS	HIGHERRANK	653097	
Organism_23849	Bauhinia variegata L.	gbif	Camel's foot tree	Bauhinia variegata L.	2953251	SPECIES	EXACT	167791	gbif:eng:Camel's foot tree; gbif:eng:Mountain Ebony; gbif:eng:Mountain ebony; gbif:eng:mountain ebony; gbif:eng:mountain ebony; gbif:eng:mountain-ebony; gbif:eng:mountain-ebony; gbif:eng:orchidtree; gbif:eng:orchidtree; ncbi:-:mountain ebony; ncbi:-:orchid tree
Organism_24428	Becium grandiflorum	none		Becium grandiflorum (Lam.) Pic.Serm.	7306452	SPECIES	EXACT		
Organism_16238	Beilschmiedia madang BL.	none		Beilschmiedia madang (Blume) Blume	4176422	SPECIES	EXACT	88849	
Organism_7624	Berberis buxifolia	gbif	Box-leaved Barberry	Berberis buxifolia Lam.	7300252	SPECIES	EXACT	186720	gbif:eng:Box-leaved Barberry; gbif:eng:Magellan barberry; gbif:eng:box-leaf barberry; gbif:eng:Box-leaved Barberry; gbif:eng:Box-Leaved Barberry; ncbi:-:Magellan barberry
Organism_14620	Berberis empetrifolia	none		Berberis empetrifolia Lam.	7300424	SPECIES	EXACT	186724	
Organism_16459	Berberis laurina Billb.	none		Berberis laurina Billb.	7620202	SPECIES	EXACT	2364036	
Organism_11889	Berberis lycium Royle	gbif	Indian barberry	Berberis lycium Royle	8415406	SPECIES	EXACT	659594	gbif:eng:Boxthorn barberry; gbif:eng:Indian barberry; gbif:eng:Indian barberry; gbif:eng:Boxthorn barberry
Organism_11155	Berberis vulgaris L.	gbif	Barberry	Berberis vulgaris L.	3033894	SPECIES	EXACT	258209	gbif:eng:Barberry; gbif:eng:Barberry; gbif:eng:Barberry; gbif:eng:Berbéris Vulgaire; gbif:eng:Common Barberry; gbif:eng:Common barberry; gbif:eng:European Barberry; gbif:eng:European Berbery; gbif:eng:European barberry; gbif:eng:European barberry; gbif:eng:European barberry; gbif:eng:Jaundice-berry; gbif:eng:Piprage; gbif:eng:Vinetteier; gbif:eng:barberry; gbif:eng:barberry; gbif:eng:berbéris vulgaire; gbif:eng:common barberry; gbif:eng:common barberry; gbif:eng:common barberry; gbif:eng:jaundice-berry; gbif:eng:jaundice-berry; gbif:eng:piprage; gbif:eng:piprage; gbif:eng:vinetteier; gbif:eng:Épine-vinette; gbif:eng:épine-vinette; gbif:eng:Barberry; gbif:eng:common barberry; gbif:eng:European barberry; gbif:eng:barberry; ncbi:-:common barberry; ncbi:-:European barberry
Organism_17875	Berberis vulgaris ssp.australis	ncbi	common barberry	Berberis vulgaris subsp. australis (Boiss.) Heywood	7833352	SUBSPECIES	EXACT	258209	ncbi:-:common barberry; ncbi:-:European barberry
Organism_46770	Bergenia crassifolia var. cordifolia	none		Bergenia crassifolia var. cordifolia (Haw.) Boriss.	7971055	VARIETY	EXACT	885526	
Organism_1011	Bersama abyssinica	gbif	Winged Bersama	Bersama abyssinica Fresen.	3845259	SPECIES	EXACT	113247	gbif:eng:Winged Bersama
Organism_17351	Bersama engleriana Gurke	none		Bersama engleriana Gürke	3845254	SPECIES	EXACT	85175	
Organism_31892	Berteroa incana (L.) DC.	gbif	Hoary Alison	Berteroa incana (L.) DC.	3053522	SPECIES	EXACT	228874	gbif:eng:Hoary Alison; gbif:eng:Hoary Alison; gbif:eng:Hoary Alison; gbif:eng:Hoary Alison; gbif:eng:Hoary Alison; gbif:eng:Hoary Alyssum; gbif:eng:Hoary Alyssum; gbif:eng:Hoary False Alyssum; gbif:eng:Hoary False Alyssum; gbif:eng:Hoary False Madwort; gbif:eng:Hoary False Madwort; gbif:eng:Hoary alyssum; gbif:eng:Hoary alyssum; gbif:eng:hoary alison; gbif:eng:hoary alison; gbif:eng:hoary alyssum; gbif:eng:hoary alyssum; gbif:eng:hoary false alyssum; gbif:eng:hoary false alyssum; gbif:eng:hoary false madwort; gbif:eng:hoary false madwort; gbif:eng:hoary false madwort; gbif:eng:hoary false-alyssum; gbif:eng:hoary-alyssum; gbif:eng:hoary-alyssum; gbif:eng:Hoary Alison; gbif:eng:hoary alyssum; gbif:eng:hoary false madwort; gbif:eng:hoary false-alyssum
Organism_23831	Beta vulgaris L.	gbif	Beet	Beta vulgaris L.	8971274	SPECIES	EXACT	161934	gbif:eng:Beet; gbif:eng:Beet; gbif:eng:Beetroot; gbif:eng:Chard; gbif:eng:Common Beet; gbif:eng:Common Beet; gbif:eng:Common beet; gbif:eng:Fodder Beet; gbif:eng:Mangels; gbif:eng:Silver Beet; gbif:eng:Spinach Beet; gbif:eng:Sugar Beet; gbif:eng:Sugar Beet; gbif:eng:Swiss Chard; gbif:eng:beet; gbif:eng:common beet; gbif:eng:common beet; gbif:eng:Beet; gbif:eng:beet; ncbi:-:beet
Organism_22607	Beta vulgaris L. var. saccharifera	ncbi	beet	Beta vulgaris var. saccharifera Alef.	8080424	VARIETY	EXACT	161934	ncbi:-:beet
Organism_24340	Beta vulgaris,Beta vulgaris	gbif	Root Beet	Beta vulgaris subsp. vulgaris Linnaeus, 1753	7068845	SUBSPECIES	EXACT	3554	gbif:eng:Root Beet; gbif:eng:Root Beet; gbif:eng:Sicilian broad-rib beet; gbif:eng:Swiss chard; gbif:eng:beet; gbif:eng:beet; gbif:eng:beetroot; gbif:eng:beetroot; gbif:eng:common beet; gbif:eng:field beet; gbif:eng:fodder beet; gbif:eng:foliage beet; gbif:eng:garden beet; gbif:eng:leaf beet; gbif:eng:leaf-beet; gbif:eng:mangel; gbif:eng:mangold; gbif:eng:red beet; gbif:eng:root beet; gbif:eng:spinach beet; gbif:eng:spinach chard; gbif:eng:spinach-beet; gbif:eng:sugar-beet; gbif:eng:sugarbeet; gbif:eng:swiss-chard; gbif:eng:yellow beet; gbif:eng:Root Beet; gbif:eng:Root Beet; gbif:eng:Beetroot; gbif:eng:Cultivated Beet; gbif:eng:Fodder Beet; gbif:eng:Mangel; gbif:eng:Mangle-wurzel; gbif:eng:Mangold; gbif:eng:Sugar Beet
Organism_55421	Betula platyphylla suk. var. japonica (sieb.) hara	ncbi	Asian white birch	Betula platyphylla var. japonica (Miq.) H.Hara	5331577	VARIETY	EXACT	78630	ncbi:-:Asian white birch; ncbi:-:bai hua; ncbi:-:shira-kamba
Organism_3118	Bidens parviflora WILLD.	gbif	Small-flower Beggarticks	Bidens parviflora Willd.	5391777	SPECIES	EXACT	1527830	gbif:eng:Small-flower Beggarticks; gbif:eng:Small-flower beggartick; gbif:eng:Small-flowered Beggarticks; gbif:eng:Smallflower Beggarticks
Organism_542	Bixa orellana L.	gbif	Roucu	Bixa orellana L.	2874863	SPECIES	EXACT	66672	gbif:eng:Arnotta; gbif:eng:Lipsticktree; gbif:eng:Lipsticktree; gbif:eng:Roucou; gbif:eng:Roucu; gbif:eng:Rucu; gbif:eng:annatto; gbif:eng:annatto; gbif:eng:arnatto; gbif:eng:arnatto; gbif:eng:lipsticktree; gbif:eng:lipsticktree; gbif:eng:roucou; gbif:eng:Roucu; gbif:eng:Rucu; ncbi:-:achiote; ncbi:-:annatto; ncbi:-:arnatto; ncbi:-:lipstick tree; ncbi:-:roucou; ncbi:-:urucum
Organism_21554	Bocconia cordata	none		Bocconia cordata Willd.	2888508	SPECIES	EXACT	56857	
Organism_23884	Bocconia frutescens	gbif	Jon Crow bush, Parrot weed	Bocconia frutescens L.	2888374	SPECIES	EXACT	72182	gbif:eng:Jon Crow bush, Parrot weed; gbif:eng:Tree poppy; gbif:eng:parrotweed; gbif:eng:plume poppy; gbif:eng:plume poppy; gbif:eng:plume-poppy; gbif:eng:plume-poppy; gbif:eng:sea oxeye daisy; gbif:eng:sea oxeye daisy; gbif:eng:tree celandine; gbif:eng:tree celandine; gbif:eng:tree poppy; gbif:eng:tree poppy; gbif:eng:parrotweed; gbif:eng:plume poppy
Organism_30195	Boehmeria	none		Boehmeria Jacq.	2984344	GENUS	EXACT	83905	
Organism_56646	Boenninghausenia albiflora var. japonica	none		Boenninghausenia albiflora var. japonica (Nakai ex Makino & Nemoto) H.Ohba	3832579	VARIETY	EXACT	2842151	
Organism_55888	Boesenbergia rotunda	gbif	Chinese Ginger	Boesenbergia rotunda (L.) Mansf.	2758480	SPECIES	EXACT	97729	gbif:eng:Chinese Ginger; gbif:eng:Chinese-keys; gbif:eng:Chinese-keys; gbif:eng:Fingerroot; gbif:eng:Rotund Boesenbergia; gbif:eng:fingerroot; gbif:eng:rotund boesenbergia; gbif:eng:rotund boesenbergia; gbif:eng:Chinese Ginger; gbif:eng:Fingerroot; ncbi:-:Chinese-keys
Organism_3033	Boesenbergia rotunda (L.) Mansf.Kulturpfl.	gbif	Chinese Ginger	Boesenbergia rotunda (L.) Mansf.	2758480	SPECIES	EXACT	97729	gbif:eng:Chinese Ginger; gbif:eng:Chinese-keys; gbif:eng:Chinese-keys; gbif:eng:Fingerroot; gbif:eng:Rotund Boesenbergia; gbif:eng:fingerroot; gbif:eng:rotund boesenbergia; gbif:eng:rotund boesenbergia; gbif:eng:Chinese Ginger; gbif:eng:Fingerroot; ncbi:-:Chinese-keys
Organism_31669	Borago officinalis L.	gbif	Borage	Borago officinalis L.	2926110	SPECIES	EXACT	13363	gbif:eng:Beebread; gbif:eng:Beebread; gbif:eng:Beeplant; gbif:eng:Beeplant; gbif:eng:Borage; gbif:eng:Borage; gbif:eng:Borage; gbif:eng:Borage; gbif:eng:Boražina; gbif:eng:Common Borage; gbif:eng:Common Borage; gbif:eng:Common borage; gbif:eng:Common borage; gbif:eng:Starflower; gbif:eng:Starflower; gbif:eng:Talewort; gbif:eng:Talewort; gbif:eng:beebread; gbif:eng:beebread; gbif:eng:beeplant; gbif:eng:beeplant; gbif:eng:borage; gbif:eng:borage; gbif:eng:borage; gbif:eng:common borage; gbif:eng:starflower; gbif:eng:starflower; gbif:eng:talewort; gbif:eng:talewort; gbif:eng:Borage; gbif:eng:borage; gbif:eng:Bee Plant; gbif:eng:Bee Plant
Organism_25372	Boronia pinnata Sm.	gbif	Pink Boronia	Boronia pinnata Sm.	7269410	SPECIES	EXACT	1764351	gbif:eng:Pink Boronia
Organism_30063	Boronia ternata var. elongata	none		Boronia ternata var. elongata Paul G.Wilson	3835310	VARIETY	EXACT	2986662	
Organism_4092	Boschniakia rossica (CHAM.et SCHLECH.) FEDTSCH.et FLEROV.	gbif	northern groundcone	Boschniakia rossica (Cham. & Schlecht) B.Fedtsch.	3173325	SPECIES	EXACT	48555	gbif:eng:Northern groundcone; gbif:eng:Russian groundcone; gbif:eng:northern groundcone; gbif:eng:poque; gbif:eng:poque; gbif:eng:northern groundcone; gbif:eng:Russian groundcone
Organism_30250	Bosistoa sapindiformis	none		Bosistoa sapindiformis F.Muell. ex Benth.	3831322	SPECIES	EXACT	68530	
Organism_428	Botryococcus braunii B race	none		Botryococcus braunii Kütz., 1849	2642020	SPECIES	HIGHERRANK	38881	
Organism_425	Botryococcus braunii Berkeley	none		Botryococcus braunii Kütz., 1849	2642020	SPECIES	EXACT	38881	
Organism_389	Botryococcus braunii Kawaguchi-1	none		Botryococcus braunii Kütz., 1849	2642020	SPECIES	EXACT	38881	
Organism_584	Botryococcus braunii L race	none		Botryococcus braunii Kütz., 1849	2642020	SPECIES	HIGHERRANK	38881	
Organism_22900	Botryococcus braunii race B	none		Botryococcus braunii Kütz., 1849	2642020	SPECIES	HIGHERRANK	38881	
Organism_4843	Botryococcus braunii race B strain Berkeley	none		Botryococcus braunii Kütz., 1849	2642020	SPECIES	HIGHERRANK	38881	
Organism_19899	Brachylaena discolor	gbif	Coast Silver Oak	Brachylaena discolor DC.	3140959	SPECIES	EXACT	130239	gbif:eng:Coast Silver Oak; gbif:eng:Coast Silver-oak; gbif:eng:Coastal Silver-Oak; gbif:eng:Coastal Silverleaf; gbif:eng:Natal Silver Leaf
Organism_16918	Brachylaena ramiflora var. ramiflora	none		Brachylaena ramiflora var. ramiflora	7065891	VARIETY	EXACT	3020425	
Organism_7083	Brassica campestris	ncbi	biennial turnip rape	Brassica campestris Hegetschw., 1839	8426995	SPECIES	EXACT	145471	ncbi:-:biennial turnip rape
Organism_24066	Brassica campestris L.	ncbi	biennial turnip rape	Brassica campestris L.	3042719	SPECIES	EXACT	145471	ncbi:-:biennial turnip rape
Organism_26198	Brassica campestris L.subsp.pekinensis.	ncbi	biennial turnip rape	Brassica campestris subsp. pekinensis (Lour.) G.Olsson	3042738	SUBSPECIES	EXACT	145471	ncbi:-:biennial turnip rape
Organism_6631	Brassica campestris ssp. rapifera	ncbi	turnip	Brassica campestris subsp. rapifera (Metzg.) Sinskaya	3042726	SUBSPECIES	EXACT	51350	ncbi:-:turnip
Organism_18147	Brassica campestris var. chinensis	ncbi	biennial turnip rape	Brassica campestris var. chinensis (L.) T.Itô	3042706	VARIETY	EXACT	145471	ncbi:-:biennial turnip rape
Organism_18953	Brassica campestris var. pekinensis L.	ncbi	biennial turnip rape	Brassica campestris var. pekinensis (Lour.) Viehoever	7403526	VARIETY	EXACT	145471	ncbi:-:biennial turnip rape
Organism_10215	Brassica campestris var.pekinensis L.	ncbi	biennial turnip rape	Brassica campestris var. pekinensis (Lour.) Viehoever	7403526	VARIETY	EXACT	145471	ncbi:-:biennial turnip rape
Organism_21188	Brassica carinata B line	ncbi	Abyssinian mustard	Brassica carinata A.Braun	3042925	SPECIES	HIGHERRANK	52824	ncbi:-:Abyssinian mustard; ncbi:-:Ethiopian mustard
Organism_21191	Brassica carinata Y line	ncbi	Abyssinian mustard	Brassica carinata A.Braun	3042925	SPECIES	HIGHERRANK	52824	ncbi:-:Abyssinian mustard; ncbi:-:Ethiopian mustard
Organism_11300	Brassica napus L.	gbif	Rape	Brassica napus L.	3042636	SPECIES	EXACT	3708	gbif:eng:Oil-Seed Rape; gbif:eng:Oilseed-rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Siberian kale; gbif:eng:Swedish turnip; gbif:eng:oilseed rape; gbif:eng:oilseed-rape; gbif:eng:oilseed-rape; gbif:eng:rape; gbif:eng:rape; gbif:eng:rape; gbif:eng:rape; gbif:eng:rapeseed; gbif:eng:rutabaga; gbif:eng:swede; gbif:eng:winter rape; gbif:eng:Rape; gbif:eng:Rapeseed; gbif:eng:rapeseed; gbif:eng:Canola; gbif:eng:Oil-Seed Rape; gbif:eng:Oil-seed Rape; gbif:eng:Rutabaga; gbif:eng:Swedish Turnip; gbif:eng:Swedish turnip; gbif:eng:Winter Rape; gbif:eng:canola; gbif:eng:oilseed rape; gbif:eng:rutabaga; gbif:eng:winter rape; ncbi:-:oilseed rape; ncbi:-:rape; ncbi:-:rapeseeds
Organism_18331	Brassica napus spp.rapifera	gbif	Swede	Brassica napus var. rapifera Metzg.	6306659	VARIETY	EXACT	3708	gbif:eng:Swede; ncbi:-:oilseed rape; ncbi:-:rape; ncbi:-:rapeseeds
Organism_46764	Brassica napus subsp. rapifera	ncbi	rutabaga	Brassica napus subsp. rapifera Metzg. ex Sinskaya	3042637	SUBSPECIES	EXACT	3709	ncbi:-:rutabaga; ncbi:-:Swedish turnip
