# sources (priority): gbif,ncbi
# gbif: https://api.gbif.org/v1 (species/match + vernacularNames); langs=eng
# ncbi: NCBI Taxonomy taxdump (https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdmp.zip)
# retrieved: 2026-08-18
organism_id	scientific_name	chosen_source	display_common_name	gbif_accepted_name	gbif_usageKey	gbif_rank	gbif_matchType	ncbi_taxid	all_common_names
Organism_7650	Piper obliquum	none		Piper obliquum Ruiz & Pav.	7143828	SPECIES	EXACT	425162	
Organism_45865	Piptadenia colubrina	none		Piptadenia colubrina (Vell.) Benth.	2952825	SPECIES	EXACT	148717	
Organism_48083	Plectranthus caninus	none		Plectranthus caninus B.Heyne ex Roth	3905626	SPECIES	EXACT	1162216	
Organism_46582	Pleione yunnanensis	none		Pleione yunnanensis (Rolfe) Rolfe	5321380	SPECIES	EXACT	194513	
Plant_Podocarpus_urbani	Podocarpus urbani	gbif	Blue Mountain Yacca	Podocarpus urbanii Pilg.	5286020	SPECIES	FUZZY	3363	gbif:eng:Blue Mountain Yacca; gbif:eng:Yacca; gbif:eng:Blue Mountain Yacca; gbif:eng:Yacca
Plant_Prangos_uloptera	Prangos uloptera	none		Prangos uloptera DC.	7883600	SPECIES	EXACT	325744	
Organism_44449	Psychotria stachyoides	none		Psychotria stachyoides Benth.	2921630	SPECIES	EXACT	1277330	
Organism_47492	Pteris palmiformis	none		Pteris palmiformis Thouars	5614434	SPECIES	EXACT	3471475	
Organism_47840	Saracha viscosa	none		Saracha viscosa Link ex D.Don	7565731	SPECIES	EXACT	3137303	
Organism_10900	Saxifraga stolonifera	gbif	Strawberry Saxifrage	Saxifraga stolonifera Curtis	3032762	SPECIES	EXACT	182070	gbif:eng:Creeping saxifrage; gbif:eng:Creeping saxifrage, Strawberry saxifrage, Creeping rockfoil, Aaron's beard, Mother of thousands, Roving sailor, Strawberry begonia, Strawberry geranium; gbif:eng:Strawberry Saxifrage; gbif:eng:Strawberry Saxifrage; gbif:eng:Strawberry Saxifrage; gbif:eng:creeping saxifrage; gbif:eng:creeping saxifrage; gbif:eng:creeping saxifrage; gbif:eng:mother-of-thousands; gbif:eng:mother-of-thousands; gbif:eng:strawberry saxifrage; gbif:eng:strawberry-geranium; gbif:eng:strawberry-geranium; gbif:eng:Strawberry Saxifrage; ncbi:-:creeping saxifrage; ncbi:-:hu er cao
Organism_8147	Scilla scilloides	ncbi	Chinese squill	Scilla scilloides (Lindl.) Druce	2776952	SPECIES	EXACT	49652	ncbi:-:Chinese squill; ncbi:-:Japanese jacinth
Organism_4144	Scutellaria lateriflora	gbif	Mad-dog Skullcap	Scutellaria lateriflora L.	5341325	SPECIES	EXACT	233893	gbif:eng:Blue Skullcap; gbif:eng:Blue Skullcap; gbif:eng:Mad-dog Scullcap; gbif:eng:Mad-dog Scullcap; gbif:eng:Scullcap; gbif:eng:Scullcap; gbif:eng:blue skullcap; gbif:eng:mad dog skullcap; gbif:eng:mad-dog scullcap; gbif:eng:mad-dog scullcap; gbif:eng:mad-dog skullcap; gbif:eng:scullcap; gbif:eng:scullcap; gbif:eng:side-flowering skullcap; gbif:eng:Mad-dog Skullcap; gbif:eng:Mad-dog Skullcap; gbif:eng:mad-dog skullcap; gbif:eng:Madweed; gbif:eng:Madweed; gbif:eng:Quaker Bonnet; gbif:eng:Quaker Bonnet; gbif:eng:Side-flowering Skullcap; gbif:eng:Side-flowering Skullcap; gbif:eng:blue skullcap; gbif:eng:side-flowering skullcap; ncbi:-:blue skullcap
Organism_10090	Senecio vulgaris	gbif	Common Ragwort	Senecio vulgaris L.	3108983	SPECIES	EXACT	76276	gbif:eng:Common Fireweed; gbif:eng:Common Fireweed; gbif:eng:Common Groundsel; gbif:eng:Common Groundsel; gbif:eng:Common groundsel; gbif:eng:Groundsel; gbif:eng:Groundsel; gbif:eng:Groundsel; gbif:eng:Groundsel; gbif:eng:Old-man-in-the-spring; gbif:eng:Old-man-in-the-spring; gbif:eng:Old-man-in-the-spring; gbif:eng:Old-man-in-the-spring; gbif:eng:Old-man-in-the-spring; gbif:eng:common fireweed; gbif:eng:common fireweed; gbif:eng:common groundsel; gbif:eng:common groundsel; gbif:eng:common ragwort; gbif:eng:groundsel; gbif:eng:groundsel; gbif:eng:old-man-in-the-spring; gbif:eng:Common Ragwort; gbif:eng:Common Ragwort; gbif:eng:Groundsel; gbif:eng:Groundsel; gbif:eng:common ragwort; gbif:eng:Common Groundsel; gbif:eng:Common groundsel; gbif:eng:Groundsel; gbif:eng:common groundsel; ncbi:-:old-man-in-the-Spring
Organism_48741	Solanum pseudopersicum	none		Solanum pseudopersicum Pojark.	2932744	SPECIES	EXACT	4107	
Organism_54299	Stachys byzantina	gbif	Lamb's-ear	Stachys byzantina K.Koch	2927230	SPECIES	EXACT	180010	gbif:eng:Lamb's-ear; gbif:eng:Lamb's-ear; gbif:eng:Lamb's-ear; gbif:eng:Lamb's-ears; gbif:eng:Lamb's-lugs; gbif:eng:Lamb's-tails; gbif:eng:Lamb's-tongue; gbif:eng:Woolly Betony; gbif:eng:Woolly Hedgenettle; gbif:eng:Woolly Stachys; gbif:eng:Woolly hedgenettle; gbif:eng:lamb's ear; gbif:eng:lamb's-ears; gbif:eng:lamb's-ears; gbif:eng:lamb's-lugs; gbif:eng:lamb's-lugs; gbif:eng:lamb's-tails; gbif:eng:lamb's-tails; gbif:eng:lamb's-tongue; gbif:eng:lamb's-tongue; gbif:eng:woolly betony; gbif:eng:woolly betony; gbif:eng:woolly hedge-nettle; gbif:eng:woolly hedgenettle; gbif:eng:woolly hedgenettle; gbif:eng:woolly stachys; gbif:eng:woolly stachys; gbif:eng:Lamb's-ear; gbif:eng:Woolly Hedge-nettle; gbif:eng:woolly hedge-nettle; gbif:eng:Lamb's-Ear; gbif:eng:lamb's-ears; gbif:eng:lamb's-tails; gbif:eng:lamb's-tongue; gbif:eng:woolly betony; ncbi:-:lamb's-ears; ncbi:-:woolly betony; ncbi:-:woolly hedgenettle
Organism_45832	Stenolobium stans	none		Stenolobium stans (L.) Seem.	5415075	SPECIES	EXACT		
Plant_Stevia_satureiaefolia	Stevia satureiaefolia	none		Stevia satureiaefolia (Lam.) Sch.Bip. ex Klotzsch, 1853	3125681	SPECIES	EXACT	55669	
Organism_49585	Strychnos henningsii	gbif	Coffee Bean Strychnos	Strychnos henningsii Gilg	5645835	SPECIES	EXACT	1040887	gbif:eng:Coffee Bean Strychnos; gbif:eng:Coffee Hard pear; gbif:eng:Coffee-Bean Strychnos; gbif:eng:Hard -Pear -Tree; gbif:eng:Hard pear; gbif:eng:Hard-Pear Tree; gbif:eng:Natal-Teak; gbif:eng:Panda's Walking-Stick Tree; gbif:eng:Panda's Walkingstick tree
Organism_2364	Swertia perennis	gbif	alpine bog swertia	Swertia perennis L.	5414540	SPECIES	EXACT	39379	gbif:eng:Alpinebog Swertia; gbif:eng:alpine bog swertia; gbif:eng:alpinebog swertia; gbif:eng:felwort; gbif:eng:felwort; gbif:eng:marsh felwort; gbif:eng:mountain bog swertia; gbif:eng:star gentian; gbif:eng:star gentian; gbif:eng:star green gentian; gbif:eng:star swertia; gbif:eng:swertia; gbif:eng:alpine bog swertia; gbif:eng:mountain bog swertia; gbif:eng:star gentian; gbif:eng:star green gentian; gbif:eng:star swertia
Plant_Syringa_komarowi	Syringa komarowi	gbif	Nodding Lilac	Syringa komarowii C.K.Schneid.	6433201	SPECIES	FUZZY	24208	gbif:eng:Nodding Lilac; ncbi:-:lilacs
Organism_7520	Syzygium samarangense	gbif	Java-apple	Syzygium samarangense (Blume) Merr. & L.M.Perry	3183180	SPECIES	EXACT	260143	gbif:eng:Java-apple; gbif:eng:Java-apple; gbif:eng:Semarang rose-apple; gbif:eng:Semarang rose-apple; gbif:eng:Wax Apple; gbif:eng:wax jambu; gbif:eng:wax jambu; gbif:eng:wax-apple; ncbi:-:Java-apple; ncbi:-:makopa; ncbi:-:wax apple; ncbi:-:wax jambu
Organism_2182	Tabernaemontana coffeoides Boj.	none		Tabernaemontana coffeoides Boj.	8658335	SPECIES	EXACT	761058	
Organism_23062	Thuja dolabrata	none		Thuja dolabrata Thunb. ex L.f.	2684107	SPECIES	EXACT	3315	
Organism_6558	Tinospora sinensis	gbif	Chinese tinospora	Tinospora sinensis (Lour.) Merr.	3830295	SPECIES	EXACT	152349	gbif:eng:Chinese tinospora; gbif:eng:Chinese tinospora; gbif:eng:Malabar Gulbel
Organism_46755	Toxicodendron vernicifluum	gbif	Chinese Lacquer	Toxicodendron vernicifluum (Stokes) F.A.Barkley	3190612	SPECIES	EXACT	4013	gbif:eng:Chinese Lacquer; gbif:eng:Chinese lacquer; gbif:eng:Chinese lacquertree; gbif:eng:Chinese lacquertree; gbif:eng:Japanese lacquertree; gbif:eng:Japanese lacquertree; gbif:eng:Japanese laquer tree; gbif:eng:Japanese sumac; gbif:eng:Japanese sumac; gbif:eng:Japanese varnishtree; gbif:eng:Japanese varnishtree; gbif:eng:lacquertree; gbif:eng:lacquertree; gbif:eng:varnishtree; gbif:eng:varnishtree; ncbi:-:Chinese lacquer; ncbi:-:Chinese lacquer tree; ncbi:-:Japanese lacquer tree; ncbi:-:Japanese lacquer-tree; ncbi:-:lacquer tree; ncbi:-:varnish tree
Organism_47927	Tsuga chinensis	gbif	Chinese Hemlock	Tsuga chinensis (Franch.) E.Pritz.	2687186	SPECIES	EXACT	93694	gbif:eng:Chinese Hemlock; gbif:eng:Chinese hemlock; gbif:eng:Chinese Hemlock
Organism_47505	Uncaria glabrata	none		Uncaria glabrata (Blume) DC.	5338210	SPECIES	EXACT	43574	
Organism_47526	Viburnum fur	none		Viburnum fur Graebn.	3857548	SPECIES	EXACT	4204	
Plant_Actaea_elata	Actaea elata	gbif	tall bugbane	Actaea elata (Nutt.) Prantl	6376174	SPECIES	EXACT	64030	gbif:eng:tall bugbane; gbif:eng:tall bugbane; gbif:eng:tall bugbane
Organism_11651	Actinidia arguta	gbif	tara vine	Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.	3189693	SPECIES	EXACT	64478	gbif:eng:Baby Kiwi; gbif:eng:Bower Actinidia; gbif:eng:Hardy Kiwi; gbif:eng:Hardy kiwi; gbif:eng:Tara Vine; gbif:eng:Tara vine; gbif:eng:Taravine; gbif:eng:Vine-pear; gbif:eng:baby kiwi; gbif:eng:baby kiwi; gbif:eng:baby kiwifruit; gbif:eng:bower actinidia; gbif:eng:bower actinidia; gbif:eng:hardy kiwi; gbif:eng:hardy kiwi; gbif:eng:hardy kiwifruit; gbif:eng:tara vine; gbif:eng:taravine; gbif:eng:vine-pear; gbif:eng:vine-pear; gbif:eng:tara vine; gbif:eng:hardy kiwi
Organism_44443	Adansonia grandidieri	gbif	Grandidier's baobab	Adansonia grandidieri Baill.	5663154	SPECIES	EXACT	69111	gbif:eng:Grandidier's baobab; gbif:eng:Grandidier's baobab; gbif:eng:giant baobab; gbif:eng:giant baobab
Organism_2155	Adina racemosa	none		Adina racemosa (Siebold & Zucc.) Miq.	2896755	SPECIES	EXACT	170185	
Organism_18957	Amaranthus retroflexus L.	gbif	Common Amaranth	Amaranthus retroflexus L.	6109534	SPECIES	EXACT	124763	gbif:eng:American Pigweed; gbif:eng:American pigweed; gbif:eng:American pigweed; gbif:eng:Careless Weed; gbif:eng:Carelessweed; gbif:eng:Common Amaranth; gbif:eng:Common Amaranth; gbif:eng:Common Amaranth; gbif:eng:Common Tumble Weed; gbif:eng:Pigweed Redroot; gbif:eng:Red Rooted Pigweed; gbif:eng:Red-root Amaranth; gbif:eng:Red-root Amaranth; gbif:eng:Redroot; gbif:eng:Redroot Amaranth; gbif:eng:Redroot Pigweed; gbif:eng:Redroot amaranth; gbif:eng:Redroot amaranth; gbif:eng:Reflexed Amaranth; gbif:eng:Rough Pigweed; gbif:eng:Wild Beet; gbif:eng:Wild beet; gbif:eng:Wild-beet Amaranth; gbif:eng:careless weed; gbif:eng:carelessweed; gbif:eng:carelessweed; gbif:eng:common amaranth; gbif:eng:common amaranth; gbif:eng:green amaranth; gbif:eng:pigweed redroot; gbif:eng:pigweed redroot; gbif:eng:red-root amaranth; gbif:eng:redroot; gbif:eng:redroot; gbif:eng:redroot amaranth; gbif:eng:redroot amaranth; gbif:eng:redroot pigweed; gbif:eng:redroot pigweed; gbif:eng:redroot pigweed; gbif:eng:reflexed amaranth; gbif:eng:reflexed amaranth; gbif:eng:rough pigweed; gbif:eng:rough pigweed; gbif:eng:rough pigweed; gbif:eng:wild beet; gbif:eng:wild-beet amaranth; gbif:eng:wild-beet amaranth; gbif:eng:Common Amaranth; gbif:eng:redroot amaranth; gbif:eng:common amaranth; gbif:eng:redroot; gbif:eng:redroot pigweed; gbif:eng:rough pigweed; gbif:eng:wild-beet amaranth; ncbi:-:common amaranth; ncbi:-:redroot amaranth; ncbi:-:rough pigweed
Organism_50223	Aralia hispida	gbif	bristly sarsaparilla	Aralia hispida Vent.	3037033	SPECIES	EXACT	51236	gbif:eng:Bristly Sarsaparilla; gbif:eng:Bristly Sarsaparilla; gbif:eng:Bristly-spikenard; gbif:eng:Bristly-spikenard; gbif:eng:Dwarf-elder; gbif:eng:Dwarf-elder; gbif:eng:bristly sarsaparilla; gbif:eng:bristly-sarsaparilla; gbif:eng:bristly-sarsaparilla; gbif:eng:bristly-spikenard; gbif:eng:bristly-spikenard; gbif:eng:dwarf-elder; gbif:eng:dwarf-elder; gbif:eng:bristly sarsaparilla; ncbi:-:bristly sarsaparilla
Organism_10219	Argylia radiata	none		Argylia radiata (L.) D.Don	4091477	SPECIES	EXACT	2806797	
Organism_31974	Artemisia umbelliformis Lam.	gbif	Alpine Wormwood	Artemisia umbelliformis Lam.	3120864	SPECIES	EXACT	72355	gbif:eng:Alpine Wormwood; gbif:eng:Alps Wormwood; gbif:eng:Alps wormwood; gbif:eng:Alps wormwood; gbif:eng:Alps wormwood; gbif:eng:White Genepi; gbif:eng:alpine wormwood; gbif:eng:Alpine Wormwood; gbif:eng:White Genepi
Organism_48342	Arum montanum	none		Arum montanum Roxb.	5329931	SPECIES	EXACT	3798353	
Organism_1759	Aucklandia lappa	ncbi	kuth	Aucklandia lappa DC.	5403189	SPECIES	EXACT	324593	ncbi:-:kuth
Organism_5702	Baccharis crispa	none		Baccharis crispa Spreng.	3129960	SPECIES	EXACT	1926966	
Organism_1580	Bidens pilosa	gbif	Black-jack	Bidens pilosa L.	5391845	SPECIES	EXACT	42337	gbif:eng:Beggar's tick; gbif:eng:Black-Jack; gbif:eng:Black-jack; gbif:eng:Black-jack; gbif:eng:Cobblers' Pegs; gbif:eng:Common Black Jack; gbif:eng:Hairy beggarticks; gbif:eng:Hairy beggarticks; gbif:eng:New Zealand cow-itch; gbif:eng:Railway beggarticks, Hairy beggar-ticks; gbif:eng:Spanish needles; gbif:eng:Spanish-needles; gbif:eng:Spanish-needles; gbif:eng:Widowers; gbif:eng:beggar's ticks; gbif:eng:beggar-ticks; gbif:eng:beggar-ticks; gbif:eng:black-jack; gbif:eng:blackjack; gbif:eng:cobbler's peg; gbif:eng:cobbler's pegs; gbif:eng:cobbler's pegs; gbif:eng:cobblers'-pegs; gbif:eng:cobblers'-pegs; gbif:eng:common beggarticks; gbif:eng:fisi`uli; gbif:eng:hairy beggar-ticks; gbif:eng:hairy beggar-ticks; gbif:eng:hairy beggarticks; gbif:eng:hairy beggarticks; gbif:eng:hairy bidens; gbif:eng:hairy bidens; gbif:eng:romerillo; gbif:eng:spanish-needles; gbif:eng:Black-jack; gbif:eng:hairy beggarticks; gbif:eng:Beggar's-tick; gbif:eng:Black-Jack; gbif:eng:Black-jack; gbif:eng:Cobbler's Pegs; gbif:eng:cobblers' pegs; gbif:eng:white beggar's ticks; ncbi:-:beggar-ticks; ncbi:-:bur-marigold; ncbi:-:cuckold; ncbi:-:sticktight
Organism_50228	Chenopodiastrum murale	gbif	nettle-leaved goosefoot	Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch	8149099	SPECIES	EXACT	46091	gbif:eng:Australian spinach; gbif:eng:Australian-spinach; gbif:eng:Australian-spinach; gbif:eng:Australian-spinach; gbif:eng:Chuana Soap; gbif:eng:Nettle-leaf Fat-hen; gbif:eng:Nettle-leaf Goosefoot; gbif:eng:Nettle-leaved Goosefoot; gbif:eng:Nettle-leaved Goosefoot; gbif:eng:Nettleleaf Goosefoot; gbif:eng:Nettleleaf goosefoot; gbif:eng:Rounded-Leaved Fat-Hen; gbif:eng:Saltgreen; gbif:eng:Sowbane; gbif:eng:Wheat Bush; gbif:eng:nettle leaved fat hen; gbif:eng:nettle-leaf fat-hen; gbif:eng:nettle-leaf fat-hen; gbif:eng:nettle-leaf goosefoot; gbif:eng:nettle-leaf goosefoot; gbif:eng:nettle-leaved goosefoot; gbif:eng:nettleleaf goosefoot; gbif:eng:saltgreen; gbif:eng:saltgreen; gbif:eng:sowbane; gbif:eng:sowbane; gbif:eng:wall goosefoot; gbif:eng:nettle-leaved goosefoot; gbif:eng:Australian spinach; gbif:eng:Wall Goosefoot; gbif:eng:sowbane; gbif:eng:wall goosefoot; ncbi:-:nettle-leaf goosefoot; ncbi:-:nettle-leaved goosefoot
Organism_3616	Cistus albidus	gbif	Grey-leaved Cistus	Cistus albidus L.	7331435	SPECIES	EXACT	335163	gbif:eng:Grey-leaved Cistus; gbif:eng:Grey-leaved Cistus; gbif:eng:grey-leaf cistus; gbif:eng:grey-leaf cistus; gbif:eng:white-leaf rock-rose; gbif:eng:white-leaf rock-rose; gbif:eng:Grey-leaved Cistus
Organism_47963	Clausena anisum-olens	none		Clausena anisum-olens (Blanco) Merr.	3837173	SPECIES	EXACT	1224753	
Organism_7957	Coleogyne ramosissima Torr.	gbif	blackbrush	Coleogyne ramosissima Torr.	3032187	SPECIES	EXACT	401069	gbif:eng:blackbrush; gbif:eng:blackbrush
Organism_10883	Corydalis crystallina	none		Corydalis crystallina (Torr. & A.Gray) A.Gray	7816762	SPECIES	EXACT	3782743	
Plant_Cynanchum_boudieri	Cynanchum boudieri	none		Cynanchum boudieri H.Lév. & Vaniot	7312674	SPECIES	EXACT	228707	
Organism_4818	Datura innoxia Mill	gbif	Fireweed	Datura innoxia Mill.	2928755	SPECIES	EXACT	4075	gbif:eng:Angel's Trumpet; gbif:eng:Desert Thornapple; gbif:eng:Downy Thorn Apple; gbif:eng:Downy Thorn-apple; gbif:eng:Fireweed; gbif:eng:Hairy Thorn Apple; gbif:eng:Hairy Thorn-apple; gbif:eng:Hoary Thorn-apple; gbif:eng:Indian Apple; gbif:eng:Indian-apple; gbif:eng:Indian-apple; gbif:eng:Indian-apple; gbif:eng:Joy Juice; gbif:eng:Moonflower; gbif:eng:Prickly Datura; gbif:eng:Pricklyburr; gbif:eng:Pricklyburr; gbif:eng:Pricklyburr Datura; gbif:eng:Recurved Thorn-apple; gbif:eng:Recurved Thorn-apple; gbif:eng:Recurved Thorn-apple, Pricklyburr, Downy Thorn-apple; gbif:eng:Recurved Thorn-apple, Pricklyburr, Downy thorn-apple; gbif:eng:Sacred Datula; gbif:eng:Sacred Datura; gbif:eng:Sacred datula; gbif:eng:Silky Thorn Apple; gbif:eng:Thorn-apple; gbif:eng:White Thorn Apple; gbif:eng:angel's trumpet; gbif:eng:angel's trumpet; gbif:eng:angel's trumpet; gbif:eng:angel's-trumpet; gbif:eng:angel's-trumpet; gbif:eng:angel’s trumpet; gbif:eng:desert thornapple; gbif:eng:desert thornapple; gbif:eng:downy thorn-apple; gbif:eng:downy thorn-apple; gbif:eng:hoary thorn-apple; gbif:eng:hoary thorn-apple; gbif:eng:pricklyburr; gbif:eng:pricklyburr; gbif:eng:recurved thorn-apple; gbif:eng:sacred datura; gbif:eng:sacred datura; gbif:eng:sacred datura; gbif:eng:sacred datura; gbif:eng:thorn-apple; gbif:eng:thorn-apple; gbif:eng:Fireweed; gbif:eng:Fireweed; gbif:eng:Recurved Thorn-apple; gbif:eng:angel's trumpet; gbif:eng:Joy Juice; gbif:eng:Joy Juice; gbif:eng:downy thorn-apple; ncbi:-:downy thornapple; ncbi:-:sacred datura
Organism_47288	Delphinium virgatum	none		Delphinium virgatum Poir.	7917142	SPECIES	EXACT	984885	
Organism_44452	Dendriopoterium menendezii	none		Dendriopoterium menendezii Svent.	3025521	SPECIES	EXACT	137441	
Organism_11308	Dioscorea panthaica	none		Dioscorea panthaica Prain & Burkill	2755151	SPECIES	EXACT	336258	
Organism_45396	Dysphania botrys	gbif	Jerusalem-oak goosefoot	Dysphania botrys (L.) Mosyakin & Clemants	5568428	SPECIES	EXACT	240045	gbif:eng:Feather-geranium; gbif:eng:Jerusalem Oak Goosefoot; gbif:eng:Jerusalem oak; gbif:eng:Jerusalem oak goosefoot; gbif:eng:Jerusalem oak goosefoot; gbif:eng:Jerusalem oak goosefoot; gbif:eng:Jerusalem-oak; gbif:eng:Jerusalem-oak; gbif:eng:Jerusalem-oak goosefoot; gbif:eng:Jerusalem-oak goosefoot; gbif:eng:Sticky Goosefoot; gbif:eng:Sticky Goosefoot; gbif:eng:Sticky Goosefoot; gbif:eng:feather-geranium; gbif:eng:feather-geranium; gbif:eng:Jerusalem-oak goosefoot; gbif:eng:Jerusalem-oak; gbif:eng:feather-geranium
Organism_30067	Eremophila serrulata	gbif	green emu-bush	Eremophila serrulata (A.DC.) Druce	5565588	SPECIES	EXACT	1793945	gbif:eng:green emu-bush
Organism_44442	Eria mollis	none		Eria mollis Schltr.	2789391	SPECIES	EXACT	38200	
Organism_52359	Ericameria laricifolia	gbif	ericameria	Ericameria laricifolia (A.Gray) Shinners	3103039	SPECIES	EXACT	217966	gbif:eng:ericameria; gbif:eng:turpentine bush; gbif:eng:turpentine-bush; gbif:eng:turpentine-bush; gbif:eng:turpentinebush; ncbi:-:turpentine bush
Organism_48347	Euphorbia cattimandoo	none		Euphorbia cattimandoo Elliot ex Wight	3070323	SPECIES	EXACT	1129978	
Organism_46187	Fragaria chiloensis	gbif	Beach Strawberry	Fragaria chiloensis (L.) Mill.	7738624	SPECIES	EXACT	101007	gbif:eng:Beach Strawberry; gbif:eng:Chilean strawberry; gbif:eng:Chilean strawberry; gbif:eng:Chiloe strawberry; gbif:eng:Chiloe strawberry; gbif:eng:beach strawberry; gbif:eng:beach strawberry; gbif:eng:beach strawberry; gbif:eng:pine-strawberry; gbif:eng:pine-strawberry; gbif:eng:sand strawberry; gbif:eng:Beach Strawberry; gbif:eng:beach strawberry; gbif:eng:Chilean strawberry; gbif:eng:sand strawberry
Organism_3873	Gliricidia sepium	gbif	Nicaraguan cocoashade	Gliricidia sepium (Jacq.) Kunth	8082978	SPECIES	EXACT	167663	gbif:eng:Nicaraguan cocoashade; gbif:eng:Nicaraguan cocoashade; gbif:eng:Quickstick; gbif:eng:Quickstick; gbif:eng:quick-stick; gbif:eng:quick-stick; gbif:eng:quickstick
Organism_46246	Glycosmis puberula	none		Glycosmis puberula Lindl. ex Oliv.	8419590	SPECIES	EXACT	3027331	
Organism_48840	Gomortega keule	none		Gomortega keule (Molina) Gunckel	7720784	SPECIES	EXACT	63806	
Organism_46126	Helenium quadridentatum	gbif	Longdisk Sneezeweed	Helenium quadridentatum Labill.	5401827	SPECIES	EXACT	1448041	gbif:eng:Longdisk Sneezeweed; gbif:eng:longdisk sneezeweed
Organism_48376	Klaseopsis chinensis	none		Klaseopsis chinensis (S.Moore) L.Martins	4217313	SPECIES	EXACT	3122714	
Organism_28870	Lavandula vera	none		Lavandula vera DC.	2927307	SPECIES	EXACT	39169	ncbi:-:lavenders
Organism_17561	Lespedeza tomentosa	gbif	Woolly lespedeza	Lespedeza tomentosa (Thunb.) Siebold ex Maxim.	2946298	SPECIES	EXACT	701551	gbif:eng:Woolly lespedeza
Organism_22761	Ligularia sagitta	none		Ligularia sagitta (Maxim.) Mattf. ex Rehder & Kobuski	5395546	SPECIES	EXACT	217502	
Organism_5068	Magnolia liliflora	gbif	Flowering Magnolia	Magnolia liliiflora Desr.	3153228	SPECIES	FUZZY	3402	gbif:eng:Flowering Magnolia; gbif:eng:Lily Magnolia; gbif:eng:Purple magnolia, Woody-orchid, Red magnolia, Jane magnolia, Japanese magnolia, Tulip magnolia, Mulan magnolia, Lily magnolia; gbif:eng:purple magnolia; gbif:eng:purple magnolia; gbif:eng:red magnolia; gbif:eng:red magnolia; gbif:eng:woody-orchid; gbif:eng:woody-orchid
Organism_50580	Mezilaurus synandra	none		Mezilaurus synandra (Mez) Kosterm.	4181946	SPECIES	EXACT	1354000	
Organism_382	Micromonas pusilla	none		Micromonas pusilla (Butcher) Manton & Parke, 1960	5286267	SPECIES	EXACT	38833	
Organism_48118	Passiflora morifolia	gbif	Blue sweet calabash	Passiflora morifolia Mast.	2874201	SPECIES	EXACT	159435	gbif:eng:Blue sweet calabash; gbif:eng:Woodland passionflower; gbif:eng:woodland passionflower; gbif:eng:woodland passion-flower
Organism_48230	Peltodon longipes	none		Peltodon longipes A.St.-Hil. ex Benth.	3889804	SPECIES	EXACT	2841586	
Plant_Phellodendron_chinese	Phellodendron chinese	gbif	Chinese corktree	Phellodendron chinense C.K.Schneid.	3831897	SPECIES	FUZZY	68553	gbif:eng:Chinese corktree; gbif:eng:Chinese corktree; gbif:eng:Phellodendron; gbif:eng:phellodendron-bark; gbif:eng:phellodendron-bark
Plant_Philadelphia_fleabane	Philadelphia fleabane	none		Plantae	6	KINGDOM	HIGHERRANK		
Organism_1116	Phlomis aurea	gbif	Sinai Jerusalem Sage	Phlomis aurea Decne.	3888595	SPECIES	EXACT	997702	gbif:eng:Sinai Jerusalem Sage; gbif:eng:Sinai Jerusalem sage; gbif:eng:Sinaian Lampwick; gbif:eng:Sinai Jerusalem Sage
Organism_19394	Phyla nodiflora	gbif	Frogfruit	Phyla nodiflora (L.) Greene	5341112	SPECIES	EXACT	222877	gbif:eng:Capeweed; gbif:eng:Capeweed; gbif:eng:Frogfruit; gbif:eng:Frogfruit; gbif:eng:Lipia; gbif:eng:Sawtooth Frogfruit; gbif:eng:Texas frogfruit; gbif:eng:Turkey Tangle Frogfruit; gbif:eng:Turkey tangle fogfruit; gbif:eng:carpetweed; gbif:eng:carpetweed; gbif:eng:common lippia; gbif:eng:daisy lawn; gbif:eng:fog grass; gbif:eng:fogfruit; gbif:eng:fogfruit; gbif:eng:frog fruit; gbif:eng:frogfruit; gbif:eng:lippia; gbif:eng:matgrass; gbif:eng:matgrass; gbif:eng:roundleaf frogfruit; gbif:eng:sawtooth fogfruit; gbif:eng:sawtooth fogfruit; gbif:eng:turkey tangle; gbif:eng:turkey tangle; gbif:eng:turkey tangle fogfruit; gbif:eng:turkey tangle fogfruit; gbif:eng:turkey tangle frogfruit; gbif:eng:turkey-tangle; gbif:eng:turkey-tangle; gbif:eng:turkey-tangle frogfruit; gbif:eng:turkey-tangle frogfruit; gbif:eng:Frogfruit; gbif:eng:Turkey Tangle Frogfruit; gbif:eng:Cape weed; gbif:eng:frogfruit
Organism_50598	Piper coruscans	none		Piper coruscans Kunth	7305790	SPECIES	EXACT	1569025	
